text,rating,informative
"its awesome, gives me something to do when i'm bored, my kid loves it, and the fish are cool.
",5,0
"easy to play.
",5,0
"lots of fun
",5,0
"i also have a question and i will appreciate it if i have ans....
",3,0
"awesome game, great for kids too!
",5,0
"still have trouble figuring it out though
",5,0
"i love this game!
",5,0
"awesome great game!!!!
",5,0
"funest game ever
",5,0
"recommended game - last 4 spin to win free have been the same rocks item....
",5,0
"i really like tap fish.
",5,0
"the game is awesome
",5,0
"great game.
",5,0
"hours of entertainment!
",5,0
"breeding new kinds of fish keeps it interesting.
",5,0
"great game
",5,0
"love this game! :)
",5,0
"very entertaining very good note
",5,0
"awesome game, with a great variety of fish including my favorite, cichlids.
",4,0
"i enjoy this game.
",4,0
"its a great game.....
",5,0
"and from reading all of the reviews i really don't want to buy the....
",5,0
"i love this game
",5,0
"love the fact it costs nothing to play and succeeded
",5,0
"will play couple days and update.
",4,0
"but this game is soo much better!
",5,0
"great game
",5,0
"great little game.
",4,0
"i absolutely love it!!
",5,0
"that would speed up the processes.
",5,0
"i only keep enough fish to keep my soon happy.
",3,0
"_droid bionic at level 48_
",1,0
"im having fun with my fishes.
",5,0
"very cool game keep up the good work.
",5,0
"alright game and works well.
",4,0
"great passtime and so much fun!
",5,0
"nice to play when im waiting for people;)
",5,0
"awesome i love it i just absolutely love it!
",5,0
"i love this app
",5,0
"but my 2yr old loves playing with the fish...!
",4,0
"love this game...
",5,0
"its fun u can buy fish breed fish and visit peoples tanks!
",5,0
"awesome game
",5,0
"its super addicting!!
",4,0
"love the game works great with the experia u would recumend it to every1
",5,0
"passes time and that's about it
",3,0
"kinda iteration
",3,0
"yea not bad
",5,0
"she likes to feed the fish !!
",5,0
"so fun and addicting!
",5,0
"can youse fix this please or send me a suggestion on how to fix it please?
",5,0
"love this game.!!!!
",5,0
"add me, booboohoneybun
",4,0
"great game
",5,0
"you can breed new species of fish, and learn about the aquarium species there are now.
",5,0
"it can be fun when your bored
",3,0
"love this app!!!!!!!!
",5,0
"i love this game so much.
",5,0
"the application manager, when you email then they actually help to resolve the minor problems.
",5,0
"thank you for getting me my event
",5,0
"my sister had it on her phone and now i have it!
",5,0
"but the game is still very addicting.
",4,0
"i enjoy playing this game because my parents dont' let me have real fish so i play with virtual ones
",5,0
"fun game im addict.
",5,0
"tap fish is soooo addictive, its the best!
",5,0
"good way to pass time.
",5,0
"i love this app!
",4,0
"fish bucks are required to get the best fish and to decorate...=\
",4,0
"lots of detail and fun to play.
",5,0
"includes a live background of your tank.
",5,0
"great game!
",5,0
"im sick of trying to play and it massing up
",1,0
"great app.
",4,0
"i love the way you are able to make these tanks very realistic if you choose to do so,which is exactly what i have done with all 4 of my tanks.
",5,0
"it is not the easiest thing to do in this game ,that's for sure.
",5,0
"other than that, i absolutely love this game.
",5,0
"it's a great game...
",5,0
"son likes it
",3,0
"all sums i love it of it listen to a get fish dollars
",3,0
"love the game
",5,0
"awesome game!
",5,0
"this game is tight
",5,0
"lg optimus zip
",3,0
"i love collecting fish and decorations!
",5,0
"been tapping for a couple years now and have not had any issues.
",5,0
"cool game
",5,0
"great game!
",5,0
"i play it all the time
",5,0
"what happened to tap fish plus?
",5,0
"awesome game!!!!!
",5,0
"i love this game
",5,0
"entertaining to pass time
",5,0
"love tap fish its an awesome game its really like having your own fish to feed and love and you can add neighbors so you can level up i deffinitly say this game is one to download
",5,0
"love the game
",5,0
"daughter loves it
",5,0
"my little brother loves to take care of all the fish,cleaning the tank,and breeding them.
",5,0
"awesome game i love it
",5,0
"my two year old loves this game.
",4,0
"very addicting and keeps you playing.
",4,0
"tap fish
",5,0
"a fun and addicting game!
",5,0
"other than that its outrageously fun
",5,0
"i enjoy playing this game even though i have a couple issues with the game.
",5,0
"i like the game, and when you change devices customer support is very helpful.
",5,0
"she loveswatching the fish swim and the different kinds
",5,0
"tap fish
",4,0
"cool game
",2,0
"barbara in mobile al very therapeutic helps you relax
",5,0
"love this game!!!!
",5,0
"grt gm
",5,0
"fun game
",5,0
"fun game.
",5,0
"i like the breeding.
",5,0
"the game is gud n not boring to ply
",2,0
"favorite game.
",5,0
"i love this game.
",5,0
"i play constantly, perfect time killer.
",5,0
"hope this is a bug.
",5,0
"great fun really enjoy taking care of these fish.
",5,0
"can't stop playing
",4,0
"it won't let me play my game
",1,0
"awesome n addictive!!
",5,0
"dissapointed looked like a cool game.
",1,0
"love this app!!!
",5,0
"awesome time killer
",5,0
"so please people feed da lil fish and keep breedn...
",5,0
"if u like exotic fish and maintain the fish tank...
",5,0
"the fun is limitless...
",5,0
"love it keeps me occupied fru owt da day highly addictive.
",5,0
"an amazing game!
",5,0
"great game :-)
",5,0
"its so fun and very one should have tap fish
",5,0
"my daughter loves this game.
",5,0
"she loves the colors
",5,0
"it's so pretty the graphics are great
",5,0
"love this game!!!!!
",5,0
"this is a fun enjoyable awesome game.
",5,0
"they have even compensated me with me with the coins and fish bucks i would have to give 5 *
",5,0
"i really enjoy playing this game.
",5,0
"tapfish works for me just like cigarettes works for other people...
",5,0
"it's relaxes and eases your mind...
",5,0
"i will return my 5 star rating when you fix these problems!
",1,0
"it has improved greatly with no freezing problems.
",4,0
"i've changed phones several times and it's so easy to get all my progress back when i download the game again.
",4,0
"unlike several of my other games.
",4,0
"thanks for making it so user friendly!
",4,0
"great game, addicting, and i can't stop checking my fish on my spare time.
",5,0
"highly recommended
",5,0
"breed all fishes
",5,0
"the best fish game.
",5,0
"feed them or they will die!
",5,0
"mine died and this game said rate its and recieve 2 fishbucks .
",5,0
"great game
",5,0
"very entertaining app!
",5,0
"i love my fishies!
",5,0
"i like that you have 2 feed the fish in clean the tank?
",5,0
"love breeding different fish together.
",5,0
"great game i love it
",5,0
"really cool game
",5,0
"fun game.
",5,0
"i play it with my 3yr old and she loves it.
",5,0
"love tap fish..
",5,0
"my son loves this game but he's 5!
",3,0
"update was a complete fail!!!!
",1,0
"yet another amazing game ruined because of laziness and lack of effort..!..
",1,0
"i love this game.
",5,0
"it is ao much fun.
",5,0
"i really enjoy this game
",5,0
"help us save data.
",1,0
"awesome game
",5,0
"i live this game i play it all the time
",5,0
"love how u can make it ur wall paper
",5,0
"great game
",5,0
"u don't need a real fish tank with this.
",5,0
"hours and hours of fun.
",5,0
"fun game
",5,0
"wonderful game but i don't like how u have to update it or u can't play
",5,0
"tap fish
",5,0
"fun game.
",4,0
"fun and addictive
",5,0
"my son and i enjoy this game a lot, good teaching tool for starting to take care of a pet, even if its virtual
",5,0
"i love my fishies
",5,0
"it really cool  and fun put all the rich cost fish bucks but other why's its epicly awesome
",4,0
"it's a great game i love it's
",5,0
"hours of fun!
",5,0
"great game!
",5,0
"i love this game!
",5,0
"i love this game!
",4,0
"it gives me something to do between classes and is very addicting (:
",4,0
"i wish i wish i was a fish a fish i wish i was
",5,0
"very addictive and fun game.
",5,0
"allmost like they become your real pets
",5,0
"k nice game
",4,0
"good game fun and addicting
",5,0
"i play all the time.
",5,0
"this game is so fun and and i love this game so fun
",5,0
"i used to love this game and play it every day untill this ''update''
",1,0
"came along now i cant play?!
",1,0
"1 star untill fixed!
",1,0
"great time killer!
",5,0
"it's fun and easy :)
",5,0
"i love it but sadly i uninstalled because i work more than play but its a great game i'd recommend it
",5,0
"good way to waste time.
",5,0
"cool game
",5,0
"buena juego, keeps me entertained during boring days.
",5,0
"great game
",5,0
"why is tapfish disabled
",1,0
"love this game
",5,0
"i think it s a fun game.
",5,0
"i love thise game its so much fun!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!:-):-):-):-):-):-):-):-):-):-):-):-):-)b-)b-)b-)b-)b-)b-)b-)b-)b-):-$b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-):-$b-):-$b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-):-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*
",5,0
"other than that it's a lot of fun
",4,0
"i love it please i need neighbors
",5,0
"still a fun game, my kids enjoy helping me take care of the fish.
",5,0
"this is the sweetest game ever!
",5,0
"good fun for a few weeks, then the novelty wears off
",4,0
"great app, very addicting
",5,0
"this game is so fun and addictive i love it let your kids get it builds responsibility
",5,0
"nice game
",5,0
"this game is a great way to have fun and take away boredom
",5,0
"great game
",5,0
"good  fun to play
",4,0
"great game
",5,0
"pls fix cos don't want to uninstall.
",3,0
"i dont have enough time to play like that.
",4,0
"nice to play.
",5,0
"i play this game all the time and it is the funnest game on my phone.
",5,0
"awesome feels like i really have fish
",5,0
"good way to pass the time
",4,0
"u can also sell and buy fishes and visit ur neighbor tank
",5,0
"love this game! !
",5,0
"very addicting super amazing!
",5,0
"awesome game
",5,0
"one of the best interactive game i've played since getting the phone.
",5,0
"please get it sorted!
",1,0
"very entertaining very good note
",5,0
"this game is awesome, excellent, and amazing!
",5,0
"i love this game
",5,0
"youve been warned
",5,0
"i love this game it like i really have pets i need to take care of
",5,0
"fun game
",5,0
"this is one fun game everyone can enjoy
",5,0
"fun casual game
",4,0
"vary good game.
",5,0
"love to play
",5,0
"i love the game so much
",5,0
"good way to pass the time
",5,0
"really i feel its like original fish tank....
",5,0
"wonderful tank
",5,0
"fun to breed and watch the fish grow!
",5,0
"this is such a fun app!
",5,0
"i'm officially addicted!
",5,0
"great game i love it!
",4,0
"thanks for a fun time passer and the ability to have an aquarium with out all the hassle of maintenance and the expenses of the real life hobby.
",5,0
"this game is so cute!...
",4,0
"fun app for me and my preschooler.
",4,0
"this is such a great aquarium app.
",5,0
"soo adictive
",5,0
"im addicted to this game
",5,0
"i dont like dis game anymore!
",4,0
"i hate d updates!
",4,0
"going to delete soon!
",4,0
"after the update look i rarely play it.
",4,0
"i love this game!
",5,0
"player love it
",5,0
"keeps my girls entertained...
",5,0
"the best aquarium game i have found!
",5,0
"hi awesome game
",5,0
"this game is fun,entertaining and cool.
",3,0
"tapfish it is fun and calming.
",4,0
"i like  this, game
",5,0
"you want alot of money for a little game/hobby/distraction.
",4,0
"fun game
",4,0
"my kid enjoy this app
",5,0
"cant stop playing...
",5,0
"its ok to pass time
",4,0
"my 19 month old son loves this app
",5,0
"great game
",5,0
"makes it hard to play
",3,0
"this game is one of my favorites!
",5,0
"it is always relaxing and fun to watch all the beautiful fish swim around.
",5,0
"i haven't spent a penny on this game and enjoy it more than ones that i have  spent money on.
",5,0
"i tell all my friends and family to get this game!
",5,0
"i like this game
",4,0
"enjoy playing this game
",5,0
"my two year old loves to play with the fishies
",4,0
"love this game
",5,0
"brilliant way to spend free time.
",5,0
"really enjoy the events too, keeps it from getting stale.
",5,0
"very interesting and alot of fun.
",5,0
"it made the game really fun!
",5,0
"this game if really fun.
",3,0
"thats a bummer.
",3,0
"lk major fixing.
",3,0
"awesome game, no thinking need..
",5,0
"super like the new events
",5,0
"love this game
",4,0
"great app
",5,0
"great fun.
",4,0
"a wonderful way to create something yourself when waiting in line or just because
",4,0
"i luv dis game its da first thing i do n da morning an da last thing i do at night
",5,0
"col game
",4,0
"just like old times!
",5,0
"getting addicted
",5,0
"by far my favorite app.
",5,0
"love this game..
",5,0
"plenty of opportunties to earn free bucks but they are not required to play
",4,0
"i love this game!!
",4,0
"fun fish tank.
",5,0
"i wear glasses too and i don't have a problem with the screen.
",5,0
"its fun when im bord can i play offline?
",5,0
"teaches kids responsibility!
",5,0
"with the new bug fixes i can open the app easily.
",5,0
"i love the variety of sea life and being able to customize my tanks!
",5,0
"my kid loves it.
",5,0
"you have to wait a certain amt of time for things...
",4,0
"like fish growing up, etc...
",4,0
"and it'll say 4 hours but that turns into 8 hours.
",4,0
"super frustrating!!!
",4,0
"so double frustrating.
",4,0
"i love this game.
",5,0
"my kids love it!
",3,0
"i have emailed with request to fix.
",2,0
"more stars when fix provided.
",2,0
"ongoing fun.
",5,0
"i love this game
",5,0
"great game
",5,0
"love this game
",5,0
"i might downgrade it to 4 * because my fish died
",5,0
"i like breeding challenges, not crazy about length of time sub takes...
",3,0
"fun app for all ages
",5,0
"having a lovely time.
",5,0
"game is great .
",5,0
"have lot of fun with the so many fish breed
",5,0
"i absolutely love it!!
",5,0
"totally sucks!
",1,0
"~pantech breakout~
",4,0
"tap fish is a really fun game n it really teaches me how to be responsible
",5,0
"outstanding game!
",5,0
"look forward to breeding even more unique species.
",5,0
"love this gane
",5,0
"i have always loved gold fish so much.
",5,0
"i was so happy when i found your game.
",5,0
"its benn a good 3 yrs since i've been playing.
",5,0
"i must admit i become attached tto some of them, and its not a good thing.
",5,0
"thank you so much for the game!!!
",5,0
"this game is a good adventure and realistic game!!!
",5,0
"it is my four year olds has her own tank.
",5,0
"plus great overall fun .
",5,0
"also it's very relaxing and helps relive stress.
",5,0
"i love this game....
",5,0
"ok to pass time
",4,0
"awesome game.
",5,0
"i luv tap fish
",5,0
"this game is so addictive.
",5,0
"my husband and i literally challenge each other just to see who can make it to the next level fast enough lol its a great game and i wish i could rate it a 10 but since i can't ill give ya 5 stars..
",5,0
"tap fish
",5,0
"tap fish allows you as many tanks as you can afford it takes awhile to find and remember where the fish that you like all are.
",4,0
"you get 50 fish which is great
",4,0
"loveee iiit <3
",5,0
"really good game love it
",5,0
"cool like it
",5,0
"zap fish  does not put your money on your game.
",2,0
"great game!
",5,0
"would be admit more intrested if that changed!
",3,0
"i really love this game.
",5,0
"sure it cost real bucks if you want but there are ways to earn fishbucks and it doesn't cost you real money.
",5,0
"the challange here here is not jus the quests but the breedings!
",5,0
"you breed these amazing types of fish and keep them forever!
",5,0
"plus they depend on you and you need them.
",5,0
"it's really fun and addictive.
",5,0
"this is an awesome app
",5,0
"hours of fun
",5,0
"i have spent over a year to get as far as i have and purchased fish bucks with my real money!
",1,0
"very entertaining app!
",5,0
"i love my fishies!
",5,0
"the game is addicting.
",4,0
"fun fun fun
",5,0
"tap fish is a really fun app
",4,0
"im totally addicted to it.
",5,0
"my 4 yr old loves waking me up in the morning to give him my phone so he can feed the fish its kinda a good learning tool
",5,0
"but it is overall a nice way to keep fish.
",3,0
"this game is a hidden gem
",5,0
"i love this game.
",4,0
"i ab love this ap so many fun things to do.
",4,0
"the game is awsome
",5,0
"great little game.
",4,0
"great for kids and adults
",4,0
"great game
",5,0
"do not install this app !!!!
",1,0
"this app is pure bullshit.
",1,0
"worthless and installing.
",1,0
"less than one star from me and also letting others know to install this.
",1,0
"awesome very addictive
",5,0
"this company is all about sucking you in, then making you pay.money to play any new challenges or game.
",1,0
"there is nothing free about gameview's games.
",1,0
"great game
",5,0
"good addictin game
",4,0
"love this game
",5,0
"fun and intersting.
",5,0
"i love my fish.
",5,0
"love it sooo much!!
",5,0
"love the game
",5,0
"cool game
",4,0
"they have even compensated me with me with the coins and fish bucks i would have to give 5 *
",5,0
"love the game, brilliant for passing the time.
",4,0
"love the game keep up the great work!!!
",5,0
"fun game
",4,0
"i really like this game other than when i got sick all my fish died
",3,0
"what can be better than having a portable aquarium?
",5,0
"great game!
",5,0
"tells you how to feed,grow,andlove
",5,0
"game is fun and helps pass the time when bored
",5,0
"great game easy to play but intense
",5,0
"game is weird
",5,0
"this app is so much fun
",5,0
"very addicting game
",5,0
"super addictive!
",4,0
"i wish i could give more stars!!!!!!!
",5,0
"love my little fishies
",5,0
"love it and can't wait to earn more coiin
",5,0
"love this game
",5,0
"relaxing & fun
",4,0
"this game is lots of fun.
",4,0
"fun addictive game
",5,0
"fun  a+ game.
",4,0
"fun pass time...
",4,0
"takes a long time to get ahead...
",5,0
"i like this game
",5,0
"i love this game:)!
",5,0
"starting thanksgiving even just a few days before is pointless
",5,0
"i love this game.
",5,0
"great for all ages.
",5,0
"tapfish is the only fish game worth having.
",5,0
"i've tried others but they're not a patch on this.
",5,0
"love this game
",4,0
"great app, great detail and some fab fishes
",5,0
"love it because i cant have a real tank!
",4,0
"love this pretty n simple ap
",5,0
"great game!
",5,0
"its like having real fish at home.
",5,0
"i love it!
",5,0
"even my 11 year old sister likes it more than i do!
",5,0
"i give this game 5 out of 5 stars!
",5,0
"great app
",5,0
"rating so i can earn more fish bucks
",5,0
"kwl app bro
",5,0
"it takes forever for fish to grow and breed.
",4,0
"it gets boring after awhile.
",4,0
"this game is so cool:-)
",5,0
"good time passer and its very fun!
",5,0
"my three year old and i love this game!
",5,0
"love this it's addicting
",5,0
"my daughters care the fishes nice
",5,0
"thanks for the game ^_^
",5,0
"tap fish
",5,0
"rating so i can earn more fish bucks
",5,0
"i thought it was a wallpaper for my tablet, not a gam   graphicks are alright though
",2,0
"great game, but too many repetitive bubble tip pop-ups.
",2,1
"give more fish bucks and lower prices, but it was awsome
",5,1
"i hate that after i get a new phone i have to start the whole game over.
",2,1
"wish breeding was quicker but looooooooove the app anyways!!!
",5,1
"love this game but it lags on my phone
",5,1
"like but freezes phone alot new event frozen on training so can't complete a little disappointing, and wish could use coins instead of game dollars to revive fish.
",3,1
"it made me continuously click a frog in a bubble, then froze up on me, so i deleted it.
",2,1
"why is algae reappearing in certain tanks immediately after cleaning....
",5,1
"i just wish it was easier to earn fish bucks
",4,1
"forcing me to update is pretty rude.....
",5,1
"i was on level 36 and now i update and lose everything all because you decide to force me to update to a flawed version, thank you for ruining this game!!!!!
",5,1
"wish there was a faster way though to get more fishbucks.
",4,1
"give more fish bucks and lower prices, but it was awsome
",5,1
"it's a great game very relaxing for me an keeps me busy so i never get bored,one thing needs fixin,ukeep same game even if switchin phone.
",5,1
"i did not receive the two frogs for breeding.
",1,1
"please give me my  frog so i can breed them.
",1,1
"wish could get fish bux easier
",4,1
"only one thing to make it better, a sign in. so when you get a new phone you don't have to start from scratch.
",4,1
"wish best decorations were available with coins instead of bucks.
",4,1
"wish i could earn bucks instead of buying them.
",4,1
"cost of best fish too high.
",4,1
"did not get my fishbucks when i download game also played the froggy event and did not get breedable frog to breed
",1,1
"would someone like to explain why the frog challenge just ended a day early?
",1,1
"wish there were faster growing fish and that there were minigames to play to kill time
",4,1
"the only thing i wish is that if you can turn coins into fish bucks.
",5,1
"like 10,000 coins could get you 2 fish bucks and 20,000 coins could get you 5 or 6.
",5,1
"should be able to earn cash other ways than ads
",4,1
"love this game but is so hard 2 earn fish bucks
",5,1
"but maybe have the option of buying fish bucks with the coins, something to get more and faster.
",4,1
"didn't get my $22 fish bucks for downloading ship wrecked!!
",1,1
"this game can be very fun but it takes up so i much of your time taking care of the fish!
",3,1
"if you don't feed them for a day all the fish die, it sucked when i went on vacation and lost all my fish!
",3,1
"ripped off    75 bucks...
",1,1
"beware of this app,   when  a fish burp's  good bye to your fish bucks.
",1,1
"get your missing, lost or stolen fish bucks back.
",1,1
"and refuse to replace missing buck's.......  :(  :( :( :( :( :( :( :( :( :( :( :( :( :( :'( :'(  :'( :'( :'( :'( :'(
",1,1
"wish you could earn more fishbucks within the game itself, but overall its cute and easy to play.
",3,1
"love it just wish there were more breedable fish that didn't cost fish bucks
",1,1
"update update fead up of the game stopping unexpectedly and only option is to force to close y can't there jst b a simple update makes the game work
",5,1
"if only it was easier to get fish bucks....
",4,1
"great game, just wish it didn't take so long to breed the fish! 3 days is a bit much.
",5,1
"love it think its cool only complaint is i don't get the free fish bucks from the earn free fish bicks part
",5,1
"poor would not connect to the internet: (
",1,1
"its plays well but items ony last so long
",5,1
"i love the game i just wish it didn't take so long to get money
",5,1
"i love this game but i do wish that you could get fish buck way easier
",5,1
"love the game,  but it needs to have more fish you can buy with coins and less that you have to use the fishbucks for.
",4,1
"to complete the game will cost u more than $200.
",1,1
"so, you aknowledged the fact that the frog challenge had a glitch by changing up the way to purchase the eggs but you won't reimburse the fish bucks lost because of that glitch?
",2,1
"the only doubt is u can't get fishbucks 4 fishcash or whatever it is.
",5,1
"its just i ain't willing to spend money for fish money
",5,1
"great ggame but takes too much internet
",5,1
"only thing i would change are the notifications.
",5,1
"would rate it a 5 star but for some odd reason i can't breed any of my mystery fish so it's like if i bought them for nothing!:(
",4,1
"also lower the fish prizes a bit please and it will definitely be a 5 star game for me!!!:)
",4,1
"pass time favorite ,only dwn side is can't get fish bucks
",4,1
"great game can't stop playing, just wish breeding didn't take so long
",4,1
"this app does events all the time that make you accidentally use ""fish bucks"" which are almost impossible to earn and all the coolest stuff you have yo pay for with.
",3,1
"never got my 100 dollar worth fishbucks
",1,1
"i went to open my game an it says new bee event but nothin is there so u went to see if it needed updated an its up to date.
",5,1
"plus i lost 20 fish bucks during the frog event & i'm not sure how it happened.
",5,1
"takes way too long to breed fish though.
",3,1
"and it is irritating that you don't stay in the shop when buying multiple fish.
",3,1
"clicked on  bubble and accidentally lossed all fishbucks.
",3,1
"would like to get the fb back.
",3,1
"was fun, but, the new bubble is ridiculous, and when i went to.buy one fish, i couldn't make it stop until i had no more bucks.
",1,1
"also, alot of the free buck opportunities, do.not give you.the bucks and the fish prices have become outrageous :(
",1,1
"i would say the only thing i dont like about it is that its hard to earn fish bucks,and alot of fish you have to buy with the fish bucks....
",4,1
"so i would rate this app as perfect if you were able to get free fish bucks and or earn them easier...
",4,1
"and twice since the update all of my fish bucks have disappeared.
",1,1
"i want my 20 fish bucks back
",1,1
"love this gane but would be great if the fish grew faster
",4,1
"wish there was a better to get fish bucks
",4,1
"its fun and is like having real fish could do with some different plants and decorations to be added on though.
",5,1
"needs more ""free cash & coins"", but over all very cool game.
",3,1
"i like the app but it wont let me buy fish so there is point keeping the app.
",3,1
"would like more coin fish less $ fish and the tasks given to be for coin fish not $ fish
",3,1
"the fish that i'm breeding for the current event are disappearing when i move them into the tank.
",2,1
"i would really like if i could move to another device it seems to be taking a lot of space!
",5,1
"just wish you could earn fish bucks faster lol
",4,1
"i did not receive the two frogs for breeding.
",5,1
"please give me my  frog so i can breed them.
",5,1
"great only thing that sucks is fish buck free offers. when ya try putting in numbers it kicks you out of the offers.
",5,1
"easier way to get bucks
",5,1
"force closes alot but still love it.....
",5,1
"great time waster but to many fish for fish bucks i mean i have no money for fish bucks there needs to be less fish for fish bucks.
",4,1
"pretty easy to use and hamless unless you get greedy to have mmore coins or money.
",3,1
"good game but need ways to earn more fishbucks
",4,1
"i do like this game but i want to be able to earn fish bucks.because all the fish i like are are fish bucks for example phrina is 20 fish bucks ani only have 2.
",2,1
"love this wish there want so many things to buy with bucks.
",4,1
"love this game wish there was better ways to earn fish bucks though
",4,1
"great game but would be better if didn't force close so much
",5,1
"the game is great the only problem is that my memory on my phone fills up to fast and the weather makes it lage a little but been a loyal fan and player for a year or so.
",5,1
"drains battery on galaxy s2 epic 4g.
",2,1
"sold fish bred during breeding even but game cheated me out of 6k+ coins.
",2,1
"wish you could earn/find more fishbucks.....
",4,1
"but not anymore can't breed the fish that i want too buy fish to breed and won't let me do it what is the point of this game...
",2,1
"great but cost too much fish bucks to play
",5,1
"cons - sometimes gliches -waaaaay too hard to get fish bucks
",4,1
"love the game feel that there needs to be more breedable fish and more ways to earn fish bucks
",5,1
"would like to see more scale.
",3,1
"please fix it keeps sayin unable to conecte when i go to by fish but its a 5 star i love this game
",5,1
"good game but it just wants you to spend money :/
",3,1
"its cute but too many things cost a lot of fish bucks and its hard to get them....
",4,1
"bucks no so fun.
",4,1
"game is ok and the timing is not fun either but fool fishes
",4,1
"every time i try to play it force closes.
",1,1
"have lost fish bucks for no reason...
",3,1
"wish there were a way to trade or get fish from friends!
",3,1
"tack to long to load but good game
",5,1
"fish bucks too expensive
",5,1
"its fun, but fishbucks and coins are way too hard to get.
",4,1
"you also should be able to do more things with your fish.
",4,1
"bee playing this game since two years ago wheni first started with my iphone ; tthe only complain is i cant carry forward all my points and levels after i switched to note 2!
",4,1
"since last update i do not have some fish.
",5,1
"getting free fish bucks is getting harder & harder & has not been updated in a mo. customer service is great and this fish game is way better then others.
",5,1
"there is another glitch w/ feeding friends  takes up alot of space i have to uninstall & re install & restore alot!
",5,1
"definitely need more coin fish...
",4,1
"is there anyway to get your game back if you switch phones??
",4,1
"too much stuff is bought with fish bucks.
",3,1
"also it freezes a lot
",3,1
"wish you could get more coins, bucks, and spins faster.
",5,1
"a moderately entertaining game but still requiring real money for fake fishbucks to do much of anything.
",3,1
"i wish all the good fish wasn't so high
",5,1
"great but cost too much fish bucks to play
",5,1
"the cost to play is too high and the software is buggy.
",2,1
"cost of fish bucks is unreasonable as well.
",2,1
"fun game, i love the variety of fish and decorations but it's so easy for your fish to die!
",4,1
"i enjoy playing tap fish except for how hard it is to get fish bucks.
",4,1
"just would like to get more bucks for doing things
",4,1
"i like  it but they dont give enough money or coinsand if u dont login everyday your fish die, i have a job soi cant play games everyday so they should have babysitter fish to buy for like 20 coins who freeze tank for your vacation needs
",4,1
"but some of the items an fish cost to much real money.
",5,1
"a little cluttered and slow..
",3,1
"only wish there was a way to retrieve deleted tanks and transfer tanks from one phone to another.
",5,1
"its a little slow starting out.
",3,1
"coins are super tight but the games pretty fun
",3,1
"need more ways to get fish bucks!
",5,1
"great game, but i wish there was a way to earn more fish bucks especially since the tasks make you spend a ton at once.
",4,1
"update update fead up of the game stopping unexpectedly and only option is to force to close y can't there jst b a simple update makes the game work
",3,1
"i love it just want more bucks rewards
",3,1
"slow but fun
",4,1
"i used to have fishlive but it crashed on me all the time.
",5,1
"why is tapfish disabled
",5,1
"forse closes allot when using certain feat.
",4,1
"updates killed my fish.
",1,1
"deffenetly 4 stars only 4 because a little hard when ur not able to play for a while
",4,1
"i'd like to see more purchases available for coins, rather than cash.
",5,1
"i liked the game,but i needed to update my phone and application did not open,sad,had to uninstall,there were no instructions how to trouble shoot.
",4,1
"great game but too slow
",5,1
"only problem is getting fish bucks to buy everything
",4,1
"love the game but sometime freezes
",3,1
"why can't we exchange coins in for fish bucks?
",5,1
"would have gotten 5 stars if i could of kept the game when i changed phones.
",4,1
"becomes addicting and sometimes it had to froce close
",5,1
"this game is really fun i like it exept everything cost too much
",5,1
"i just wish it would quit shutting dowm for no reason.
",5,1
"if u guys can fix that and stop wantimg so many fishbucks for things
",5,1
"very fun good way to pass time could fix lag though
",4,1
"it keeps glitching, and most times it tries to force close.
",4,1
"we both love it i just wish u could make more money faster
",5,1
"jus wish it was easier to earn bucks.
",4,1
"great spp wish there were more ways to ean fish bucks tho.
",5,1
"and wish there were more themed fish and backgrounds for the hoildays other thrn that great app
",5,1
"game is ok but there should be a way to get fish bucks like so many coins = one fish buck or something
",3,1
"it loads and updates sooo slow!
",4,1
"the frog event sucks cocks every time i pop a bubble all of them fail wat the fuk !
",1,1
"won't even let me download it but rated it any way:-)
",5,1
"love this game only thing i'm mad about is i got a new phone and lost all my fish and could not get anything back :-(
",5,1
"this game is actually really fun, i wish you could get fish bucks easier though.
",5,1
"i can't give it 5 stars though because it freezes up.
",4,1
"some easier way of earing bucks would be better as there are challenges that you can't meet without them.
",4,1
"with the recent android update, tapfish has gotten soooo slow!
",5,1
"i wish there were more challanges at a time.
",5,1
"and not so many requiring fish bucks to buy things.
",5,1
"just doesn't make sense to pay for fake money!
",5,1
"also, there are too few options for those of us who can't/won't spend tons of money on fish bucks.
",2,1
"aren't you making enough money through ads?
",2,1
"do you really want to continue trying to bore us into buying fish bucks?
",2,1
"im not a fan of how the majority of fish and ornaments require ""fish bucks""
",4,1
"it kills time but there needs to be a way to ""pause""
",5,1
"i downloaded shipwrecked and its been 2 days since i downloaded it and no free fish bucks are appearing in my fish bucks spot that's 22 fish bucks you owe me give them in 2days or i uninstall
",1,1
"accidently uninstalled reinstalled and restarted my sis went on and added me and it came up with my old 1 and all the fish dead but otherwise its great
",4,1
"game should save itself to my play account.
",2,1
"only wish you could change coins for bucks....
",5,1
