text,rating,informative
"nice addition to the last one
",5.0,0
"great great great
",5.0,0
"works well, addictive, fun, well presented.
",5.0,0
"brilliant love this game sooo much!
",5.0,0
"i love thus game
",5.0,0
"this app is 1 of the greatest i love this game
",5.0,0
"i was addicted to the first temple run and now i'm addicted to this!
",5.0,0
"good game.
",4.0,0
"bit repetitive but a great time waster
",4.0,0
"i like it but its really confusing.
",5.0,0
"thx  best game i ever played in my life .
",5.0,0
"this game is so much better than the first one!
",5.0,0
"temple run 2
",5.0,0
"loce the improved graphics
",5.0,0
"fun and good improvememts from original but still seeing bugs.
",3.0,0
"best game i played in a long while
",5.0,0
"wanna give big hug to this software devoloper
",5.0,0
"awesome game.
",5.0,0
"great graphics, very addictive, awesome recommended it to all my friends and they installed it and said it was awesome so well done!
",5.0,0
"way better than temple run fully upgraded no problem
",5.0,0
"i love this game best game ever
",5.0,0
"nice games very,,,very nice
",5.0,0
"could play all day.
",5.0,0
"graphics and animations are too good.
",5.0,0
"so much better than temple run
",5.0,0
"seems pretty cool, faster too !
",4.0,0
"so awesome way better then the other!
",4.0,0
"but i still like the first one better.
",5.0,0
"perfect one hand game to kill time.
",5.0,0
"new paths, features.
",5.0,0
"this is a near-perfect game.
",5.0,0
"sure it tells u how to play but i luv it and u will luv it to!
",5.0,0
"this is a great game even better than normal temple run thought that couldn't get any better
",4.0,0
"super awsome cant wait for tr3 !
",5.0,0
"overall a good game.
",4.0,0
"better and more addicting then the first!
",5.0,0
"mister jones good  game
",5.0,0
"great game!
",5.0,0
"the game itself is fine.
",1.0,0
"i think temple run 2 is a great experience all the way through!.
",5.0,0
"great game
",5.0,0
"passes down time very well!
",5.0,0
"u dont even have to buy anyything like in other games
",5.0,0
"the first is way better.
",4.0,0
"thanks for sharing this
",5.0,0
"the o's will not stop finishing.
",5.0,0
"better than the first, and the first was great.
",5.0,0
"i love this game!
",5.0,0
"have played my battery out more than once.
",4.0,0
"tried this and its addicting.
",4.0,0
"a lot of solid improvements over the last version.
",4.0,0
"i like the new monkey.  !
",5.0,0
"way better than the first temple run!
",5.0,0
"really a great ga,e , ,   enjoy it very much
",5.0,0
"i really like this game.
",4.0,0
"really fun and addicting
",5.0,0
"i up loaded the game and it is tons of fun.
",1.0,0
"great game
",5.0,0
"this is an excellent sequel to the other temple runs.
",5.0,0
"the first one is better more understanding and kid friendly!
",2.0,0
"addicting and simple.
",5.0,0
"emailed customer support on friday 2/8.
",1.0,0
"greatt i love it !
",5.0,0
"loads of fun!
",5.0,0
"but the bad part is losing the game.
",5.0,0
"game is mindblowingly awesome.
",5.0,0
"easy without being too simple, quite addictive!
",5.0,0
"the best game app i have found for free so far.
",5.0,0
"im enjoying it more than before and its more addictive
",5.0,0
"temple run 2 is a combination of subway surfer, agent dash and rail rush (according to my knowledge).
",4.0,0
"nice game
",5.0,0
"really diappointed by this app :(
",1.0,0
"this is one of the best games on the google play store
",5.0,0
"i have refrained from giving it a bad rating.
",1.0,0
"great game
",5.0,0
"one of the most addicting games.
",5.0,0
"i must say, this is absolutely one of the best phone games out there, it is very fun and easy, yet frustrating and hard.
",5.0,0
"a lot better than temple run 1
",4.0,0
"wayyy better than the first one!
",5.0,0
"better than the first-just as fun.
",5.0,0
"loooveee iittt!
",5.0,0
"love the upgrade
",5.0,0
"freaking awesome game
",5.0,0
"great update,  graphics are awesome and its rum smooth on the note 2
",5.0,0
"there is not many games i can actually get hooked up with but this one is a nice time killer
",5.0,0
"this is a better iteration than the first one.
",3.0,0
"diss gamee is cool
",5.0,0
"i am enjoying this game.
",5.0,0
"it runs smoother than the earlier version on my samsung galaxy s. the interface is good.
",4.0,0
"but there are some glitches also which i would like to highlight.
",4.0,0
"i just installed the aps wanted to enjoy it
",5.0,0
"awesome game, i love to play it!
",5.0,0
"great game.
",5.0,0
"great first impression.
",1.0,0
"f u guys and shame on you for ripping people off.
",3.0,0
"temple run 2 is awesome!
",5.0,0
"subway surfer is better than temple run !
",1.0,0
"its great so play it have fun but   watch your head
",5.0,0
"it fun and its free
",5.0,0
"bored at home?
",5.0,0
"gutted as i can only play it on my friends phone, not my own.
",1.0,0
"i can actually spend my 30 minutes break at working playing something useful.
",5.0,0
"nice improvement
",5.0,0
"great game, i've wasted a lot of hours playing it.
",5.0,0
"if you can do this then u will get the 5 stars that this game deserves :p
",3.0,0
"just installed on my galaxy s2 and it is pure fun.
",5.0,0
"the graphics are beyond amazing, i like that there is more to the game like the tunnels and swining from the rope.
",5.0,0
"d most awesome game ever!
",5.0,0
"its really good and better than the 1st one and the best game on google play which is free
",5.0,0
"even though i've 5 lakh lifetime coins.
",3.0,0
"otherwise it's awesome!
",4.0,0
"awesome game
",5.0,0
"looks like it is common on this phone model.
",1.0,0
"good addictive fun
",4.0,0
"amazing game!
",5.0,0
"wonderful game thanks  guys.
",5.0,0
"i like the variation!
",5.0,0
"the first one is still a great game, and this one will be too.
",5.0,0
"very fine to play temp 2 it is enjoying
",5.0,0
"wao amazing app.
",5.0,0
"my phone is supporting this app.
",5.0,0
"graphics are awesome
",5.0,0
"very fun, would suggest to everyone.
",5.0,0
"have emailed devs, hopefully they can fix so i can change to 5stars.
",2.0,0
"intresting game guys.
",5.0,0
"works perfect on mt sony xperia sola
",5.0,0
"great game i love it:)
",5.0,0
"_?the game is fun!
",5.0,0
"no problems encountered, well done imangi in making a more successful game than the original :)
",5.0,0
"very thrilling and addictive.
",5.0,0
"this is how free games with additional pay content should all be done.
",5.0,0
"even my mum who doesn't usually play video games goes crazy for this!
",4.0,0
"runs smoothly on a high end android, and the colors really pop.
",5.0,0
"best game ever.
",5.0,0
"super addictive n a whoke lot better than part one
",5.0,0
"game looks better and graphics run decently smooth.
",5.0,0
"it actually is very good before update
",5.0,0
"goooood gaaaaame.
",5.0,0
"very good fun game, better than one.
",4.0,0
"i am completely addicted to the game!
",5.0,0
"love it so addictive
",5.0,0
"other than that, anyone can be glued to the screen with this!
",4.0,0
"love it, high score of 5 million so far (no gems), hoping to max skills and go for 10 or 20mil.
",5.0,0
"i like a lot really fun love the ziplines really fun
",5.0,0
"so don't set it to highest visuals!
",4.0,0
"this game is quite astonishing,packed with vivid colors and multiple seens this game is truly the number one hit in the image industry.
",5.0,0
"this is a better version than the old one
",5.0,0
"the best games i played ever.
",5.0,0
"i love it works great
",5.0,0
"game is really good and awesome!
",1.0,0
"its very time paas
",5.0,0
"one word-class!
",5.0,0
"i realy want to enjoy it .
",5.0,0
"it's a way much better than previous one.
",5.0,0
"for me, temple run 2 is the best android game ever!
",5.0,0
"its great than predecessor temple run 1 but temple run 3 is much more awesome its called templerun brave 69p is worth it
",5.0,0
"good game, though i'm at level 8 right now and the achievements are too hard and not fun.
",4.0,0
"seriously this game is so addicting.
",5.0,0
"is a very fun and interesting game.
",5.0,0
"super addicting!
",5.0,0
"the gems collet life time and much more objectives
",5.0,0
"this new version is muy buena
",5.0,0
"great new features water falls and rope sliding.
",4.0,0
"zip lines , amazing.
",5.0,0
"simply awsome loads of expectarion feom the next one.
",5.0,0
"i knew how much time i'd waste on this so i bought a few in app purchases to support the devs.
",3.0,0
"awesome app big fan of temple run
",5.0,0
"how bad is this game is.!
",4.0,0
"i love this game and its graphics
",5.0,0
"i dident know how it could get better but it did!
",5.0,0
"sometimes when jumping the guy will do a full dive over the edge and kill himself.
",5.0,1
"the meter got stuck and doesn't move.
",4.0,1
"i have a motorola triumph and it always force closes.
",1.0,1
"i bought coins from the store but i can't get them it won't give them to me it was a waste of money if i can't get what i paid for
",4.0,1
"lags sometimes but not a lot.
",5.0,1
"like for eg i've got two coin objectives at the same time, so one of them fot stuck and cannot be completed anymore, shame.
",3.0,1
"the first two weeks i had it the app opened now it won't
",3.0,1
"even after completing the gold miner(500000 lifetime coins) - currently 573355 coins in total - objective is in incomplete status.
",1.0,1
"the timing is a bit off, but it is pretty addicting
",4.0,1
"won't even let ne play and it keeps sending me to my home screen i hate it
",1.0,1
"if it didn't lag & make u die 85% of the time.
",4.0,1
"better graphic and gameplay, although stutter a bit on my device
",5.0,1
"now it stutters, lags, and skips, very frustrating.
",2.0,1
"when it reached level 7, this game becomes lags,wtf.!
",2.0,1
"the game lags a lot after the recent update please fix it.
",3.0,1
"it stucks sometimes in between,plz fix it!
",3.0,1
"my temple run 2 app gets force closing during  the loading screen please fix it.
",2.0,1
"it's not starting in htc desire .
",1.0,1
"i have 500000 lifetime coins but the objective still reads uncompleted.
",3.0,1
"drain battery a little bit.
",4.0,1
"when i updated it it deleted my progress :-(
",4.0,1
"have an s3 and this game still runs like crap.
",1.0,1
"this game is nice but make it available of samsung galaxy y pls
",3.0,1
"but when are you guys gonna have better graphics its 2013
",4.0,1
"its ok it just be skipping off and on and that's not cool.
",3.0,1
"i noy able to download it!
",5.0,1
"if you currently have a special ability active (magnet, shield, etc) & pick up another one, please add time to it or something - anything - better than having it just go to waste & be useless.
",4.0,1
"puts the battery on its knees in just few minutes.
",4.0,1
"it was ok but when i turned it the stearing was stiff and it isn't my phone the first one is better.
",3.0,1
"the game is great, but with so much updates, now i can't pass through level 8.
",3.0,1
"a really cool game, just make the course easy to see.
",5.0,1
"i got the game then it said app uninstall when i try to buy it again it won't let me but the game is awesome
",3.0,1
"i love this game but i could not install this game.
",3.0,1
"runs pretty badly on nexus 7
",5.0,1
"add new power and advanture.
",5.0,1
"there is definite drag in the run.
",4.0,1
"please refund my money or add the gems to my account.
",1.0,1
"collection of diamonds r pretty hard but the spam for items are so fast that once this game is started it runs on ur fone the day long...
",5.0,1
"works great on phones but having trouble with my ipod ?
",5.0,1
"all the fun of the first with more except i do hate the mine cart part i rly feel like its not a proper part of the game
",5.0,1
"i luv this game it has really improved but it kills the battery! :-(
",3.0,1
"i don't like the fact that you have to buy upgrades...
",5.0,1
"excellent game but new upgrade 3d version or hd version
",5.0,1
"but it glitches sometimes , way less than the first but sometimes i just don't feel like using my gems .
",4.0,1
"its a great game but it lags sometimes .
",4.0,1
"could use some extra boosts more characters and rewards for finishing a objective and not a level
",5.0,1
"the update turned the temple run less nice in control.
",2.0,1
"great game but it is a little jerky and skips little parts frequently.
",3.0,1
"as i open it , it just displays the opening screen and after a minute or so , it disappears and comes back to the homesceeen .
",1.0,1
"i have earned more than 500k coins but that objective has still not ticked off!
",4.0,1
"also the 1000k coin bar isnt moving forward at all!
",4.0,1
"swipes often fail to register.
",2.0,1
"if you jump early then you go through the cliff that your landing at even though you landed on the edge.
",4.0,1
"game crashes on open pls fix i like this game very much
",1.0,1
"i just hate that the service gets interrupted alot playing this game.
",3.0,1
"i would love it if the whole game would go a little smoother, and that the mine carts and zip lines would be more frequent.
",5.0,1
"this app won't download
",3.0,1
"needs update on tilting and more thrilling music.
",4.0,1
"i have a galaxy s3 and the game still lags i dont get it at all.
",4.0,1
"everytime i click temple run it goes to my home screen
",2.0,1
"seems to be effecting the performance of my phone, slowing down other apps and freezing phone.
",3.0,1
"on my phone i tap the app and it starts to load and then just goes back to its homescreen it sucks
",1.0,1
"sometimes  hangs while running on samsung s7562
",4.0,1
"game stucks every time when i am out at first time.
",1.0,1
"the option to disable game music works fine but the option to disable the game sound doesn't work.
",4.0,1
"i purchased coins over 2 weeks ago and have not recieved them
",1.0,1
"its a good game but it lags so much and it makes me end up dying!
",2.0,1
"this game on my sony phone is completely laggy and i hate it, if it wasnt so addictive i would've uninstalled it already
",3.0,1
"very good but better will be if the game has more than one temple and artefacts or idols to steal and different monsters to run from
",4.0,1
"on my lg optimus elite it glitches a bunch and if you could put a sensitivity toggle bar in that would be great because i have to turn my phone completely horizontal for it to recognize that i'm turning and leaning which makes for a frustrating game.
",3.0,1
"the objective gold miner stuck in the middle but i already reach 500k coins.
",1.0,1
"it was a great game until the update, i updated and now i have to turn my tablet and it almost turns in a 180 degree angle.
",4.0,1
"temple run 2 does not download.
",1.0,1
"never saves data and freezes when u die
",4.0,1
"ran okay before the last update now it's just unplayable i guess temple run wasn't meant for adreno 205 ; (
",1.0,1
"i like it but sometimes the is slow
",3.0,1
"is such an addictive app and really good but every time i go on it, it has the picture of where i fell off in the last game and doesn't move unless i restart my tablet so fix bugs and will be a five!
",3.0,1
"but add sensitivity controls like temple run 1 please?
",5.0,1
"poor because on my tablet the screen does not tilt.
",3.0,1
"more characters please.
",5.0,1
"it is a good game but it takes a lot of time to instal on my tab plz fix it t s very irritating to wait for such a long time
",3.0,1
"cannot tilt on my galaxy note.
",3.0,1
"at kevel three there are lots of glithcing problems and it always force closes.
",4.0,1
"i've reached over 500.000 lifetime coins, but the objective gold miner didn't unlock.
",3.0,1
"it again n again say error downloading pls help.
",1.0,1
"i love this game but when i download this to my phone it says package file invalid.
",3.0,1
"glitches in parts and not as responsive as railcrash
",4.0,1
"great game until level 3, my galaxy s starts glitching up badly and freezes.
",3.0,1
"because i'm playing on a tablet whenever i tap to jump it goose into google now.
",4.0,1
"will give 5 stars if the bug in the quest where in you need to have a 500, 000 lifetime coins.
",4.0,1
"my lifetime coins are over that mark but i still have the quest and doesn't make me do another quest in exchange of it.
",4.0,1
"i'm unable to magnetic power in attributes.
",3.0,1
"it keeps sending me 498 error messages.
",5.0,1
"it still has a little lag, at least with my razr.
",4.0,1
"when i turn it glitches and flings me off the side or i land on the other side and i fall through the ground after it freezes for a second.
",4.0,1
"and when i'm running it has the slightest 'jump' to it and with this game, that can ruin your run.
",4.0,1
"i would give more stars but toy can't adjust the sensitivity, witch is a big down fall.
",3.0,1
"ratingfive i rated this game a 5 because it is a cool and exciting game the only problem i'm having with this game is once i download it i can play it for as long as i want as long as i don't exit or close the game when i do close it i can't get it to open again it only takes me to the first screen the one that says imangi studios then it automaticatly takes me back to the previous screen i was on for example if i'm on the menu screen of my phone i go back to it can u please fix that or tell me what it could be
",,1
"its a great game but skips up on my samsung galaxy
",3.0,1
"can u add new feature for submit score on internet for world wide users.
",5.0,1
"game wont start now!
",5.0,1
"doesn't start please fix!
",1.0,1
"why is the objective ""gold miner"" not responding even after i have already completed it?
",5.0,1
"i have issues with the save me option.
",5.0,1
"i have 10 gems but still am able to resurrect only 4 times.
",5.0,1
"just wish it didn't take up so much space on my phone
",4.0,1
"but the previous update to restore coin doubles reset my stats and because of that i lost my coin purchases and gems they i previously had.
",5.0,1
"i will be happy to change to 5 stars when i am able to update.
",1.0,1
"i love these game and the only problem i've had is tht it usually lags and so it's hard to get a high score please fix and will rate 5 stars (sony ericsson expedia play)
",4.0,1
"i can't open temple run it force closes its self!
",1.0,1
"it constantly loses your gems.
",1.0,1
"i bought a gem pack, used half and the rest just disappeared.
",1.0,1
"my game keeps jumping every time a turn with is messing me up not to mention i jump or turn and the game doesn't respond.
",1.0,1
"also i recently bought a coin package from the store and never received my product! this needs to be fixed i like this game but i didn't give you a $20 donation.
",1.0,1
"cool game but it takes 2 long downloading
",5.0,1
"hard and exciting game, its so fun but lags.
",4.0,1
"the new temple run is awesome except i played for a while and know i can't jump please fix:-)
",5.0,1
"when it updated automatically on my phone, all of my progress was lost.
",2.0,1
"the game is good but sometimes it will crash and freeze and then i have to remove the battery to turn it off because i can't do anything other than that it's great
",3.0,1
"coins get reset after couple games/doesn't save
",2.0,1
"gets crashing on my htc plz fix
",4.0,1
"overall way better except that on my phone after every run it resets the amount of coins i collect, don't know if this is intentional but would be better if it would reset every turn.
",4.0,1
"my only real complaint is that it sometimes fcs after a really long run, and my progress doesn't get saved.
",4.0,1
"dont work on htc desire uninstall
",1.0,1
"spent my $10 3 hours ago and haven't received any coins
",1.0,1
"won't open for samsung infuse !
",1.0,1
"i would five stars however i loved this game so much that i bought a gem pack to enjoy the game better, five days later i still dont have them!
",1.0,1
"game won't update on an achievement.
",3.0,1
"goes to  first screen and then force closes
",1.0,1
"however since last update the sensitivity of it has slowed down.
",4.0,1
"also a glitch with 500k coins getting stuck.
",4.0,1
"amazing game it sometimes freezes but its really cool
",5.0,1
"it doesn't work for samsung infuse.
",1.0,1
"it crashes while loading game.
",1.0,1
"it wont even load to home  screen on the game.
",5.0,1
"sometimes laggish for android
",4.0,1
"i want to play the game  but it force closes automatically
",1.0,1
"worst game ever it doesn't even work it just freezes on the home screen page.
",1.0,1
"only had small issues with game freezing my phone but after uninstall and reinstall it works fine
",4.0,1
"several times all of my coins went away for no reason, not sure if its a glitch or them trying to make you buy coins.
",3.0,1
"it opens up and stays on the same screen and freezes up my phone.
",1.0,1
"good game but controlling movements is not correct
",3.0,1
"doesn't work on my lg thrill.
",1.0,1
"forces closes as opening screene
",1.0,1
"i can not get it to plat on my device (samsung infuse) when i install it and try to open it goes to the scree with the green i on it than vibrates once than twice and them closes out can someone help me and explain why its not working
",1.0,1
"not entirely happy, i love the game, best out there, but you save your coins, then you end up with nothing, i had like 7,000 then it just wiped it -.-
",1.0,1
"why do the coins continually disappear kept thinking we were accidentally buying things but they were just gone from our totals.
",1.0,1
"so i downloaded it on my at&t lg thrill but it wont let me open it
",1.0,1
"it's an addictive game but lags too much even on low graphics.
",3.0,1
"taking of power ups is quite difficult.
",3.0,1
"while on turn the screen suddenly changes which makes eye uncomfortable so need to be more updated.
",3.0,1
"& when i die it freezes please fix besides that i love this game .
",2.0,1
"it lags a few times amd when i get in thr cart it wont tilt unless i tilt my phone
",3.0,1
"only thing i dont like is the cart.
",4.0,1
"only things missing are varied enviroments and maybe a story mode to give it some depth.
",5.0,1
"its great unless i have to tilt my phone to get coins.
",1.0,1
"it wont move the character.
",1.0,1
"great game, needs tilt sensitivity though
",5.0,1
"doesnt work on samsung galaxy player
",1.0,1
"coins keep resetting so i cant play and accumulate to buy upgrades.
",1.0,1
"fun all the time on my i pad but it's not downloading to me cell sad day.
",5.0,1
"i hope in the future this game have new map :)
",5.0,1
"only probably is when someone calls or texts, it interrupts the game and i usually die.
",5.0,1
"it froze up alot and then updated so i would've thought that the problem would have been fixed.
",1.0,1
"i have the samsung rugby smart through at&t and this app is not compatible with my phone apparently
",1.0,1
"downloads slow tho
",5.0,1
"i have 523, 000 coins but the 500, 000 liferime coins objective isnt going away, please fix
",3.0,1
"coins lost error :(
",1.0,1
"i'm past 500k but it's not giving the goal to me, otherwise i love this game!
",3.0,1
"when i play the game, many times it is not responding with my finger movement.
",5.0,1
"fix it it lags and the guy jumps on his own
",1.0,1
"fun but sometimes when i swipe to turn it does not do it so it annoys me a bit.
",4.0,1
"this game take a long time to load
",5.0,1
"would be 5 star however tilt action has quite a dramatic lag and can effect your gameplay potential.
",4.0,1
"game starts the shuts down on milestone
",1.0,1
"but its really hard to buy upgrades and what not.
",1.0,1
"the only thing wrong is that the magnet power up and the coin power up do not work.
",4.0,1
"great game but when coming out of extreme boost if you are on a zip line you don't slow down you come of it at the same speed as if you were in extreme boost.
",4.0,1
"will not open, stays on imangi pic.
",1.0,1
"amazing game only thing is on my phone it takes waaaaaaaay too long to load.
",4.0,1
"still doesn't work on the original droid.
",1.0,1
"stays on the loading screen.
",1.0,1
"i have to basically tilt my phone sideways to get the cart to tilt.
",2.0,1
"plus some parts of the mineshaft have not response time going around a corner and there is a fork.
",2.0,1
"now when i try to slide or jump it will not, and i die.
",2.0,1
"ive had to download 3 times because after about a week or so it wont open, force close doesnt work.
",3.0,1
"i have obviously read in some rates and when veneer i first open the app, it force closes.
",1.0,1
"if you press the home button while playing,or just leave the game itself,when you try to enter the game it won't load and automattically send you back to the home screen,exiting the app.
",4.0,1
"the game is amazing yet the objectives of the game is kinda boring.
",3.0,1
"it throws me out of the game while it is starting up :(
",3.0,1
"would love it if there were different levels & different parts of the temple as you get higher.
",4.0,1
"great game but if possible please make it worth by double up the coin collected in game :-)
",4.0,1
"i downloaded temple run 2 and tried to play it but it just frose on the title and force its self close
",1.0,1
"100k lifetime coins is stuck and the game has been really glitchy
",3.0,1
"i bought coins for 4.99 hearsay and i've yet to receive them.
",1.0,1
"good game but when i play it for about an hour on my tablet the game gets reset,pls fix it
",3.0,1
"nice for htc one v but sometimes it pause for no reason
",5.0,1
"add feature of facebook integration.
",4.0,1
"my stats show life time total coins over 500,000, however my objective of gold miner is still showing as incomplete.
",2.0,1
"it forces close for galaxy s ! please fix !
",1.0,1
"i finished the 1000000  lifetime meters but it won't clear in say that i finished so i can move on to the next challenge
",4.0,1
"i loved the game until i got to the 500,000 lifetime coin achievement and it wouldn't give me the achievement.
",3.0,1
"the power up don't last long
",5.0,1
"sometimes after u cross 2500 m its glitchy
",4.0,1
"tilting my phone isn't as responsive as the original horrible game stick to temple run 1
",1.0,1
"could be better without the lag in between games causeing you to die.
",5.0,1
"its okay but on my ipod it lags badly
",4.0,1
"theirs a lot of lag for my version of the gs3
",3.0,1
"the sensitivity of the swipes is not good.
",4.0,1
"there is a bug: once the player dies there is new save/skip option during which if i press a back key the game is stuck with no options.
",4.0,1
"best game ever but sometimes freezes
",5.0,1
"i had 141 gems and later found that i only have 41 remaining.
",1.0,1
"so i lost 100 gems with no reason.
",1.0,1
"it slowed down blocking the screen.
",1.0,1
"please bring back the last animation.
",1.0,1
"so far i think the game is pretty good but when an ability reaches 10000 coins to purchase the next level it just takes my coins, doesn't upgrade ability and comes up with a promt to purchase more coins.
",3.0,1
"i was expecting a more difficult mode tough.
",3.0,1
"but i suddenly lost all my data, hours of play, and that's unnaceptable.
",3.0,1
"sooooooo everything that i unlocked and all my achievements disappeared.
",1.0,1
"the game is good but i'm facing a small problem, the coins automatically becomes zero after i collect 1000+ coins.
",4.0,1
"love it but for my phone it keeps freezing and unfreezing and it messes up the game.
",4.0,1
"temple run two is okay, but it has a lag and its not as enjoyable as the first  one.
",2.0,1
"its obviously better than any other games of its kind subway rail rush or d original temple run but my objectives are not working like i got to 5 lakh lifetime coins still the mission is not clearing.
",3.0,1
"some issues with tilt response in the minecart,  but no major issues beyond that.
",5.0,1
"after installing it wouldn't open so i have yet to play.
",1.0,1
"after playing for 2 weeks game deleted my save and had to restart.
",1.0,1
"i dunno how come the coins i collect always gone.
",1.0,1
"ready laggy and such.
",4.0,1
"i ain't able to go to level 9 after achieving the only objective left that is 1 million lifetime coins.
",4.0,1
"but i think the icons for boosts should be more detailed.
",5.0,1
"please fix the bug with 500k lifetime coins objective.
",5.0,1
"why this game were stuck when i lose.
",1.0,1
"i wish i could at least try the game since i loved the first one but unfortunately, it always force closes on my samsung infuse.
",1.0,1
"it throws me out of the game while it is starting up :(
",1.0,1
"but now its automatically going to pause the game.
",2.0,1
"i was getting addicted to it then i stopped playing it to let my phone charge then when its all charged i go back to play it again and it won't even start up!
",3.0,1
"whenever i get to 3000 coins i have to start from scratch again, so irritating.
",1.0,1
"bt the ony thing it lacks is the connection with frnds i.e facebook connect.
",5.0,1
"n while pausing the game v are unable to see the missions.
",5.0,1
"n while pausing the game v are unable to see the missions .
",5.0,1
"i cant properly rate the game cause i am not even able to download it it just keeps saying error
",1.0,1
"the draw distance is very short, so things pop into frame frequently.
",4.0,1
"i don't see why there isn't an option to increase the draw distance.
",4.0,1
"its not run smooth on my phone.
",3.0,1
"this is a great app lags a little bit other then that is fine
",4.0,1
"it just shows the splash screen, then locks up, then stops working :(
",1.0,1
"during game play if we run 50,000+ mtrs and we receives any incoming call the game restarts and we loses all the pts and score !
",1.0,1
"not as good  as temple run 1 3d stuff is very stiff please fix this issue otherwise its a nice game
",3.0,1
"when i click to play the game it stays on the loading screen where that green thing is showing and then the app closes.
",1.0,1
"atleast, it's better than temple run and i wish that it could have more challenges.
",4.0,1
"so my girlfriend wanted to play as the last chick so we bought the biggest coin pack over a day ago and never got any china, uninstalling, any game that rips you off.
",1.0,1
"i wish it had more challenges.
",4.0,1
"cant play after first trail
",1.0,1
"it's definitely a step up from the first one i wish there were more characters though but good game
",4.0,1
"there is a glitch in the opening imangi studios screen.
",5.0,1
"it'll play noise like its going to play but then force closes.
",5.0,1
"i downloaded this 3times and it still won't work help!
",1.0,1
"whenever i try to open the game it says imangi studios and then it shuts down.
",1.0,1
"i got lot of coins after i play then it were all gone.
",1.0,1
"level 9  is so challengeing theres a bug on collect 500 k  coins  plz fix
",5.0,1
"i can't change to slide while jumping .
",3.0,1
"i frequently accidentally upgrade the abilities while i am scrolling upgrade page up or down.
",3.0,1
"one of the best game i have ever played bt 1 issue, once u die u have 2 restart d game 4rm d begining, which is vry annoying, plz gv at least default 2 live saving chances so that the game can be continued 4rm the same level.
",5.0,1
"do you know this is the best game of my life and is more challenging but i notice the memory of this game is bigger than subway surfers but this game is cool!
",5.0,1
"i loved this game but ever since the last update it crashes a lot n it sucks!
",1.0,1
"i can't download tr2 due to an error 498.
",1.0,1
"for some reason when i try to use the save me after i die it freezes closes then when i go back into it it says negative 1 gem possible idk
",4.0,1
"the thing i didn't like about this was that each tiime i went back on it it had started again as if i was a beginner so that's why i rate it four stars
",4.0,1
"lovely, but wld hv prefered if it had stages.
",4.0,1
"please fix the lag issue caused by the recent update (the one everyone is complaining about).
",4.0,1
"show stats (points, distance run, coins, # of gems) on ""save me""
",4.0,1
"not downloading this awesome game is not downloading on my samsung galaxy tab it keeps displaying the error 498.
",5.0,1
"everytime i open the app it goes to the imangi studios thing ""the first screen"" then closes the app completely.
",1.0,1
"lags too much, should not be lagging on a dual core phone
",1.0,1
"once i heard the new temple run,x i got so exciting and i'm using my htc and when i bought the app, after that it started to freezr, can u fix this problem for me
",2.0,1
"it does not work, well the game is running, but i cant swipe to make the player jump.
",1.0,1
"character jumps sideways eventually falling down.
",2.0,1
"sometimes it somehow jumps and misses the solid ground lol
",2.0,1
"i love this game but it lags so much.
",2.0,1
"the way view slided below in tr1 seems better than the view from top in tr2 while sliding.
",5.0,1
"my view gets blocked for  a short while in tr2 while sliding.
",5.0,1
"i bought 50k coins for 4.99 50,000 coin pack (temple run 2)us$4.99  i got a confirmation of thank you for my prchase but there areno coins showing on the applications.that's just not right.when do i expect to have my coins?!
",2.0,1
"i've gotten over 15,000 coins but i haven't spent them and according to the game i only have 528.
",2.0,1
"i am two objectives away from finally getting lv9, however, the game has decided to stop counting score.
",1.0,1
"the 500k lifetime coins goal is complete but the status bar is stuck halfway.
",1.0,1
"the 1mil lifetime coins is also more than halfway done but still, its stuck at 3rd of the way  :(
",1.0,1
"it is hangs slowly between the game in sony xperia tipo
",4.0,1
"it pops up likes it gonna work then goes bak to my home screen plz fix temple run was my fav game n i got it beat so id love to start playin temple run 2
",1.0,1
"experienced some issues regarding finishing the objectives especially the one requiring to get 500,000 coins.
",4.0,1
"i already have 600,000+ lifetime coins but still the objective is not yer cleared or finished.
",4.0,1
"it doesn't want to open it keeps closing right after.
",1.0,1
"would be brilliant if i could get it past the start-up screen.
",2.0,1
"also a bug in 500k coin objective does not go even after collecting.
",4.0,1
"lags on my samsung galaxy s3
",2.0,1
"achievement says 500,000 lifetime coins and i am almost at 600,000 yet the achievement says i'm halfway through my objective!
",1.0,1
"not a very great game as sensitivity is very poor
",2.0,1
"will not give 500000 coin achievement, it's stuck on the meter, and i have over 500000, but 1000000 is still going up.
",4.0,1
"this game is boring because it is to sensitive and its easy to die.
",1.0,1
"my coins keep disappearing smh about to uninstall
",1.0,1
"u can make more better to this game by adding some extra graphical views
",4.0,1
"in this game there should be some free coins
",4.0,1
"the objective gold miner stuck in the middle but i already reach 500k coins.
",1.0,1
"i have more than 500 thousand life time coins but the objective is still incomplete.
",1.0,1
"but it sometimes stop in micromax smarty a25 and give challenging temple run in 3
",5.0,1
"sadly, the game crashes instantly on my phone.
",2.0,1
"needs a minor update because it lags a little in low budget phones
",4.0,1
"it's a ridiculous objective and the lack of other achievable objectives now leaves temple run 2 fully depriciated for me.
",5.0,1
"add more skill bases objectives developers.
",5.0,1
"can u add new feature for submit score on internet for world wide users.
",5.0,1
"but when last played it the game kept reseting.
",4.0,1
"if you have earned your magnet powerup and use it, but then collect a spawned magnet powerup it will not restart the count on the powerup.
",3.0,1
