text,rating,informative
"This App turns a phone into a genuine pocket computer.
",5.0,0
"I couldn't live without it now.
",5.0,0
"I'd love to be able to give feedback to the developers though.
",5.0,0
"Overall a massive improvement over the Android keyboard.
",5.0,0
"If you're a fast typer like me and hate having to fix auto correct errors then this is the app for you.
",5.0,0
"This app pretty much finishes your sentences for you.
",5.0,0
"Incredibly smart, simple and customizable.
",5.0,0
"A must buy.
",5.0,0
"Never updated with new features.
",1.0,0
"Let's see how it plays out over time .
",5.0,0
"I've used this keyboard for years but now android 4.2 features swipe I've stopped using it.
",4.0,0
"Too bad, the keyboard itself is very good.
",4.0,0
"I was uncertain about buying a third party keyboard app like this.
",5.0,0
"I mean they all suck, right?
",5.0,0
"Swiftkey lets me throw my fingers in the key's general direction, and whether or not I hit the right ones it almost always seems to know what I'm looking for.
",5.0,0
"Hit more incorrect keys than correct keys, and dont hit spacebar for three words in a row?
",5.0,0
"Yeah, it already knows what you wanted to say  Google needs to make this prediction system standard, it's amazing!
",5.0,0
"I'm real clumsy when it comes to typing but Swiftkey knows what I want to type and it corrects everything with really great accuracy!
",5.0,0
"Awesome keyboard.
",5.0,0
"I've been using it through many of my Android devices but this time I bought it.
",5.0,0
"I please fix this conflict.
",5.0,0
"Been using for a day and so far loving it.
",4.0,0
"Makes it possible to type without concentrating on hitting the right characters.
",4.0,0
"I tried the free trial then had to buy it because i couldnt type without lots of errors
",5.0,0
"This is a intelligent keyboard and very much easier to use I highly recommend this keyboard.
",5.0,0
"I used to love swype, but after using SwiftKey....
",5.0,0
"I'm in love....
",5.0,0
"The time taken for typing messages has been cut by 3/4..
",5.0,0
"If your running a phone and you don't have this app then go and get a cold fish and slap your self, cause its a must have
",5.0,0
"This is proving to be so annoying I have uninstalled it.
",3.0,0
"Fix this and I will reinstall and rerate.
",3.0,0
"Which doesn't surprise me so I remembered how much I missed swype and how faster it was so I switched back to it.
",1.0,0
"This keyboard is awesome.
",5.0,0
"Have been using it for about a week now.
",5.0,0
"The predictive capabilities are fantastic, layout, options and features brilliant.
",5.0,0
"Can't recommend this enough.
",5.0,0
"No brainer, just buy it
",5.0,0
"This is the best keyboard I've come across.
",5.0,0
"Typing is not a chore anymore.
",5.0,0
"Great stuff!
",5.0,0
"A good app which figures out what you are going to type even before you type the word itself just amazed me.
",5.0,0
"Would recommend to anyone who is into fast typing.
",5.0,0
"By far the BEST keyboard on the market.
",5.0,0
"Worth every penny.
",5.0,0
"Was happy with ics keyboard up until now, trialed this just for the colours (which are great)  and curiosity, I think it's a much better keyboard by far, and quick to adapt to- 60 seconds later and I paid the $4, I am not going without this.
",5.0,0
"I Love it,  Thanks Dev team!
",5.0,0
"Beautiful work.
",5.0,0
"It's a great keyboard! :-)
",4.0,0
"That would be awesome!
",4.0,0
"Love this keyboard, so much more intuitive than the Galaxy S3 built in one.
",5.0,0
"Having recently switched from iPhone, this is actually the first app I've bought after my trial version expired - couldn't live without it. :)
",5.0,0
"This keyboard is fast, simple, gorgeous!
",5.0,0
"The jelly beans keyboard was good, this is more than awesome.
",4.0,0
"It is practical.
",4.0,0
"No need to do a manual switch between languages, which increase by far productivity especially when half of your contacts in SMS or email are in French and English.
",4.0,0
"The stock keyboard is much faster...
",4.0,0
"Great keyboard
",4.0,0
"It's worth the money^_^
",5.0,0
"I had this on my LG P500 & now I have it on my Samsung Galaxy S3, it's the best keyboard, super accurate and amazing to be able to personalize!
",5.0,0
"Glitchy though.
",3.0,0
"The keyboard works awesome.
",4.0,0
"It's by far the best keyboard I have ever used.
",4.0,0
"SwiftKey keyboard
",5.0,0
"Combines English and Afrikaans keyboards flawlessly!
",5.0,0
"If you daily have to text in different languages THIS IS the keyboard to get.
",5.0,0
"It supports three of them and the utilisation is flawless!
",5.0,0
"A real pleasure.
",5.0,0
"Moreover the prediction is scary of accuracy!
",5.0,0
"Predictions works amazingly, you have to use 30 days trial to believe.
",5.0,0
"It has never worked, very annoying.
",4.0,0
"Other than that it's effing amazing.
",4.0,0
"This app is so much better than the onboard keyboard.
",5.0,0
"I make typos like crazy and it almost made me miss my iphone but this app has made everything so much better.
",5.0,0
"It is incredibly accurate with fixing any mistyped and the predictions are amazing.
",5.0,0
"Sometimes it feels like it reads my mind.
",5.0,0
"Best keyboard that I used ever.
",5.0,0
"I love it!
",5.0,0
"Great app, this is the only app i've ever paid for,saves so much time, highly recommended, especially to quick or lazy typists.
",5.0,0
"I love this app!
",5.0,0
"Galaxy S 3 -  I love this keyboard.
",5.0,0
"Predictions are awsome.
",5.0,0
"Never thought I will get use to a touch screen phone but this keyboard is just awsome.
",5.0,0
"Everybody should deff get it.
",5.0,0
"Once the trial version is over you are gonna want to get it.
",5.0,0
"Again I love itttt.
",5.0,0
"Two letters aren't working on my keyboard c and v.
",1.0,0
"Why did I pay for this app....ugh
",1.0,0
"I have an S3 and the default keypad was not that great on that.
",5.0,0
"This however is a vast improvement and I love it so much.
",5.0,0
"I love how you can have different.
",5.0,0
"Themes for the keyboard.
",5.0,0
"So its not the same old bland one also I like how double tap space leaves a full stop where as before it never did.
",5.0,0
"Great app really do recommend.
",5.0,0
"I really can't understand why this has good ratings its rubbish
",1.0,0
"I love this keyboard, have tried all the others i keep coming back to this one.
",5.0,0
"Been using this since gingerbread.
",3.0,0
"Worked great with that and ics.
",3.0,0
"Still waiting for a fix before switching back to stock or using smart keyboard, etc.
",3.0,0
"Dont know what but until ita fixed I cant use it.
",1.0,0
"Ill change to 5 stars when it is.
",1.0,0
"Never really buy apps but the reviews i have heard on this forced me into it.
",5.0,0
"wow so impressive!
",5.0,0
"I I'm dyslexic and this makes life so quick and easy
",5.0,0
"I've thus far loved this keyboard.
",4.0,0
"From the great easy setup to the great predictions.
",4.0,0
"Excellent keyboard nice UI and IA
",5.0,0
"Easily the best keyboard for android.
",5.0,0
"Incredible word prediction.
",5.0,0
"Saved many 1000's of key strokes
",5.0,0
"The absolutely best testing app I've ever seen.
",5.0,0
"Used to think swipe typing was the fastest but the prediction on this keyboard is a revelation.
",5.0,0
"Makes one hand or two hand typing really fast.
",5.0,0
"Worth the price.
",5.0,0
"Even Google's new keyboard in 4.2 with real time prediction doesn't match this.
",5.0,0
"This is a wonderful keyboard.
",5.0,0
"I couldn't use anything else now that I have tried it.
",5.0,0
"I haven't used a different keyboard since I bought this one, just because it's amazing.
",5.0,0
"Like my title says, the auto correct is near perfect.
",5.0,0
"Never thought I would like a keyboard better than swype but now I do.
",5.0,0
"I think it's very smart that you guys decided to make it as an update for those who have already purchased instead of making us buy it again.
",5.0,0
"On another note I didn't think this keyboard could get any better!
",5.0,0
"It's just... Perfect
",5.0,0
"Been on SwiftKey for over a year now, it is responsive and the prediction engine is excellent.
",5.0,0
"I especially love the num pad, much more intuitive than a row of numbers.
",5.0,0
"I even tried the latest stock Android 4.2 keyboard (which has swipe like feature) and am very sure I can type faster on SwiftKey.
",5.0,0
"Much better that the stock keyboard.
",5.0,0
"Predictive text works really well.
",5.0,0
"It can predict text for you or offer suggestions.
",5.0,0
"Must have application for your phone.
",5.0,0
"Just makes typing look so easy!
",5.0,0
"Buy for sure.
",5.0,0
"keyboard is a vital tool on any smartphone.
",5.0,0
"This app takes the default keyboard to a whole new level.....
",5.0,0
"You will be amazed by how much it adapts and the auto correction tailored to you!
",5.0,0
"Love this & the tablet version!
",5.0,0
"Easy to use & very intuitive.
",5.0,0
"I am very pleased with the SwiftKey keyboard.
",5.0,0
"I wasn't sure another keyboard app would make a difference but it certainly has.
",5.0,0
"I thought I would try it and see how it works, and am very glad I did.
",5.0,0
"Almost went back to a phone that has a keyboard.
",5.0,0
"I have only owned it for a short time, but so far so good
",4.0,0
"worked fine until about 3 days ago.
",1.0,0
"Excellent app!!!!!!
",5.0,0
"This drives me mad as the Samsung keyboard is terrible.
",3.0,0
"Is this a problem with JB, the S3 or SwiftKey?
",3.0,0
"After using this keyboard now for several months I have had no problems with it.
",5.0,0
"The themes are great and the usability is great.
",5.0,0
"The GB keyboard is awful and so is the ICS keyboard.
",5.0,0
"This is a must have tool and it really makes your device much more usable.
",5.0,0
"But apart from that it's great.
",5.0,0
"It appears to be a minor glitch and not an actual function of the keyboard itself.
",3.0,0
"In lieu of these issues being adjusted, I will give 5 stars.
",3.0,0
"Briliant App.
",5.0,0
"Easy, to go use and u also have tutorials when u use it for the first time.
",5.0,0
"Saved me over 15.000 keystrockes until now.
",5.0,0
"Also has very nice themes.
",5.0,0
"Totally worth buying.
",5.0,0
"This keyboard is really not that good.
",3.0,0
"I don't notice a big difference between this and stock.
",3.0,0
"I don't like to buy apps but I tried the free trial of this and I had to buy it!
",5.0,0
"I can't live without it.
",5.0,0
"It's like part of my texting lifestyle :))
",5.0,0
"it predicts what I type!
",5.0,0
"Definitely worth it buying!!!
",5.0,0
"Best transition app from a blackberry.
",5.0,0
"It knows what your going to write and corrects any mistakes better than anything I've ever seen.
",5.0,0
"This beats Auto correct on iphone bar none!!
",5.0,0
"Keep up the good work and keep giving updates
",5.0,0
"Best app ever, its like having auto correct 50 years in the future
",5.0,0
"I like it,  simple to configure and use and saves me time from editing my messages after quick typing.
",4.0,0
"I recommend for anybody looking for quicker productivity.
",4.0,0
"Best keyboard for Android
",5.0,0
"Have reinstalled several times.
",1.0,0
"One if the best keyboards ive used but the screen on my phone is way to sensitive
",4.0,0
"I've had enough of this keyboard.
",3.0,0
"I shouldn't have to do extra for it not to do this so I've gone back to using stock.
",3.0,0
"I every time I have a friend that has a new phone u suggest this app.
",5.0,0
"Can't wait for flow I'm very eager.
",5.0,0
"Saves so many mistakes and increases productivity.
",5.0,0
"Very useful, handy,  can add several languages at the same time...
",5.0,0
"Nice pumpkin color...
",5.0,0
"When I wiped my phone, the few days I didn't have this installed I just wouldn't type much because it was such a hassle compare to the fantastic ease when I use Swiftkey
",5.0,0
"Wonderful keyboard and way better than the one that came on my default.
",5.0,0
"Best keyboard app I have used.
",5.0,0
"The Samsung keyboard kept crashing and the Swipe kept registering strange finger taps that didn't happen.
",5.0,0
"The SwiftKey just works.
",5.0,0
"The default keyboard on my device sucks.
",5.0,0
"I spent more time fighting with it then typing.
",5.0,0
"And I also use multiple languages.
",5.0,0
"This application made a huge difference and is well worth the money.
",5.0,0
"My wife has a smart phone from that fruit company.
",5.0,0
"She says she wishes SwiftKey was available from her store.
",5.0,0
"The predicted text is awesome!
",5.0,0
"Love it!
",5.0,0
"I love this app for my phone but I'm annoyed I have to buy another version to run on my tablet.
",5.0,0
"This is easily the best keyboard for android right now and it's always being updated.
",5.0,0
"Great App
",5.0,0
"I just love this keyboard.
",5.0,0
"It predicts your next word before you even think about it.
",5.0,0
"Makes typing on a phone so much easier.
",5.0,0
"A big thanks to the developers of this application.
",5.0,0
"Had to uninstall.
",4.0,0
"Totally worth every penny,  a no Brainer my hats off to the developers
",5.0,0
"Nexus One on Gingerbread
",2.0,0
"Makes it completely useless
",1.0,0
"only for swiftkey to break it.
",5.0,0
"a shame, really.
",5.0,0
"since it is really the one thing that sets them apart from the rest of the other keyboard apps out there.
",5.0,0
"Other than that, Its great app.
",4.0,0
"once that feature is in place, i'll be back on board 100%.
",2.0,0
"something is strange :(
",1.0,0
"version 2 was perfect.
",1.0,0
"version 3 is just bad!
",1.0,0
"Its hands down a great app and would recommend it to anyone.
",5.0,0
"for me its the best keyboard ( only tested the free ones ) even tho was the best app i used for 30days i dint wanted to pay the full price
",5.0,0
"i hate paying for apps that cost more than ?
",5.0,0
"so i am happy for this SALE!
",5.0,0
"dint think twice and just bought it, ?",5.0,0
"And I want swift key to save the words I type.
",4.0,1
"I think it could do with a bit more customization...
",5.0,1
"And a few more settings for example, after I insert specific types of punctuation it sometimes put a space after..It would be good to be able to turn that off.
",5.0,1
"Also another good one is being able to make the space bar bigger by removing the smiley key on the bottom right making the keyboard bigger.
",5.0,1
"I really would like to see Chinese language integration to be developed.
",4.0,1
"Very annoying to switch with other input methods.
",4.0,1
"Does not work with S-Pen on Galaxy Note 2
",1.0,1
"I love the keyboards and what not it looks so awesome but just need some more themes to choose from or more customization choices.
",5.0,1
"Last time it was smileys/predictions without spaces messing up other languages than english.
",5.0,1
"Used to work perfect but after i had accidentally deleted it, can't get it to work again after reinstall.
",5.0,1
"It WAS awesome until the layout was changed.
",1.0,1
"It may work for large displays but NOT phones with cases on them!
",1.0,1
"I hate the new slide punctuation bar!
",1.0,1
"Bring smaller space bar back!
",1.0,1
"You need to add something to allow us to edit the prediction word database. This way, we can manually erase unwanted crap, periods & commas!!!
",1.0,1
"When your in messages and lock the screen, once you turn it back on the suggestions are gone and you have to close and re open SwiftKey.
",3.0,1
"Everytime I turn my phone off or restart it it goes back to default keyboard and I have to keep activating this one...
",1.0,1
"Great app but without emoji support its only sub par
",3.0,1
"Im not fond of the fact, i have to constantly switch to go keyboard for Chinese either,  over rated.
",3.0,1
"Wish I could customize the layout, then I would give 5 stars.
",4.0,1
"Awesome keyboard just lags with Google takes forever to show up.
",4.0,1
"I like how you did pumpkin for Halloween can we get a Christmas theme.
",4.0,1
"Because of missing of Macedonian language!
",4.0,1
"Ever since the jellybean update,  you have to exit the messaging application and open it up again for word prediction to work..
",3.0,1
"I also don't like that you can't use swear words.
",3.0,1
"I'm 23, please let me use what words I want to use.
",3.0,1
"I am tired of this fueling keyboard refusing to use swear words.
",1.0,1
"Swiftkey's has limited 3 words predicted for selection.
",4.0,1
"I find it terribly annoying that now the prediction bar, and corrections don't work 50% of the time.
",3.0,1
"I have to close the keyboard and then reopen for this to work.
",3.0,1
"Also, I should be able to delete typos that have been presumed predictions.
",3.0,1
"It is missing one thing, however. Emoji support.
",4.0,1
"If this language/font were to be added, SwiftKey would win the award for best Android app.
",4.0,1
"After having the language constantly failing to download, and now not downloading at all.
",5.0,1
"But very glitchy on Google chrome, keeps typing previous word when pressing the backspace key...
",5.0,1
"Only problem i have is the exclamation mark.
",4.0,1
"Very very poor set up,  it almost never works when you swipe the multi button.
",4.0,1
"Always puts a period or a comma, never an exclamation mark.
",4.0,1
"Until I updated to Jelly Bean, I would give this app 5 stars.
",1.0,1
"However, following the update on my S3 to Jelly Bean, it now reverts to the Samsung keyboard as the default every time I restart the phone.
",1.0,1
"From my understanding, it is an issue the developers are aware of and have stated that we all need to wait until Jelly Bean is updated to 4.1.2.
",1.0,1
"I just need Chinese!!!
",4.0,1
"Otherwise it's such a pain to switch keyboards just to type one Chinese character!
",4.0,1
"Keeps rebooting vzw gnex and numerous bug reports and posts left unanswered or even unacknowledged using pay version too...
",2.0,1
"Just wish there were more themes to choose from and that of your backspace from an auto completed word that it would defer to what you originally typed.
",4.0,1
"As stated before SwiftKey does not load after a reboot. It has to be disabled an re enable again.
",4.0,1
"Great keyboard and prediction but needs SWIPE function for portrait mode and better customization
",4.0,1
"Update: Using on the LG Optimus G and the cursor KEEPS  jumping to the top of the field in the middle of sentences.
",3.0,1
"But can't personalized with fb..
",4.0,1
"Uninstalled until I can save it to the SD card, everything is great except for the amount of space it takes up.
",4.0,1
"This app is very good, but it can run a little laggy on my GS3
",4.0,1
"Give me a red version of the ""holo"" theme and you'll get 5 stars.
",4.0,1
"The only thing I do hate is when I enter a full stop then  space it automatically In puts (I) so my sentences start with I when I'm typing fast.
",5.0,1
"Used to be the best keyboard ever since jellybean update now on my GS3 it will not hold as default :'-(
",1.0,1
"I would love to more themes, the current themes are great but I love customising my phone.
",5.0,1
"Wheres the clipboard button?
",4.0,1
"This auto correct is illogical sometimes.
",1.0,1
"When I type ""just""  I don't mean ""justified"".
",1.0,1
"It will also auto capitalize words that don't need to be capitalized.
",1.0,1
"Was excellent but pasting has recently broken on my Samsung galaxy s3 which is very frustrating!!
",3.0,1
"I don't know what sort of processor is expected for running a keyboard but swift key can't keep up with my typing for the most part on a Samsung galaxy tablet 10.1
",2.0,1
"Only suggestions I have would be a tab key for use with Web browsers and such and a personal dictionary would be nice to help speed the keyboards learning process up
",4.0,1
"Please add a few themes frequently.
",5.0,1
"I love this keyboard,  but I notice a significant decrease in my battery life when I use it.
",1.0,1
"It would be perfect if there was a delete key!
",5.0,1
"I would give it 5 stars if predictive text was supported in all apps.
",2.0,1
"As it stands, too many apps remain unsupported.
",2.0,1
"Love it but needs emoji support now
",5.0,1
"Pretty good,  I get sick of checking everything to make sure it's predicting what I actually wanted, it seems to lag a lot too
",2.0,1
"Just wish it had more themes.
",5.0,1
"One like Holo but red in place of the blue would rock.
",5.0,1
"Only thing is it couldn't input Chinese language.
",5.0,1
"I love this app best $3 I've ever spent drastically increases texting speed if you have it set up right could use some more themes like a black background with neon green letters
",5.0,1
"The one and only problem I have is this program needs to do a better with choosing which punctuation sentences should receive.
",5.0,1
"I would like it if there were emoticon add ons for this keyboard like there are some of the other ones though...
",5.0,1
"This app is okay except that the keys are loud when I type, so if I'm working or hunting I have to change the settings.
",3.0,1
"And if I'm just not finding how to change the setting I apologize but I've looked everywhere on the phone
",3.0,1
"Needs more themes!
",4.0,1
"Love the "".com""  button but I wish it were in a different place. Maybe put it on the left side of the space bar.
",4.0,1
"You need more themes..
",2.0,1
"It's a great keyboard,  I just get board with the limited options
",2.0,1
"It's useless application with Jelly Bean keyboard.
",1.0,1
"In the Dvorak layout, the lowercase 'M' & 'W' keys are supposed to display '(' & ')' on long press. The 'W' usually displays a '0' instead, but occasionally readjusts.
",4.0,1
"This would have been a 4 star but the inability to hide the ""com"" button while in a browser renders it nearly useless. Hit it all the time when trying to hit the space bar.
",1.0,1
"I'll lower my rating to 4 stars since the Jelly Bean bug resetting the keyboard to stock at each reboot has been around for long without being fixed.
",5.0,1
"I the only reason I give it a 4 is because there is no swipe texting.
",4.0,1
"Would you be able to make an update with Vietnamese language though?
",4.0,1
"Just hope they continue to make it more battery efficient...
",5.0,1
"1 - The keyboard reverts to the original Android Keyboard every time the USB storage becomes disconnected.
",3.0,1
"Every time I hook up to the computer or shut down the phone and restart, I have to re-enable it via the Android OS Settings.
",3.0,1
"Great in most circumstances, but when sending odometer readings via text for tracking purposes, there's no reason for it to track it.
",3.0,1
"Numbers, for the most part, could probably be ignored or at least give us the option to ignore them.
",3.0,1
"I don't need it suggesting an odometer reading I'll never see again.
",3.0,1
"It would also be nice to be able to edit the remembered words and add or remove words, especially in multiples.
",3.0,1
"But could you guys add a swiping option?
",4.0,1
"If I take the time to manually capitalize letters and add apostrophes, etc, then swiftkey shouldn't try to change it.
",3.0,1
"Needs improvement in Arabic language support
",1.0,1
"My only wish is the ability to add words to dictionary & more keyboard options with symbols like hearts that come standard on most Samsung galaxy s3
",4.0,1
"The only weird thing I encountered was on my RAZR while it's charging the keyboard acts very weird.
",5.0,1
"Amazing app, although I wish there were more themes to choose from.
",5.0,1
"It doesn't allow you to use the prediction features on text fields that already have it.
",4.0,1
"An example is when you type something on Google search app, you're abandoned to the slow typing process again.
",4.0,1
"The same happens in some contact names fields such as Gmail, GOSMS Pro, Any.do. Etc.
",4.0,1
"I was not happy with the keyboard after coming from iPhone to Android until i tried Swiftkey, HOWEVER, i have  found quite a few apps that refuse to show the predictive text...like the built in browser on my Galaxy S3 and way more Update;
",2.0,1
"giving up until they fix predictive text and make keyboard thy doesn't have all th keys basically touching each other.
",2.0,1
"whenever i wanna use the sign () it always write wrong and impossible to use.
",1.0,1
"i have tried to ask if possible to add ""numbers"" on top of the keyboard like on Samsung original keyboard and they sent me to write on their blog... but no one answer, nobody care...
",1.0,1
"I'm using the trial keyboard, but can't miss the sale off :), buy it and waiting for Vietnamese language...
",4.0,1
"I would really like to see more customization like more keyboard clolors and maybe some emoj that's different from iPhone.
",4.0,1
"This keyboard is good but it really needs more theme.
",2.0,1
"Just at least one of all the major colors. ESPECIALLY RED!
",2.0,1
"Please made available for moving app to rom for faster keyboard entries
",4.0,1
"It always adds spaces after full stops, and adds unwanted words after commas, I wish I hadn't paid for this before I knew there was a free version
",1.0,1
"Have turned off as does not support pen entered text on Samsung note 2.
",2.0,1
"Have turned off as note ii does not work properly.
",2.0,1
"If you are not going to fix it then make it assignable to applications so it can be ignored for apps where it doesn't work.
",2.0,1
"I want more color fonts
",3.0,1
"Why is there no Tab key?
",3.0,1
"But when I have to put numbers into a password or messaging someone and using numbers the numbers come out jumbled, please look into this, sent from my gs3
",3.0,1
"I use it on my Samsung Galaxy S3 on Android 4.1.1 Jelly Bean. The only complaint I do have are a couple of bugs.
",2.0,1
"On occasion the cursor will stop moving beyond the last word, so it always appears as if it's in the middle of a world no matter what.
",2.0,1
"I am also unable to use predictive text when sharing anything to Facebook.
",2.0,1
"It renders it useless anytime I see something Facebook worthy.
",2.0,1
"Fatal support for Polish.
",1.0,1
"I really dislike how it fails to show predictions during Web browser use.
",4.0,1
"There are so many things you can tweak as well such as prediction invoking and theme.
",5.0,1
"Totally annoying when I'm used to typing as best I can and picking predictions from the list. At least please give us the option to turn it on / off.
",4.0,1
"The only issue with it is that about 35% of the time the prediction bar does not show up/auto correct does not work.
",4.0,1
"Great app but becomes sluggish every now and then.
",2.0,1
"However, give me the option to disable the auto space after punctuation and ill give it five stars.
",4.0,1
"It's not a bad keyboard replacement but it insists on putting a space after periods, making it a real pain to type URLs into text messages.
",2.0,1
"The only thing I really dislike is the space it adds after punctuation.
",4.0,1
"I'm used to typing correctly in the first place so I add the space myself and SwiftKey adds one as well as you can see in this review with all the double spaces.
",4.0,1
"I want to turn predictions completely OFF, but can't?
",4.0,1
"5 stars if could turn off predictions.
",4.0,1
"I'd love to see the option to enable a dedicated number row though, for those of us with those huge phones.
",5.0,1
"Just add emojis and more themes.
",4.0,1
"Would give 5 stars if a personal dictionary is added as well as the option to learn from whatsapp.
",4.0,1
"Would like S Pen support for Galaxy Note 2 so I don't have to swap when writing documents.
",5.0,1
"But the predictions bar doesn't appear for for the Samsung at all..
",3.0,1
"And when I'm typing rapidly and trying to press the space button.. It hits the. com
",3.0,1
"Whenever I try to enter a search term this app seems to stop working all together... Why is that?
",2.0,1
"Wish for more keyboard themes to come.
",5.0,1
"Love this keyboard and just got the update to JB on my EVOLTE and was wondering if you guys were implementing Emoji support for the keyboard?
",5.0,1
"Emoji support.
",3.0,1
"Why doesn't any keyboard have emoticons?
",3.0,1
"This keyboard is amazing but the only problem I have with it is that when I use Google drive it slows down and lags SO much.
",4.0,1
"I just wish they would add swipe
",5.0,1
"Would like to see a couple more themes, but I have no complaints as the Holo theme is gorgeous.
",5.0,1
"I think it provides a great writing experience, but it slows down my overall smartphone readiness and needs an huge amount of ram..
",4.0,1
"A ridiculous amount of RAM!
",4.0,1
"Please provide swipe support like the latest keyboard update provided by Google for nexus.
",3.0,1
"When ever I enter my email address the auto space messes shot up.
",3.0,1
"Lack of hand writing support for the Note 2 is a shame, will inable again when this is supported.
",3.0,1
"Loved Swiftkey3 on my evo hate it on the note
",3.0,1
"A lot of bugs in connection with hardware keyboards!
",2.0,1
"The app also has trouble downloading the language packs ...
",2.0,1
"Now, occasionally the text predictions won't come up AT ALL and it seems like words are being put in that I NEVER was attempting to write.
",1.0,1
"Also, I am not too fond of the fact that when I do spell a word wrong, it doesn't automatically insert the correct word.
",1.0,1
"Love the word suggestions but keyboard locks up constantly on my S3
",2.0,1
"But can we have more themes for the keyboard =)
",5.0,1
"Edit: The keyboard stop predicting when I am in Any.do, Facebook web browser and several other applications that I couldn't remember.
",5.0,1
"Though India is a big client of all mobile handsets and apps, everybody is neglecting Indian customers and their needs,I am hopefully waiting for Hindi,Marathi and other Indian languages upgrade packs from swiftkey ASAP.
",3.0,1
"However,  every time I close all apps and ram memory and I go on any sort of message board,  texting or any type of typing it doesn't automatically pop up with SwiftKey and it shows the regular crappy keyboard.
",3.0,1
"Long story short I have to go change the options to have SwiftKey on every time I want to text.
",3.0,1
"Suggestion for the developer: make that when the hardware is changed you don't loose all that the app has learned.
",5.0,1
"I wish there were more personalization options with colors, to match the theme For your phone.
",5.0,1
"Won't start automatically on GS3 however.
",4.0,1
"But it is not compatible with 4.1.1  So frustrated.
",2.0,1
"Split keyboard does NOT work on the Note in spite of thousands of users flagging it inside reviews.
",1.0,1
"I hope that swiftKeys will implement chinese typing too.
",3.0,1
"The keyboard gets laggy sometimes and makes apps lag on jelly bean.
",3.0,1
"Most notably Google now.... it's very slow whilst using swiftkey.
",3.0,1
"I wish there will be more themes added
",5.0,1
"Please integrate swype.
",5.0,1
"Anyway I couldn't thank SwiftKey any better for such an amazing keyboard, just wish that they will come out with better features and personalization along with new themes!
",5.0,1
"Prediction does not work anymore.
",1.0,1
"I only wish they had more color scheme.
",5.0,1
"With a recent update to Jellybean, SwiftKey no longer automatically uses predictions when texting.
",1.0,1
"I have to back out of every message and go back in before it will start fixing typos or using predictive text.
",1.0,1
"I was very disappointed that when installing the paid version it did NOT import.
",3.0,1
"The settings from the trial version and now i am left having to battle the same initial problems when i first inatalled the trial.
",3.0,1
"Very disappointing that such an intuitive app is so non-intuitive in the upgrade process
",3.0,1
"Since I updated my S3 to Kelly Bean sometimes SwiftKey is not even activating when I go to text or type.
",1.0,1
"I have to exit whatever I'm doing or send a text or 2 before it will start working, but as I said it's very inconsistent, was never an issue while using with ICS.
",1.0,1
"I love this keyboard hands down the best one on the market only issue is for some reason when I I'm typing fast the keyboard always seems to static like a tv with no service I thought it was my phone but now I have the note 2 n same thing..
",4.0,1
"I just hate how when I click the 123 icon on the keyboard I hate how the layout looks,  im use to the regular S3 keyboard 123456789 on the top
",4.0,1
"5 stars either way but an Emoji add on would be awesome.
",5.0,1
"I don't like the way that it handles using different languages.
",3.0,1
"I wish there was a way to toggle between languages instead of having them integrated into one keyboard.
",3.0,1
"Would have given this 5 stars if it worked well with king soft office.
",3.0,1
"Drawback, could do with more skins.
",5.0,1
"Great keyboard only issue I have is when my phone wakes into a text it doesn't use prediction so I have to back out and go back in for the prediction to work
",4.0,1
"Was working excellently on 4.0.3, but in 4.0.4, has some defects...
",4.0,1
"Feeling a small hick when keyboard comes on screen and sometimes it does not work...
",4.0,1
"Can't go without this keyboard anymore, though I'd still love to be able to disable gestures
",3.0,1
"It does occasionally stop typing.
",5.0,1
"Kinda laggy when opening and closing..
",3.0,1
"Just recently app repeatedly force closes until it is disabled in input settings.
",4.0,1
"The Arabic implementation is very good but needs some fine tuning
",5.0,1
"Can't remember my email address.
",2.0,1
"Has a problem remembering simple words.
",2.0,1
"Please fix the cause for the keyboard not sticking as the default keyboard.
",3.0,1
"I used this a long time ago, and picked it up for a buck during the sale, but it needs more customization options.
",3.0,1
"Namely, the smiley key needs custom smileys.
",3.0,1
"Pls update thai language i have been waiting for the long time
",1.0,1
"Sometimes word prediction doesn't show up. Have to exit out of keyboard then get back on again for it to appear.
",2.0,1
"really loving it ;)  wish it wouldnt eat so much ram tho 28mb of ram?!
",5.0,1
"I would like some more customization options, such as disabling the keypress letter highlight, custom skins (even if just hex colors from a file).
",4.0,1
"I have no complaints, just a request that you keep adding new themes!
",5.0,1
"English, of course, but with Korea prediction and everything?
",5.0,1
"The beta edition for Thai has been expired. Could you add it to any Thai peoples?
",4.0,1
"My only flaw is since the jelly bean update if I have the keyboard open in messages and my screen locks; once the screen comes back the prediction function doesn't work
",5.0,1
"It works great for everything but not so good when add ing non common names.
",4.0,1
"something is happening and it is causing me to have to download the language over and over again.
",1.0,1
"But I would love a cleaner looking interface.
",3.0,1
"Would love to have a option to hide all the extra long press keys minus the numbers.
",3.0,1
"Frankly some of the predictions are ridiculous you are better off with the normal keyboard.
",2.0,1
"Not compatible with jelly bean.
",3.0,1
"Resets after boot or restart.
",3.0,1
"Will not set itself as default keyboard.
",3.0,1
"I recommended it to all of my friends, but ever since ics this app has been HORRIBLE.
",1.0,1
"The keyboard is horribly laggy.
",1.0,1
"I've downloaded it more than 3 times and it keeps saying error
",1.0,1
