text,rating
"what good is saving if you lose what you had each time you upgrade!!!!
",3
"and you cant play the game you have until you upgrade to newer versions!!!!
",3
"love this game
",5
"totally loved this app until i did the suggested update which deleted all of my fish, stuff, coins, bucks, aquariums...took me back to square one...i am deleting this app...that was soo crappy that it deletes your stuff!!!!!
",2
"kool fish :)
",3
"it's alright.
",5
"i just wish the fish were hella lot cheaper though....
",5
"love this game but every once and a wile it would force close and 2 days ago it wouldn't let me play unless i updated it now it won't open very upset had a lot of cool fish and now sense it won't open i no there all dead i'm gonna give it another day or 2 to fix if not i'm gonna uninstall cus there is no point in having a game if it doesn't work
",3
"more free fish bucks!
",5
"its great and addicting , love it !
",5
"fish bucks take way too long unless you use real money
",3
"i sugest u get this app its great.
",5
"very entertaining.
",4
"i don't like that the fish bucks are hard to earn if your not interested in buying them.
",4
"all around,very awesome ""hobby"".
",4
"a lot easier than real fish...
",4
"latest update today went okay.
",5
"thank you for an awesome fish game.
",5
"totally relaxes me.
",5
"love this game, its so addictive.
",5
"the only thing is that breeding takes ages and only one at a time.
",5
"great game i love it
",5
"love it aq aquarium on the go
",5
"when i try to breed my limited breedables i get  a message that i dont have any!
",4
"help!!!
",4
"tap fish
",3
"i love tap fish
",5
"great game
",5
"love this game
",5
"keeps my boring moments not so boring!
",5
"love it
",5
"reviewing for free fish bucks.
",2
"interesting so far but seems like you get no where without real money being spent
",2
"i haven't experienced any bugs with this game yet
",5
"a good basic game.... bubblegum for the brain!
",5
"fun to collect fish!
",5
"this game is wonderful reply if you love it.
",5
"if you like fish you'll love it... if you don't... well guess you wouldn't be here(:
",4
"freezes, doesn't open when there is an event.
",1
"took 20 of my fish bucks when it ""force close"".
",1
"highly addictive,  the game does need easier ways to earn fish bucks to progress in the events.
",4
"love this game but i dont have the money to buy fish bucks so i downloaded the games and on more than half of em i didnt get all the fish bucks.
",4
"please send em
",4
"i love this game!
",5
"my kids enjoy it.
",5
"just wish there was an easier way to get coins
",5
"love it so much fun
",5
"hello i have a galaxy note 2 and i think the fishes are extremely little cannot even see them like on fish live and my phone is big.
",1
"i say improve the graphics and the size of the fish i cannot barely tell how they are its not a good experience at all.
",1
"make better graphics and sizes.
",1
"please make a coin to buck converter
",4
"i like the game... but it's way too slow
",3
"i can't play without updating, but the game won't update.
",1
"i've been trying for four days, this is sad... my fish are dead thanks to a stupid glitch.
",1
"this used to be my favorite game ...now i am uninstalling.
",1
"great game
",4
"bought fish buck and never got them 20.00 worth now have to call bank to fight it stop deleteing my post and refund my money!!!!
",1
"it is hard to play this one after tap fish 2.
",2
"i miss my  tap fish 2.
",2
"its an excellent game.
",5
"i love this game and its very addictive.
",5
"takes time and patience, but it's very entertaining.
",5
"definitely a ""must download""
",5
"in my opinion!
",5
"so much gameplay, and you can do everything free, but if you want to buy ""bucks""
",5
"or ""coins""
",5
"the prices are cheap and get you alot of currency for so little!
",5
"10 out of 10 rating for tapfish!!!
",5
"i <3 my fishies!!!
",5
"i love this app!
",5
"originally got it for my 2 year but i am so addicted we fight over it!
",5
"(he deleted 2 tanks, not cool).
",5
"now he plays on daddy's ipad and i play on my note.
",5
"super addicting, i just wish there was an easier way to get ""fish bucks""
",4
"than buying them or completing stupid offers
",4
"love this game..
",4
"wouuld  give it 5 stars if it wasnnt slow & didnnt freeze up.
",4
"really appreciate all the upgrades, variety of fish and additional 3d/animated effects.
",5
"this app is very fun to play, i'd especially recommend it to those who love fish and marine life!!
",5
"enjoy this game if i can keep my fish alive...
",5
"need to earn more fish bucks
",3
"i love this game
",5
"slow paced but easy game to play.
",4
"rips u off every chance they get   dont give u fish bucks on free offers and then shorts u if u do get some if any .they dont do what they say they will.
",3
"verry ffun
",5
"love this game!!!!!!!!
",5
"good time waster
",5
"its so addicting i love this game and i agree its fun i've had it on my other phone and ipod i just wish i could of stayed with my previous level.
",5
"but none the less its still fun to get up in level.
",5
"good game  i love playing it a couple bugs tho
",3
"i love this game.now.i have .my son all into it
",5
"so so so addicting!!!!
",5
"love it!!!!
",5
"my kids love this game
",5
"won't let me claim reward for collection 7 on new frog event.
",5
"i would give a 5 star, but not until tapfish makes it easier to buy products from the store.
",3
"also that bubble needs to go, it interferes and gets in the way..
",3
"more trouble than it's worth.
",3
"nice game my gran son can play this with me
",5
"i think this game is awesome
",5
":-( after the latest android update...my 70 tanks are gone. i begged for help many, many times & waited for days. finally, tapfish responded = my game, all my fish, 70 tanks, 250million+ coins, 175 earned fishbucks...all gone. i played for over a year. per tapfish ""somehow my tapfish went corrupt & start the game over"". that's it. goodbye.
",1
"this game is fantastic
",5
"radda radda
",4
"brilliant, so adicting
",5
"i love my fish tanks
",5
"great game
",5
"teaches my child responsibility.
",5
"this is a grate game and i will play it every day from now on.
",5
"this game is very addictive.
",5
"you shouldn't run into more than 3 glitches. :)
",5
"loads of fun very addictive
",5
"love this game
",5
"tap ranch
",5
"super dammped sucks put fish best pal on fish live please dun.
",1
"download this crap install fish live
",1
"like the use of real fish
",5
"a very addictive game! :-)
",5
"love this game..
",5
"tried to update but got an error 403.
",1
"will not let me update or play.
",1
"my fish are dying.
",1
"last update sucks!!
",1
"cctv gb kb h txt gb in uvc f gb in uv hertz screech gb durex etc ft dadc sfc tux yeahhhh
",4
"great way to kill time and create custom live wallpaper, wish it was easier to get fish bucks tho, without spending money i can't a4d
",5
"my son loves to play.
",5
"best game ever.
",1
"but need to be able to get mote fish bucks and the levels should be shorter
",1
"i like to play tap fish
",5
"it is the funest game on earth!!
",5
"great but they just dont give beginers enough to do
",4
"i love this game and so does my little girl.
",5
"totally in love with this game! <3
",5
"a pretty game...and fun.
",5
"i luv this game and i think everyone should install it because it is really fun!!!!!!!
",5
"great game
",5
"this is a great game i like it.
",5
"it force quites on me all the time
",4
"i like how realistic the fish look, otherwise the game is boring.
",5
"brilliant game
",5
"sooo entertaining!!!!
",5
"my daughter loves it as we have a real fish tank
",5
"bubble frogs event is worthless.
",1
"chasing bubbles...really?
",1
"like the use of real fish
",5
"i love the game... wish the fish would grow faster... and i wish it was easier to get fish bucks..
",5
"but its still fun and addictive
",5
"i love this app!!
",5
"i can make my own aquarium and name my fish!
",5
"i love love love it!
",5
"fun  fun game tapfish is a great game
",5
"good time waster
",5
"great relaxing game.
",5
"awsome very awsome!!!!!
",5
"excellent game to learn how to care
",5
"nice to play.
",5
"great game
",5
"interesting no doubt .
",5
"takes time and patiences
",5
"love the game.
",4
"usually very soothing.
",4
"love the variety of fish.
",4
"it does force close a lot especially after an update.
",4
"hard to get much of anywhere without spending $$$, more so than most games i've played.
",4
"i try to limit myself to about $10 every couple months...
",4
"fun game just gets boring waiting for fish to grow
",5
"great game
",5
"tap fish keeps me entertained and always coming back for more
",5
"love it.
",5
"verry cool.
",5
"this game kicks its worth the time
",5
"its really fun love it but it would be nice to get free bucks on this game
",5
"greqt app.
",5
"enjoyed by myself and my kids.
",5
"beautiful to watch and great events!
",5
"when you jump through hoops to earn free fish bucks you never receive them so it is a dishonest app.
",1
"they should honor what they will tell you they are going to do.
",1
"shame on you guys.
",1
"fun game, cool fish.
",5
"i like the buying and selling..
",5
"my new fav.
",5
"game  play all the time
",5
"excellent game two thumbs up
",5
"pretty cool
",5
"i love it it soothes me when nothing else in the world seemd to be going right
",5
"would love to earn more fish bucks without buying them.
",4
"other than that great
",4
"i love it!
",5
"best game on the we
",5
"love this app but it won't let me claim my 7 collection in the frog task.
",5
"keeps me busy all the time!
",5
"so addicting!!
",5
"addictive lol xx
",4
"tap fish.
",5
"grate game crashes alot but my 3year old loves it
",5
"looks great on a tablet!
",4
"when i try to breed my limited breedables i get  a message that i dont have any!
",5
"help!!!
",5
"it a great app for keepling your self busy and active
",5
"love the game, you would get obsessed with it
",5
".gd wee game
",5
"tappy, tappy, little fishy!
",5
"love the game, even if the breeding tank does take forever!lol
",5
"tap fish is ""the best application""
",4
"to download!
",4
"i play this with my children but i play even more alone when they are sleeping!
",4
"it never gets boring & the quests are a blast & the fish are beautiful!
",4
"you will not regret installing this app because once you do you will get addicted!
",4
"@kimberlymcintoshgross this game is a blast for kids of all ages & their parents too!
",4
"breed fish.feed and show them love & many more options.
",4
"earn free coins & bucks too!
",4
"this games alright.
",3
"the fact that some fish have to be bought with fishbucks but are sold for coins is ridiculous.
",3
"its fun though
",3
"really good game even without having to spend real money on fish bucks.
",5
"love the game totally addicting
",5
"love this game its fun eazy and entertaining the fish are graet the events r fun the issues resolved
",5
"it's  an almost real fish aquarium that you will definitely fall in love with best pet ever--fish to feed, watch, and breed while designing the entire dreamy aquarium theme
",5
"llooooovvvvvvvveeeeee it.
",5
"totaly addicting.
",5
"just sucks about fish bucks.
",5
"but they have to make money somehow
",5
"i love this game its great for passing the time
",5
"nice graphics, pretty colors, i like the game.
",4
"very relaxing game
",5
"love the colors
",5
"enjoy the pleasure of fish w/out the worry of an actual tank
",5
"fish feel like family pets!
",5
"great!
",5
"cool!
",5
"tap  fish
",5
"im addicted to this game
",5
"very slow and skips a lot.
",3
"a great game
",5
"last time it force closed the item i used bucks for was gone and so was my bucks!
",2
"not impressed
",2
"this game keeps small children as well as adults occupied.
",4
"you can do quite a bit even without spending real money.
",4
"there is variety in collecting fish, breeding fish and doing mini games from time to time.
",4
"i like this game
",5
"this a great game.
",5
"i been playing this game for 3 years.
",5
"i have got to level 80.
",5
"but it not going on to level 81.
",5
"i like to get more fish and plants.
",5
"after the latest android update...my 70 tanks are gone.
",1
"i begged for help many, many times & waited for days.
",1
"finally, tapfish responded = my game, all my fish, 70 tanks, 250million+ coins, 175 earned fishbucks...all gone.
",1
"i played for over a year.
",1
"goodbye.
",1
"you spend money on the game when you don't get your dollars to play with on your fish tanks.
",1
"now there's a frog game and i can't stay awake through the night every 2 and a half hours or so to pop frogs and if you don't pop them fast enough they don't grow up they want you to get by the frog eggs at its ridiculous.
",1
"i like itttttt
",3
"i like the game save ur bucks their hard to come by seem like they want u 2 use cash to advance other than that good game
",3
"forces close too much and tends to run slow
",4
"fun game
",4
"the graphics aren't very good, you pretty much have to continually spend real money if you want to progress in the game, and at times it seems a little glitchy.
",3
"no stalling or bugs it's really fun to play
",5
"okay ... slow
",3
"great but... more frogs!
",5
"=) lollollollollollollollollollollollollollollollollollol
",5
"great game i love it
",5
"this company is all about sucking you in, then making you pay.money to play any new challenges or game.
",3
"there is nothing free about gameview's games.
",3
"its a great game i really enjoy it
",5
"game is very addictive.
",5
"love it.
",5
"awesome game i'm addicted
",5
"this is by far my new favorite game
",5
"the game has good creativity, by the way,unique fishes
",4
"this game is sure to keep u busy for awhile when ur bored.
",5
"the only thing is that i just got a brand new phone and cant transfer accounts to my new phone so i had to start from scratch.
",5
"i lost all my thanks giving event fish, my christmas event fish and prizes and my newyears event fish and prizes plus all my other tanks.
",5
"but other than that great game guys.
",5
"this game is so addictive.
",5
"i can spend hours playing and not even realise.
",5
"i would recommend this game for anyone.
",5
"tap fish is cool it keeps mr busy when im bored
",5
"greedy!
",1
"totally disappointed in this latest event.....it has not allowed me to buy frog eggs in three days saying they are sold out so how can i complete the collections....game gets worse with each update
",3
"hi im 13 its amazing and me and my lil cousin who is 5 love this game xx
",5
"i am totally addicted to this game.
",4
"too bad it costs so much to buy breadable fish
",4
"so many opptions for fish and decorations and i love the events and trophies, but the game force closes alot!
",3
"it happens almost everytime i use the store.i've lost coins and bonuses multiple times.please fix the force close issues and i will definatly rate 5 stars.i think this game would be as close to perfect as you can get then.
",3
"a nice game to waste away time but a lil slow.
",4
"fun app
",5
"fun game
",5
"nice and relaxing
",5
"great mindless fun!
",5
"great game!
",5
"love tap fish
",5
"took my fish bucks when i switched phones so bye bye crap fish.
",1
"love it best game ever
",5
"great game
",5
"its a nice game.
",4
"tap fish is the best game ever
",5
"this a great game.
",1
"i been playing this game for 3 years.
",1
"i have got to level 80.
",1
"but it not going on to level 81.
",1
"i like to get more fish and plants.
",1
"i am at a stop in the game.
",1
"fun and addicting, but bucks are a sort of obstacle to get a wide variety if fish
",4
"i love tapfish and i would really recommend it
",5
"it is fun but would be better if the fish grew faster or new fish that took a few mins to grow
",4
"excellent  good  cool  game !
",5
"i love this game i love helping  my nabors and friends.
",5
"i love tap fish and i love my fish. :-)
",5
"it keeps freezing annnnnd there deff needs to be more options to earn fishbucks!!!
",5
"other than that i love it!!!!!
",5
"miss a day or two and you hve to pay them money or start over?
",1
"how is this cool in any way?
",1
"it is way too tedious to earn fish bucks and coins but overall it is an enjoyable game.
",4
"so fun and is like really taking care of a fish!!!
",5
"tap fish
",5
"this app is really good to see what type of breeds of fish their are.
",3
"tap fish
",5
"using the new version and it still loses your money.
",1
"this app.
",1
"stole  75 bucks beware of this app it *locks up all the time  now and is very glitchy (game), that will stell your hard earned money from you.
",1
"go ahead have fun trying to make some money to buy stuff that you must have to move forward.
",1
"and have a fish burp good bye fish bucks.
",1
"and fish headquarters don't care and won't help you.                                               :(  :( :( :( :( :( :( :( :( :( :( :( :( :(
",1
"love this game and so does my 4 yr old granddaughter!
",5
"great game, but wondering when you'll be releasing tap fish 2 to android??
",3
"thanks, wayne
",3
"i just can't get enough of this game i love my fish!!!
",5
"like this game! :)
",5
"enjoyable little game my 3 yr old likes.
",4
"keeps him entertained
",4
"soo addicting!!!
",5
"it really fun, but you need fish bucks for almost anything and there're really expensive
",4
"ok but u have to spend money also sometimes freezes up
",3
"great game end of
",5
"paying extra to open a game fully is ok. the constant need for fishbucks?
",4
"bleh.
",4
"if you are willing to earn or buy them it is an awesome game though.
",4
"love this game and so does my cat lol
",5
"very good game i like it
",4
"i love it!
",5
"i can't add fish to any tank!
",5
"and i can't access any help.
",5
"very nice n cute ... enjoying it ...
",5
"detailed fish
",5
"this games alright.
",3
"the fact that some fish have to be bought with fishbucks but are sold for coins is ridiculous.
",3
"its fun though
",3
"tap fish used to be a good fun game and i have played for a very long time but now everything cost fish bucks and i refuse to spend real money on a free game or game period and now the events have just stopped...used to be events all the time and kept it fun..its no fun anymore and when there is stuff to do it involves fish bucks and you can't even play or enjoy it....all new mystery and reg breedables cost bucks.....thinking of uninstalling after all this time unless it changes and they rnt so greedy!
",1
"this game is spectacular!!!!!!!!!!!!!
",5
"i really love it.
",5
"its so addicting
",5
"wish i could breed more though!!!
",4
"love this game <3
",5
"i email them to reset my game but they never answered.....trading coins for fish bucks would be great, please add that option!
",1
"maybe also set it up with an email to log in so then u wouldn't lose everything.
",1
".....u would b able to log in and pick up right where u left off....this option would be great!
",1
"great game
",5
"my kids and i love playing  tapfish.
",5
"i like this app.
",3
"but i find the tasks assigned slightly boring.
",3
"most of the fishes require quite a lot of coins to buy them and also not less needs fishbucks in order to purchase them.
",3
"whereas the fishes that are within our means can only be sold for just a petty amount.
",3
"we have to purchase more coin/fishbucks with real money rather than earning them.
",3
"it's unfair.
",3
"it would be best to assign missions to accomplish where we can earn fishbucks/coins after completing a mission.
",3
"then only tapfish will be fun!!!
",3
"keeps me busy when i'm bored!
",5
"only thing is i wish you had to confirm a purchase with fish bucks because i've accidentally bought things i didn't want ):
",5
"i should have +20 fish bucks, but instead i have -78.
",4
"what happened?
",4
"love this game butefule fish
",5
"its really fun and addictive
",4
"other games are better, like fish libe, which is also free and amazing.
",3
"however, great graphics, runs smoothly, no lagging, no glitches and alwaya lets me open it.
",3
"i know others love it so i just guess it was not the right game for me.
",3
"samsung galaxy tab s2, with wi fi and 8 gigabites.
",3
"time killer
",4
"i really like the game but am disappointed that most of the objects you need or want to buy must be bought with fish bucks other than that great game
",5
"passes the time.
",5
"stores stuff needlessly.
",3
"have to clear data and restore game periodically in order to free up memory.
",3
"luv it now i reinstalled the game again after reading good ratings.
",5
"game too good for bs
",5
"this game is awesome
",5
"love this game
",5
"love the events.
",4
"it's a beautifully made game that makes passing time fun.
",5
"highly recommended.
",5
"i hate it its dum
",1
"this game is the bomb..... on ly thing is that wen i gt a new phone and install it again i have to start all over.... besides that i love it been playing this game for a year
",5
"i have no problems with the game and enjoy collecting the different fish and decorating my tanks.
",5
"very fun and addicting game.
",5
"awesome game i play everyday ?
",5
"tap fish
",4
"excellent application.
",5
"recommend to any fish tank lover.
",5
"please post to others how to transfer their games to new phones, it sucks that people have lost their money and had to start over.
",5
"iv transfered my game with no problems and  i it.
",5
"lumayan bagus,menarik,tp agak memusingkan cara mainnya...
",2
"this app is great fun.
",5
"nice game :))
",3
"pay cash for the good stuff
",3
"tap fish
",5
"i like the graphics and mini games.
",5
"i'm so annoyed after cleaning my tank, it still gets back to a messy tank,, pls.
",3
"fix it asap!,, i luv this game so pls.
",3
"fix this problem,, tnx!
",3
"better than a real fish tank cuz if they all die its nothing that a lil money can't fix
",5
"the fish bucks are hard to come by, there should be a coin to bucks exchanger!!!
",5
"share tap fish wit me
",3
"like it!
",5
"love to have my own fish on my phone!!! :-)
",5
"lol i love it , 5 stars is what i say
",5
"looks great on a tablet!
",4
"great game really enjoy playing everyday.
",5
"it does crash alot though.
",5
"love this game!!!!
",5
"i completed the pipefish quest then the others never showed up and i lost the turtle quest icon i uninstalled and restored and still nothing
",5
"sweet very entertaining
",5
"my grandkids love this game so do i it keps their attention good if we rin the car or out and about..they love buying,feeding,taking care of them..but when i had to switch phones.
",5
"i tried to restart from last game it wouldn't! !!!!
",5
"and i had just purchased fish bucks 40.00 dollars worth...i emailed the adress given but it was no longer valid... been force closing alot..these 2 issues happened before..but cant continue to lose money i use to buy new fish..decorations. .and maintain my tank but.
",5
"now dont
",5
"great game.
",5
"i dont know why but i cant stop playing this game...love it
",5
"very relaxing game.
",5
"there should be an easier way to earn fishbucks.
",5
"kind of hard to earn coins, too.
",5
"but: cool game, tons of fish (most are very expensive!)
",5
"lots of fun
",5
"the first time they popped up for things it was fine.
",1
"now they are annoying and block the screen.
",1
"i have had this game for a long time have almost 2 trillion coins & 60 bucks.
",1
"new upgrade sucks i am now uninstalling.
",1
"see ya!!!
",1
"great game!
",5
"i have pets without the mess lol
",5
"it's an owsome app
",5
"...but solve the bubble fish issue already.
",4
"thank you
",4
"great game just sucks when no wi-fi
",2
"still force closing and tell me how to get rid of the remaining bubble fish from the bubble event.
",3
"super annoying and inconvenient.
",3
"new version not any better...  xxxxxxxxxxxxxxxxxxxxxxx   this app.
",1
"stole  75 bucks beware of this app it *locks up all the time  now and is very glitchy (game), that will stell your hard earned money from you.
",1
"go ahead have fun trying to make some money to buy stuff that you must have to move forward.
",1
"and have a fish burp good bye fish bucks.
",1
"and fish headquarters don't care and won't help you.                                               :(  :( :( :( :( :( :( :( :( :( :( :( :( :(  ?ratingfive super fun
",1
"awsome app very addicting
",4
"i had to reinstall this game so i lost everything but i still love it.
",4
"i enjoy taking care of my fish.
",4
"marta lopez
",4
"when i play its cool    bxcmgdgmsmsm i reset
",4
"i like the different kinds of fish
",5
"i love this game and it is super fun!!!!!
",5
"tap fish
",5
"love these fishes!!!
",5
"very colorful & beautiful
",5
"i wish i could give negitive stars.
",1
"i really enjoyed this game and tap fish requires a lot of time.
",1
"after several times of it saying ""error occured while parsing data""
",1
"and having to unistall then re-install im fed up.
",1
"i won't be re-installing this.
",1
"i am pretty upset my time has been completely wasted.
",1
"thanks for nothing!
",1
"love this game
",5
"awesome fells like i have my own aquairim
",5
"i love this game
",5
"i love this game!
",5
"love this game.
",4
"data parsing error.
",1
"do not spend money on this.
",1
"you will lose everything and gameview studios will not help!!!!
",1
"this is some sik game fam
",5
"very addicting fun game:)
",5
"great app
",5
"fun play... quits at collectible and mystery categories 99% of time.
",3
"frustrating!
",3
"any time i try to do anything other than feed and love my fish it force closes every dingle time!
",3
"incredibly annoying!!!
",3
"much cheaper and less messy than a real fish tank.
",5
"awsome cool
",5
"can't get enough fish bucks in normal game play.
",3
"you have to download stuff you don't want or pay for more.
",3
"i don't want to do either.
",3
"would rather just pay for the game .
",3
"soon get to the point where challenges rely on fish bucks.
",3
"so i'm deleting the game.
",3
"i love this game i'm on it all the time the only thing i don't like is your new bubble idea
",5
"really nice game
",5
"love this game but when it keeps freezing there's not much point to playing
",3
"i give up on this game.
",1
"got 15 million gold coins and can't do anything with it.
",1
"the greed of these developers is disgusting.
",1
"force closes everytime i try to buy a fish.
",2
"half the time it still deducts the coins or fish bucks without giving me what i bought before force closing, thus screwing me out of it.
",2
"getting addicted
",5
"i have 5 fish tanks at home and i guess i really like fish u can say.
",5
"but anyways u can do a bunch of stuff and even be your live wallpaper 5 star
",5
"i like this application
",5
"my favorite aquarium game, for sure!
",5
"i just wish you didn't need fish bucks for so many quest items that are necessary to pass and earn xp.
",5
"fun!
",5
"after so many coins turn them into bucks!!!!!!!!!
",5
"this would be very good app if you could exchange coins for bucks.
",5
"four and a half stars
",5
"i like the game..
",5
"i don't like the fact it takes forever to level up....
",5
"great game
",5
"wish there was a way to get fish bucks for selling certain items.
",3
"most of mine are dead at the moment and only fish bucks can revive them.
",3
"its fun.
",5
"kills the time
",5
"i live this game.... but the frequent forecloses are annoying.
",3
"and to many fish require fishbucks... especially breedables.
",3
"need way to earn,  win bucks playing game instead of completing offers.
",3
"fun game
",5
"so then i have to take the battery out to get it to work again.
",3
"it kept telling me 2 many items were running on my phone so it wouldn't work right had 2 uninstall
",3
"this  app is awesome, i love it!!!!
",5
"it is great but breading takes a little to long.
",5
"great game!!!
",5
"just wish the fish didnt cost so much
",4
"ilove this game
",5
"i think its realy cool
",5
"im so disappointed!
",1
"used to b a great game thou force closes too many times can not even buy a tank of fish without closing
",1
"if only it could save data after deleted.
",3
"i was on levle 91, with 1268974 coins and 203 fish bucks.
",3
"and on social my mum cant get on my new tank.
",3
"just wish some of the buttons were easier to click like the home gets aggravating clicking forever till it finally reads it because is so small
",5
"i love this game.
",5
"it's just slow sometimes
",5
"its like having real fish and not having to pay
",5
"great game!
",5
"i love the game, but i would be alot happier if we were able to retrieve our tanks after upgrading to new phones or changing cell phone carriers.
",3
"it sucks having to start over when this happens.
",3
"its keeps force closing not a very good game :/
",1
"fun fun fun
",5
"haileebug......love it.....but it won't open on my phone anymore.
",5
"my 6 year old enjoys game and loves learning about the fish.
",3
"and wants to make her aquarium match the game.
",3
"david, love the game, but it force closses when trying to buy fish just about every time and freezes up when trying to move threw fish eggs to breed.
",2
"and the fish bucks is to much on some fish,when not wanting to spend real money on a game that is  suposed to be free,you should be able to use you fish coins to trade in for fish bucks at a higher rate to buy fish with fish bucks.... david
",2
"it a time game that will keep u trying to come with new fish
",5
"love it!
",5
"entertaining app.
",5
"kills time.
",5
"its a very fun game
",5
"the variety of fish and the weird types of fish u can breed into somethhing cool and unusual
",5
"amazing graphics and detail!
",5
"kudos to tech supp!
",5
"my touch slide.
",5
"never had forceclose issue one, now i have forceclose issues all the time.
",5
"mytouch slide.
",5
"great game
",5
"some games i'm bored with, but not this one!
",5
"i changed my rate cuz half the time it won't connect 2 server & i have 2 pay 2 revive the fish
",1
"this isnt the best game ive ever played.
",2
"i hated it from the beginning because my fush died in the first day.
",2
"it sucks big time.
",2
"im angry........my game wont work no more.
",3
"dead fish...worked hard to get bucks for breeding tanks...i miss my tanks.
",3
"yeah fun
",5
"this game is awesome!!!
",5
"this game is awesome
",5
"so cool and fun
",5
"i love this game, its so much fun
",1
"cool game
",5
"really cool game plus you can use it as live wallpaper...great game!!!!
",5
"thanks!!
",5
"fun tobplay, alot slower since updaging tho
",5
"this company is all about sucking you in, then making you pay.money to play any new challenges or game.
",1
"there is nothing free about gameview's games.
",1
"fun and addicting
",5
"fun app
",4
"total waste of time.
",1
"i wouldn't get this game if your into fun.
",1
"boring.....so boring
",1
"very addictive.
",5
"love it!
",5
"it's a really, really fun game, but it becomes about 5 mb larger with every tank of fish, and about .5 mb per every fish.
",4
"barbara in mobile al very therapeutic helps you relax
",5
"fub fun
",5
"its a great game to pass the time.
",4
"highly addictive and fun!
",5
"i love this game!
",5
"i like this tap fish game, its like i hav my own pet fishes everywhere i go.
",5
"the app is awesome!
",5
"use to really like the game not so much any more.
",1
"one of my tanks disapeared and had my cute angel fish and some money makers and decorations are just gone thinking about deleting if they won't help me out
",1
"good way to pass the time
",5
"this game is my fav and it is fun to make new breeds of fish
",5
"i used to luv it, now when i tap any bubble fish, the whole thing freezes.
",1
"booo! :-( :-p
",1
"poppinqq game !!!!
",5
"kept force closing
",1
"fun game to pass the time and play wil my kids.
",5
"rubish!!!!!!!!!!!!!!!!
",1
"worst game ever it doesn't even work i rated it 1because i have to
",1
"love it!!!!!
",5
"only issue is the game makes it almost impossible to earn free bucks.
",5
"it should start players off with more money.
",5
"you must spend actual money to fully enjoy this game.
",3
"this game does have cool graphics and can be fun to compare tanks with other people.
",3
"but, again, no money and your game will be stunted.
",3
"i also am not a fan of babysitting, as in making sure i feed them within certain time limits and cleaning the tanks.
",3
"hate it when my fish die!
",5
"i love this game !
",5
"this game is addictive.
",4
"i spend a lot of time playing...
",4
"daughter loves to feed the fish!
",5
"i like the game.
",5
"just something to relax and play after a long day in the office.
",5
"very fun game to play.
",4
"hellz yeh
",5
"great game would recommend
",5
"great for relaxing moments without taking up too much time! !!
",4
"love this tapfish app its so addictive
",5
"used to love this game.
",3
"upgrades ruined it.
",3
"takes forever, force closes, if it's better in any way i musta missed it.
",3
"great play
",5
"my 7 yr old loves this.
",5
"easy to do and fun.
",5
"has many levels and tanks.
",5
"good variety of fish, backgrounds and extras for the tank.
",5
"best thing is that i haven't paid a cent!
",5
"at level 9 and over $30,000 and 15 fish bucks
",3
"great game
",5
"the most realistic fish games.
",5
"seems real with exciting new breeds coming daily and decor that's awesome
",5
"great game
",5
"its simple but cool and cery adicting.
",5
"not much to do once the fish have been fed the tank is cleaned and everyone is happy.
",4
"the best fish game there can be..
",5
"great app
",5
"great game
",5
"love this app!
",5
"my 4 year old and i play this all the time, for a couple years...even used it as potty training prizes lol
",5
"app but as of late is seems as though the developers have become greedy.
",3
"i luv this app n play it every day i can!
",5
"awesome game love it!!
",5
"pretty cool.. .
",5
"i love breeding the fish
",5
"awesome fishy game can set as background too!!!
",5
"it's fun but needs more ways of earning fishbucks.... not everyone can afford to buy them
",4
"nice game  good for adults or kids
",5
"wish they weren't so complicated to get!
",4
"awsome i love it the fish r u sooooo exotic
",5
"a lot of fun!
",5
"there is a memory sign says low that pops up but doesn't stop you from playing.
",5
"the game does not stop running very often from connection.
",5
"install to play!
",5
"cool game
",5
"nice little game
",5
"okay game.
",3
"has issues connecting to internet.
",3
"wish it didnt take soooo long to earn coins or to breed other than that i love this game.
",4
"had to uninstall because i moved to my sd card and back to my phone and out wouldn't open lost all my fish and tanks
",1
"i love this game!!
",5
"i play it 24/7.
",5
"im always excited to check on my fishes:)
",5
"cute game!!
",5
"befriend me: sexybay...u earn xp's an $ for visiting friends & every level up u earn 1fb..level up faster, sell gr snapper.
",5
"hope it helps
",5
"love this game!!!!
",5
"tap fish
",5
"they can't seem to change my game over correctly.
",2
"been nothing but a hassle and stupidly i spent real money on fish bucks.
",2
"a lot of fun raising your own fish
",5
"nice job i likes
",5
"pretty fun.
",5
"i prefer fish live but this is a pretty good game i am enjoying it
",3
"great game but there should be an easier way to get fish bucks
",4
"i love this game very addictive but i dont like how its so hard to get fish bucks and that some of the challenges need quite a bit of them and the quests
",5
"tap fish is a realy, realy cool game
",5
"the game forces closes  evertime its started and now new phone and got them to transfer to this phone and i can't even load the game cause it wants to force close
",1
"the erotic ads that are displayed in my windows are really awkward... where is this coming from?
",4
"i don't download similar apps or look up related topics on my phone, what the hell.
",4
"i use the bus and i'm embarassed that my seatmate will see it.
",4
"or is this a strategy to make me use fish bucks to remove ads?
",4
"it's ddam guddd
",4
"decent game time consuming
",4
"my son loves this game!
",5
"he likes it when the fish get bigger/grow.
",5
"takes two taps to start up app on htc 3d.
",4
"please fix start up problem
",4
"this game is addicting, just wish you could sell your coins for bucks....
",4
"loads of fun very addictive
",5
