text,rating
"At first I wasn't quite sure the best way to use it, but after playing with it a bit, I found that even if you just utterly mash the keys and hash out words very quickly and sloppily, since it does such a great job at predicting your words it will still work very accurately.
",5
"Then if you have longer words in your sentence it's a lot quicker to hit one button to complete the last 6 letters of a word than to type it all out.
",5
"At first glance it seems like it's just another autocomplete, but it's so much more functional than that.
",5
"I couldn't type well until i downloaded the app.
",5
"Add emoji
",5
"Predict row gone after standby.
",2
"Backspace on auto correct doesn't undo correction.
",2
"Long press predict doesn't have similar words.
",2
"Reading the couple of reviews that wanted this program to understand text message shortcut language and then spell it out, I had to respond.
",5
"This is an awesome program.
",5
"It fixes my typos (which on a smartphone are often and many) almost always.
",5
"I would be a tenth as fast as what I am, without this program.
",5
"This is exactly what I've been looking for!
",5
"Love the keyboard but I frequently get ""cannot load language packs"" error.
",3
"Big pain in the rear.
",3
"Worth every penny, swapped my iphone 5 for a note 2 and was disappointed with the texting this app solves all the issues.
",5
"Best keyboard app on the market.
",3
"But the lack of customization is really this app back.
",3
"Everyone is obviously asking for it,  so let's make some progress please.
",3
"I love this keyboard but rhe original layout is tacky.
",5
"The pumpkin one looks amazing though.
",5
"If there was a green or red version of pumpkin i would be even happier.
",5
"Overall awesome though.
",5
"I would like to see a button to minimize the keyboard like the go keyboard.
",4
"Need update to get rid of bugs.
",3
"Bug1 - when swiping (ie to delete a word) , the last key touched is then entered.
",3
"Bug2 - auto-input of words seems a bit off.
",3
"Ie it is inputting words when I'm not requesting it.
",3
"Hard to explain the second?
",3
"Been SO sluggish lately.
",2
"I WANT NEW F****** DESIGNS.
",5
"So many options.it learns the way you type.looks great..what more could you ask for?
",5
"And the dedicated number pad is what every keyboard should have.
",5
". I sometimes have to wait up to a minute for the keyboard to appear.
",2
"Shouldn't have to restart my phone to be able to type an sms.
",2
"Also it seems to forget everything it's learnt on occasion.
",2
"Why did I pay for this when it seems to also be free and identical?
",2
"It's the best keyboard I have used by far, and I love the themes (but maybe a couple more?
",4
"Or a way to make our own?) but it has issues with certain words like page, which it often automatically capitalizes or it will change ""love"" to ""live""
",4
"It appears to be a minor glitch and not an actual function of the keyboard itself.
",4
"In lieu of these aforementioned issues being adjusted, I will gladly grant 5 stars.
",4
"^o^ Overall, an excellent job, you guys!
",4
"Can't download English US.
",4
"Forgets all my presets.
",4
"Still the best but has tapered back to the field a little.
",4
"Amazingly useful, had I known about this app earlier, would have switched from ios a long time ago.
",5
"Definitely helpful when I need to respond to something quickly.
",5
"It learns and may become smart enough to kill you.like in ""I, Robot"".
",5
"It makes it super easy to text in English then portugu闃?without having to switch to a completely different keyboard.
",5
"Found and reported a bug via email.
",1
"Developer won't respond unless I register for their forum.
",1
"This isn't customer service.
",1
"100% cannot live without you SwiftKey!
",5
"Hate hate hate the numeric keyboard.
",3
"With the new jelly bean update is there gonna be any support for emojis within this keyboard
",4
"I just wish they would come out with a lot more themes or give option to install custom made themes by other people
",4
"Isn't flawless, but it's assuredly the best on the market.
",4
"Much better than original Android keyboard!
",5
"Love the customisation options and themes!
",5
"Great but need an option for 4.0 and above to suppress language key in the status bar.
",3
"I deleted the stock keyboard because this is so good but I still get that because of voice typing.
",3
"Add that in and some more themes and it will be 5stars.
",3
"Have had the app for  > 6 months now, and as it continues to learn my usage, I'm getting down to typing as little as 25% of my final text.
",5
"Thanks guys, for writing this app !
",5
"What a great app so easy for for peeps with fat fingers.
",5
"I Only took me two hours to type this instead of the normal four!
",5
"Started using this the other day and I am amazed at how much better this keyboard is compared to the one that comes with the phone.
",5
"Much more accurate typing and the space bar is a lot bigger so I am not accidentally pressing unneeded buttons when I go to push the space.
",5
"This speeds up my typing so much, I just love it!
",5
"Bought it on S3 after using the trial for the full month, after which I had to upgrade which I obviously did.
",5
"The only downside to the trial is that I had to do 2 mins of settings upon installing the full version.
",5
"Runs smoothly and without any trouble!
",5
"Big improvement over standard Android keyboard.
",5
"But I do need to switch off some features that, for me, go too far.
",5
"Awesome at my sloppy big finger typing.
",5
"Fantastic, quite a mind reader!
",5
"With a recent update to Jellybean, SwiftKey no longer automatically uses predictions when texting.
",2
"I have to back out of every message and go back in before it will start fixing typos or using predictive text.
",2
"This is very frustrating and annoying.
",2
"Galaxy S3 with sprint.
",2
"Waste of money wot a rip off
",1
"I run my business from my phone.
",5
"I don't buy a lot of apps because I can usually find a free app that would do the job just fine.
",5
"I would buy this keyboard if it was 3 times the price it is absolutely awesome.
",5
"The way it anticipates what you want to type is almost scary.
",5
"Try for 2 weeks and see what you think.
",5
"I tried the free vs and was hooked!
",5
"Improved speed, freakishly accurate predictions, great layouts, attractive designs, makes typing on my phone more than just easy -I'm much more productive, too.
",5
"There is a horrible lag with jellybean, it shows up in Google now or right after a txt message is sent.
",2
"I saw this on an app review.
",5
"I downloaded the trial.
",5
"LOVED the trail so then I downloaded the FULL version.
",5
"Worth every cent. Wonderful tool to have.
",5
"I my typing accuracy is more better than before.
",5
"Some improvements should be made by increasing the amount of fonts etc and more personalising but apart from that this baby works like a charm and i wouldn't have it any other way!
",5
"I never thought I'd be paying for a keyboard.
",5
"But I bought after only a week of the 30 day trial.
",5
"Best setup and word suggestions.
",5
"This is great, absolutely love it and recommend it.
",5
"Very clever software that fixes most of my typos.
",5
"Just needs next/prev buttons on Web form filling like the Samsung keyboard has.
",5
"Way better than that default board with much more intelligent layouts.
",5
"?sign in the first page of num/symbol screen as well as the array of long press options.
",5
"Best keyboard app in the market!
",5
"I love this keyboard, I purchased I and it works perfectly in all save two situations:  use with google drive in typing long documents, it lags like crazy.
",3
"Use with google chrome it glitches out, becoming invisible and generally failing to operate.
",3
"freaks me out how it can predict my words kind of crazy but cool i hardly ever type the hole words any more just a few letters and it does the rest for me.
",5
"from a functionality standpoint it's great, but from a cosmetic standpoint it's lacking. need more themes.
",4
"I need the new update to swype in swift key!
",4
"This keyboard is perfect for me.
",5
"I wanted a bigger spacebar,  customizable layout and quick access to punctuation and emoticons.
",5
"The auto corrections are smart and configurable too.
",5
"I highly recommend this keyboard.
",5
"HTC Rezound.
",5
"Overall an interesting app.
",4
"Would give it five stars if some things would be attended to, like the ability to completely disable it on physical keboard, adding swype-like functionality or more complex control over automatic spacing or such removal of it in certain conditions.
",4
"Otherwise promising, bought to support.
",4
"Typing in 'Obama' will bring in highlighted suggested options 'is' which will also bring up the and then 'best' si it basically makes out ""Obama is the best""
",5
"Money well spent.
",5
"Have been struggling with the default keyboard on my new Galaxy 3.
",5
"Two weeks into the unhappy affair and I have finally got round to downloading SwiftKey.
",5
"I didn't realise how much missed you!
",5
"The best keyboard I've used.
",5
"Got this during a sale for 50% off and its the best value-for-money.
",5
"Its freakishly accurate in predicting my next words and symbols and numbers work like a charm.
",5
"I'd pay more for a beer so why not pay for a smart keyboard?
",4
"I I got the trial and less than a day later I bought it.
",4
"Brilliant for typing in different languages!
",4
"The ?character in Spanish isn't really needed these days though, hence my 4 star rating.
",4
"Wtf, it's draining my Batery, fix that please
",1
"Great app but they screwed croatian keyboard to the point of unusability
",3
"Awesome keyboard, end of story.
",5
"Swype works terrible on this phone, so this is a welcomed answer to the problem of typing.
",4
"The way it predicts my next word and corrects the current ones are just plain awesome.
",5
"I can just literally smash my finger around and SwiftKey will figure out what word I was trying to type!
",5
".but after last update it's total crap!
",2
"I'm using Croatian layout and we used to have Croatian letters underneath regular i.e. long press.
",2
"Now there are 5 croatian letters at most right making all keys unbelievably tiny!
",2
"And I don't want to type in landscape.
",2
"If you can't fix this (that ? is under c, ?is under z, etc) please refund me.
",2
"I'm sorry for one star, but this is completely your fault.
",2
"I tried this keyboard juat on a whim, i used to use the swipe input,but this way is a lot faster most of the time it knows what i am trying to say so it saves me from having to delete and try again,i would definitely reccomend this keyboard.
",5
"Wish I would have never updated.
",5
"Misses all kinds of letters now and not nearly as responsive as it was.
",5
"And hate that the question mark and period are the same key.
",5
"Until I had to reboot my phone.
",4
"Bought the tablet version then bought the phone version.
",5
"I am quite careless when I text sometimes I can write a whole word with only 1 or 2 letters right and it fixes it.
",5
"The prediction is ridiculously awesome and has a great memory on what you text often.
",5
"It also has cool colors you can choose from.
",5
"I've tried many keyboard but this one is the best of all.
",5
"Saved me hundreds of thousands of keystrokes.
",5
"Much better than stock Samsung, but like others are saying, a personal dictionary would be great and the word shortcuts.
",5
"It would also be great if you would release new features e.g. SwiftKey 'Flow' quicker.
",5
"Best keyboard out there, hands down.
",5
"Please add support for vlingo.
",5
"This keyboard is really great.
",5
"With it's adaptive speech, text predictions, voice input, etc., it truly is the best (and to think I used to use swype).
",5
"I have had 3 android phones and a tablet and I have this installed on all of them.
",5
"I even have it installed on friends' devices as well.
",5
"The only thing I can say that could certainly be better is possibly the auto correction and most definitely the grammar suggestions.
",5
"I like to be grammatically correct so it's an issue for me.
",5
"Every time my singular words get autocorrected to plural I wish I could get my money back.
",5
"This app is simply amazing!
",5
"A must have for every android user.
",5
"It even predicts when I'll call my mom!
",4
"It stores your strokes and you will have less chance to correct your spelling.
",5
"Android 4.2 keyboard is so nice looking,  please add a theme that look like that or add a theme with separate keys and no gradient shade on keys.
",5
"I do wish they would add different fonts.
",5
"This app is magnificent, it makes the default keyboard look like a piece of junk.
",5
"I hate this thing right noww i loved the old version.
",5
"This one doesn't put in the prediction if you press the spacebar and doesnt backspace the whole word if you just swipe it back and i dont like this layout change it back please!
",5
"I have used many a different keyboard in my life but this one is surely the best!
",5
"Give it a week to learn your writing style and it's predictions are perfect
",5
"How come it doesn't save the words that I have been entering for a lot times?
",4
"One thing I wish is that if we purchased this one, we get the tablet one free.
",4
"Other than that, I would never go back to a normal keyboard!
",4
"Great app.
",4
"Only complaint is lack of color options for the themes.
",4
"Otherwise amazing predictions and running smoothly.
",4
"I love the app, but I am still having the prompt come up asking me to select my default keyboard.
",5
"Every time I type it wants me to select default keyboard.
",5
"I'm mentioning it here because developer doesn't know either.
",5
"I have the Samsung galaxy.
",5
"I try to turn off my android keyboard but there is no option for it.
",5
"I know it's a android issue.
",5
"SwiftKey is easily the best keyboard out of the three that I've used (stock keyboard and swype being the others).
",5
"Not only is it more accurate with keystrokes and predictions,  but it also has a better layout and is more customizable.
",5
"I've been using it for about three months now and I'll never use anything else.
",5
"Well swift key is a great productive investment.
",5
"You will hardly type 30% of the text.
",5
"You haven't started using an S3 till you've used this app!
",5
"It makes typing a dream.
",5
"It reads my mind.
",5
"This app is the best thing on the market for sure!
",5
"It makes me want to type out whole paragraphs all the time.
",5
"I'm going to have to get the unlimited texting plan now or something.
",5
"Works great, looks great.
",5
"My only wish would be: that the typing field could be skinned to match the keyboard theme.
",5
"Long time user.
",4
"It's finally working on Chrome!
",4
"I don't understand why the predictions were so mediocre on my Rezound, but I'm thrilled with them on my Verizon Galaxy S3, usually.
",4
"Still wish for an option for the old small spacebar.
",4
"I don't like to inaccurately slide for punctuation.
",4
"Very nice app!
",2
"But why does nice app need more energy than the display. i had to deinstall it..
",2
"You cant beat thus keyboard.
",5
"Saves a lor of time.
",5
"I am new to android and this keyboard makes my 'Radpid' lifestyle so much easier.
",5
"Thank you SwiftKey!
",5
"I found one of the best apps for mobile.
",5
"Do you have similar program for desktop?
",5
"My typing speed increased like anything.
",5
"This is a good keyboard but has a tendency to lag when texting.
",2
"Sometimes I even have to restart my phone just to get it to work more smoothly.
",2
"It's annoying when it tries to guess the next word I want after commas and periods, but its Sooooooon much better than my standard keyboard system.
",5
"Pretty good,  comes up with some funny predictions though,  can be very annoying at times.
",2
"This app tight it just we just need more control over the keyboard more customizing
",4
"Needs Chinese language support
",4
"Absolutely handy..
",5
"Truly a superb app.
",5
"It must've saved me hours.
",5
"Really great vfm.
",5
"Good application for my Samsung Note 2.
",4
"Sometimes the auto correct feature doesn't appear and I have to exit the text message and re open it for it to appear.
",4
"I purchased the application but please address bug in next release.
",4
"Saves me so much trouble - often knows what I want to put even before I do! :p
",5
"I cannot judge anything.as I am not able to install the language files.when contacted support, reply is that they don't support custom roms.
",4
"please have an update which will support custom roms.or please alter the compatibility for app ,so that only people whose device will support the app will purchase .
",4
"Very much my keyboard of choice.
",5
"Takes twice as long to type a message due to all the errors I must manually correct.
",2
"On the other hand it is fun to just hit spacebar over and over to see what bizarre message it comes up with on its own.
",2
"This is a god send I have a small Android phone and fat fingers, this keyboard makes life so much easier for me :)
",5
"I've used most keyboards for android, I had the trial of this for a whole hour before I purchased the full version.
",5
"When transferring from the trial, it didn't keep my data.
",5
"I really enjoyed looking at my stats and my dictionary.
",5
"Maybe I did something wrong?
",5
"I hate the fact that you can't turn off predictions, and I also hate that you can't turn off the automatic space after punctuation.
",1
"Otherwise, this is a great keyboard.
",1
"I used to always use the Stock Android keyboard but have just found that the Jelly Bean one just isn't as good as this.
",5
"It's ability to correct what you type when you miss keys or mistype words is incredible.
",5
"My typing has become a lot quicker and I love the fact that there are so many options to customise this.
",5
"The prediction abilities are pretty amazing as well, it gives you a great insight into words that you use so often!
",5
"This is definitely the best 3rd party keyboard and in my opinion, the best keyboard to use on Android.
",5
"But pleeeeeease make more color skins available:-)
",5
"I came from the iPhone which made the Samsung keyboard the worst part of my day.
",5
"This app changed everything.
",5
"It's intuitive, corrects accurately 99% of the time and leaves every other keyboard in the dust.
",5
"Worth every penny.
",5
"Great keyboard.
",5
"I just love SwiftKey.
",5
"Ich liebe SwiftKey einfach.
",5
"For some reason when I paid for this app all the predictions went whack and it is much harder to write messages now not impressed.
",3
"Had this app for a while now,  all of a sudden unable to load language packs.
",1
"Saves me so much time when replying to emails and texts about my self defence classes.
",5
"Where I would have to repeat myself, or have to save a draft with all the info for a new student/client, I can now reply in seconds, but make the message/email more personal.
",5
"Trust me, it will save you so much time and effort that you will wonder how you managed without it!
",5
"First I was skeptical if it could be better than the normal Samsung keyboard.
",5
"And I must say its fenomenal much easier to write and so much for faster, love it.
",5
"It's magical how it detect what I intend to write, and also supports several languages at the same time.
",5
"Did extensive testing And Swift key was the cause of my widgets not refreshing.
",2
"Great app if it wasn't for that.
",2
"This keyboard needs to come into the 21st century.
",2
"It's missing swype and emojis.
",2
"I regret buying this app.
",2
"One of the only apps I've never had a problem with
",5
"The language pack finally downloaded so all is well for the moment.
",4
"The keyboard ant even keep with y fingers.
",2
"Works ok.  Don't like the look of it on ICS.
",5
"Plz make a nice ICS theme.
",5
"Every time I restart my Note 2 (AT&T Jellybean 4.1.1) it reverts back to Samsung keyboard.
",1
"I have to re select swift keys again to use it.
",1
"Please we need new and updated features in this our beloved keyboard app.
",5
"Likewise, a mini app version compatible with multi-windows feature in Samsung Galaxy note 1 and 2 is urgently needed.
",5
"I never comment on anything but had to about swift key.
",5
"This is by far the best app I have downloaded.
",5
"Need Support for Note 2
",5
"SwiftKey could be 5 stars but suggests Northumberland and Gloucestershire instead of words people use and wants to follow Julia with Roberts and Paul with McCartney so completely useless until that weirdness is sorted out.
",1
"My friend borrowed my phone to text our friend, and he said he could type faster on my phone than on his own iPhone, despite using Android for the first time.
",5
"Please work on Chinese input soon!
",5
"I hate switching to Google Pinyin.
",5
"This app is dam near perfect but i dont like that it doesn't have a swipe feature i dont like having to switch back and forth to use swipe which i use alot.
",4
"Awesome keyboard!
",4
"I wonder if there working on a jellybean theme keyboard?
",4
"Plain and simple I would have gone back to my Iphone if it wasn't for this app.
",5
"Everything you do on your phone is surrounded by the keyboard and the stock keyboard was absolutely terrible.
",5
"Shame on Samsung.
",5
"But the keyboard should have swype.
",5
"I've tried a lot of keyboards for Android and this is the best out of all of them!
",5
"For a fast typer I rely on the predictions and this is the best type of keyboard I need.
",5
"Predictions are awesome its like the app is reading my mind!
",5
"If you are going to spend money on any keyboard app this is it!
",5
"Very good  Very fast best keyboard out there
",5
"JB 4.2 REMOVED BUT I NEED SWIFTKEY TO TYPE.
",5
"I bought this app to support, I hope they add Turkish layout in future.
",4
"I'll raise it to 5 stars.
",4
"All my settings are set to use my SwiftKey as default,  but I have to open the SwiftKey app every time I turn my device on in order to be able to use it.
",3
"But I wonder; What's about speech input.
",5
"Couldn't SwiftKey come in after Google's speech recognition?
",5
"If Google is slightly wrong, SwiftKey would know better out of the context.
",5
"Obnoxious keyboard, no way to turn off predictive tabs at the top.
",1
"Highly customizable, great auto-correct, fast (never misses a stroke).
",5
"Does not work with Jelly Bean Update: 17/11/12 - problem resolved by update.
",5
"The latest version is awesome.
",5
"Works very well on my Samsung Galaxy Note riding on the 4G LTE network.
",5
"SwiftKey also works on my Android Tablet.
",5
"I love this keyboard!
",5
"Definitely worth the money and I never buy apps just wish it was more customizable.
",5
"I had a copy of swiftkey x I could not live without.
",5
"4.1 rolled out to my GS3 and Swiftkey x was acting up so I upgraded to this.
",5
"Great keyboard but I have a difficult time submitting text I have entered using this keyboard on most websites.
",3
"Also I find its slower to respond than Skype.
",3
"Maybe this will improve in future versions.
",3
"love this!  wish it had the ability to use swype as well.
",5
"The keyboard isn't that great.
",1
"It's so annoying going back to change something multiple times.
",1
"I typed dad and it switched it to fad.
",1
"Keyboard sucks!
",1
"Used GO keyboard before, this one feels better with better prediction and some nice features
",5
"This is the only app I have ever bought for my phone!
",5
"It's such a time saver and I love it!
",5
"Cant function with out it.!
",5
"I tried the trial and was very impressed.tried to go back to the standard samsung keyboard and there is no comparison
",5
"Download the trial, as i did, and i guarantee you will happily pay for the full version when it expires.
",5
"Excellent App!
",5
"This has to be in the top 3 of my favorite keyboards.
",5
"I've been using gesture and predictive keyboards on android for a couple of years now.
",5
"When I upgraded to android 4.2, I uninstalled Swype.
",5
"But the android keyboard even with gestures disappoints me compared to Swiftkey, which is better at prediction and as solid and reliable.
",5
"I cannot wait for Swiftkey flow!
",5
"More themes please, would be great a way to create customized themes
",5
"This keyboard is amazing cuts down typing time into fractions
",5
"Some minor issues, but by far the keyboard.
",4
"Pls update for note 2 one hand operation also putting numbers up top like default keyboard then this is the ultimate app
",3
"I used the trial and really liked it-would actually like to see more theme choices-how about black background with red or pink-red background with black or blue-even white?
",4
"My Typing App.
",5
"Every time I restart my device I need to make SwiftKey as a default!
",1
"Have tried for days to download English language pack.
",1
"Each time I get download failed.
",1
"The keyboard is great makes me type so much faster wish there was swipe though.
",4
"Zero lag, great features and themes
",5
"Someone needs to add a forward delete button.
",1
"Talk to text,  wow,  never write a text message again,  neon keyboard looks great,  but it
",5
"Better than the vast majority of standard keyboards and probably the best keyboard in the market.
",4
"However, it would be better to have a larger, much larger, selection of themes!
",4
"Leggy Tosroe.
",4
"Awsome typing, even in spanish or english
",5
"Way better than the stock keyboard,  and I think it's the best on the market.
",5
"Please add more skins!
",5
"Like all the other buyers who bought this app said: I don't usually buy apps.
",5
"But when a friend of mine recommended it to me and I downloaded it, I have been amazed by it.
",5
"It is accurate beyond belief.
",5
"You would think that a keyboard app couldn't be THAT great, but that is where most people go wrong.
",5
"SwiftKey is not your ordinary app, it is of the next generation.
",5
"TLDR: get it, it'll be worth your time and money.
",5
"This is the best keyboard bin have ever used.
",5
"Definitely worth the price.
",5
"I install it but key taking me off the swift key goes back to regular keyboard what sup with that
",2
"Love that it's amazing at predictions.
",5
"Annoying and no better than normal keyboard.
",1
"Won't let you type in certain words easily and will often incorrectly guess and change words.
",1
"Even writing this it annoyed me a number of times.
",1
"Just plain awesome!  :)
",5
"Best typing app on the market.
",5
"Good predictions and very helpful when my fingers don't hit the right keys.
",4
"It's the only app I have ever paid for.
",5
"Saves so much time.
",5
"It's going to reduce the number of carpel tunnel cases in this world.
",5
"Best keyboard in the android market!
",4
"Predications are quite accurate.
",4
"Would be 5 stars if there is Chinese language input and one-operations keyboard.
",4
"A personal dictionary would be ideal too!
",4
"First I was disappointed by Google, because Chrome and Google Now were so laggy.
",3
"But then I found out that Swiftkey is the problem.
",3
"There is much less lag with the stock keyboard.
",3
"There is no Chinese language available until today?
",2
"Pls update soon!
",2
"***Pls don't buy if you want to type in Chinese.***  2.
",2
"Would appreciate if user can configure single space bar to select prediction & double space bar to always insert a full stop.
",2
"(both to work at the same time time)   3.
",2
"Can't scroll down when keying in pop up message, like filling up review now.
",2
"So I can't press ""ok"" and have to revert to HTC Sense keyboard.
",2
"Really great and helps improving the writing speed but there is one things I don't like.
",4
"If you try type for example 10 or 15 or something like that it always wants to correct it t the first number only.
",4
"Not that accurate if you enjoy tapping the buttons instead of gliding.
",2
"Keeps crashing when trying to tag posts on Tumblr app.
",3
"Emoji support would be awesome to.
",3
"Works way better than my phones built in swype.
",5
"I think the predictive text stuff is just fantastic.
",5
"More themes please is all I ask!
",5
"Swipe functions broken
",1
"Du bliver positivt overrasket. jeg lover det. :-)
",5
"Keeps force closing before I even finish enabling.
",1
"Need you say more?
",5
"Okay fine.
",5
"It learns how you talk to better predict you and save you time.
",5
"The heat map is amusing also lol!
",5
"Auto correct is horribly inaccurate.
",1
"best keyboard out there with the some of the ugliest themes
",5
"The auto space after a full-stop is ridiculous.
",1
"Allow the option to turn it off.
",1
"If you haven't tried A.I.type Keyboard, then you're seriously missing out.
",1
"I never really got into typing on smart phones before.
",5
"I use it for German and English and it's easy to switch language, I easily get all the ?, 眉's etc whilst keeping the prediction language I mainly need for that text.
",5
"I was actually looking for a keyboard that kept the extra line for the numbers.
",5
"But holding 'till you get the extra click works really well and the text prediction saves me so much more time.
",5
"I bought it after less than an hour!
",5
"Great job!
",5
"No no no! I was looking for an iPhone like keyboard but this does not cut it.
",1
"Sorry guys, it's slow and autocorrect is sub par.
",1
"Download the stock ICS keyboard and get the real android experience.
",1
"Love this keyboard!
",5
"This is a awesome app.
",5
"Way better than they stock keyboard.
",5
"Are there some hidden keys?
",5
"I only ask because somehow I manage to insert a fish when I press on a blank word prediction square above the predicted words.
",5
"Would give 5 stars if have more skin colors.
",4
"I was totally shocked by how much less typing I had to do.
",5
"It recognizes commonly typed sentences and allows you to choose the word.
",5
"This app is a keeper.
",5
"This is by far the best keyboard application on the android market!
",5
"Then a couple updates hit and screwed up the word prediction.
",2
"Has quite a few bugs with jelly bean like it always asking to select input method.
",2
"In all it got quite frustrating to use and personalization didn't seem to help a bit.
",2
"I had to uninstall and go back to the stock keyboard.
",2
"I absolutely fell in love with this keyboard after I tried out the demo version.
",5
"I vowed to buy it once I got my GS3 and have not looked back since.
",5
"I love it and would recommend it to anyone.
",5
"On gingerbread it was lighting fast.
",4
"On ICS its slow and gets caught a lot while typing.
",4
"Amazing will never use another app
",5
"The Samsung stock keyboard is appalling, this is not.
",5
"Quite simply put, if you try this app and get used to it you'll find it very difficult to go back.
",5
"I don't normally purchase apps, but for the sake of a pint, I made an exception for this.
",5
"Love this keyboard - coming from a phone with a hardware keyboard (Nokia N900), I was a bit nervous about moving to phones with soft-keyboards.
",5
"After downloading Swiftkey, I'm more than happy and love the learning type-ahead and it's ability to work out what I was trying to type when my big thumbs get in the way!
",5
"Great app.
",4
"The predictions work absolutely fine for other languages.
",4
"Will give 5 when swype is implemented.
",4
"I love this keyboard but u guys have to get better key sounds :( I don't like the one u have now!
",4
"I love this keyboard!
",5
"I actually can type without looking at the phone sometime. just Great!
",5
"It would be perfect if there was a backspace key!
",5
"Awesome once configured
",5
"Finally a use for Facebook and hundreds of SMS messages!
",5
"There had been highs and lows for this keyboard but it's the best and only one for me.
",4
"Better at learning words in my native language but would be better if it actually had my language.
",4
"Filipino/Tagalog pack and emoji plugin then 5*.
",4
"Would give 5stars if there's an option for Chinese language
",4
"Found out that this is overrated and auto correction can be a PIA.
",1
"Worse thing is that this keyboard drains your battery life.
",1
"I did some research on the Web and sure enough, other people are reporting the same issue with battery life.
",1
"Please fix battery drain problem.
",1
"I disabled Swift Key and my battery life has improved.
",1
"If you're thinking about getting this wait until the battery issue has been resolved.
",1
"If you could slide your finger to text then it would be amazing.
",3
"I'm using TouchPal!
",3
"Incredibly intelligent and fast keyboard software.
",5
"This keyboard makes it very easy to actually type things correctly on your phone instead of having the spelling and grammar of a second grader that is characteristic of many messages typed on cell phones.
",5
"Great keyboard,  not a fan of the smile face button though,  an option too remove that would be great
",5
"Sooooo slow.
",5
"I cannot fault this app.
",5
"No support at all.
",1
"no one to contact if u have problem.
",1
"whenever i wanna use the sign () it always write wrong and impossible to use.
",1
"many people try to contact and complain but nobody answer there !
",1
"i have tried to ask if possible to add ""numbers"" on top of the keyboard like on Samsung original keyboard and they sent me to write on their blog.
",1
"but no one answer, nobody care.
",1
"when they became good, they just ignore the customers at all.
",1
"i wish i wouldn't pay them !
",1
"p.s. it help to correct mistakes but in the stock keyboard i dont get any mistakes at all.
",1
"after a yer of disappointment and ignorant i am going back to the stock keyboard.
",1
"I didn't believe the hype but it makes typing so much better.
",5
"So much better than stock
",5
"Seriously, swear words are not allowed to be added to dictionary.
",1
"Otherwise good but don't upgrade to a tablet or they will make you pay again.
",1
"Going to go stock 4.2 keyboard.
",1
"Oh and the software hangs you wait and wait then it works.
",1
"It's a keyboard there is no reason why it should hang.
",1
"I shouldn't have to wait for my input device to load.
",1
"I type in spanish and english all the time.
",5
"With this keyboard I don't have to switch languages back and forth.ever!
",5
"Excellent keyboard app!
",5
"When my trial ended and went back to regular one, I immediately bought the full version.
",5
"This has been my very first paid app i've gotten.
",5
"Definitely worth the 4 bucks.
",5
"Horrible lag. <---- that message took 5 minutes to type.
",1
"Half of the time it's great, but also the other half of the time I feel like throwing my very expensive phone at a wall.
",3
"It seems as though it has become worse the longer I have been using it.
",3
"In fact I'm using SwiftKey to type this review.
",4
"I find the keyboard buttons more accommodating than on the default (JB 4.1.1) Hold-for-punctuation key is great.
",4
"Though the stock keyboard has this as well, I think SwiftKey did one better by distributing the special chars across more keys.
",4
"Prediction feature is snappy as it doesn't ask for permission to add to dictionary every time there's a new word.
",4
"My one complaint is that the accent char (usually with ""~"") is missing on UK keyboard as far as I can tell.
",4
"Its getting laggier very single update they released.
",3
"Usually takes a few seconds to keep up with my speed.
",3
"I have used many other keyboards and o have not been able to find one that comes close.
",5
"Make sure to take the long press time way down so you won't need to ever switch to the other screens!
",5
"I miss the classic Alphanumeric KBD on portrait mode.
",3
"Amazing and so clever!
",5
"Any other keyboard just doesn't cut it.
",5
"There is no better keyboard in terms of feel; how it feels to type with SwiftKey!
",5
"I would like to request two additions though: 1) to press anywhere in a word and be able to edit the whole word from that spot, not just the part of the word that's before it.
",5
"2) An option for the Galaxy Note/2 (and maybe other devices) with the ability to switch to a stylus friendly space where you can write out words like in the Samsung keyboard available for the Note 2!
",5
"I hated typing on my phone until I got this app.
",5
"Best keyboard, unbelievanly accurate prediction, and it now has Swype.
",5
"This is by far the best keyboard app for Android.
",5
"Well worth the investment.
",5
"Samsung Nexus.
",5
"Absolutely fantastic app.
",5
"Well worth the money.
",5
"My typing has improved massively in both accuracy and speed.
",5
"This keyboard is pretty good in general.
",2
"But it is lacking in languages it supports.
",2
"Realised it doesn't support Chinese after buying.
",2
"Please include Chinese for this.
",2
"i just got this yesterday, i had my doubts just like anyother key board and at first it was to me then i realized i wasnt even typing the whole word when i was texting lol and now i cant stop!
",5
"More themes plz update
",2
"Best typing system so much better than the standard Samsung one
",5
"Enabling SwiftKey makes my phone freeze frequently.
",1
"If you do not have this app and you text a lot then you are missing out hands down
",5
"Save me a lot of time when typing, excellent predictions, excellent performance using two languages at the same time.
",5
"In my case Spanish and English.
",5
"First app I bought, the developer deserves that buck.
",5
"Please add a casual black and blue theme (like the dark theme, but blue) and a black and red theme would be nice!
",5
"Great app I love it a lot.
",5
"This keyboard does a great job with its predictions.
",5
"I love when it knows the entire text I am trying to send! It is rather pricey, but definitely worth it!
",5
"Awesome, wish I could get more theams, but as close to perfect as you can get
",5
"Google's ICS keyboard isn't bad, but besides that I have never used another keyboard that even compares to this one.
",5
"I love the swipe to delete a word, and building sentences with the predictions and laughing.
",5
"Well worth the money I paid.
",5
"Update: lately when I open the keyboard sometimes the predictions don't show up until I close and reopen it.
",5
