text,rating,informative
"fix this and overall its a nice 1
",3,0
"For now I give it 3 stars when added I will give you back the other 2 stars Deserved.
",3,0
"But iys pretty good
",3,0
"The app started to get better this past fall but now is back to doing the opposite.
",1,0
"I'm using a Motorola RAZR 4g phone.
",2,0
"Garbage app ignorant creators!!
",1,0
"This app is great to use.
",4,0
"Fix whatever bug is please~~~~~~~~~~~~
",1,0
"Even tho I have 2000 friends, it should still load.
",3,0
"Nice updates.
",3,0
"Wish I never updated.
",1,0
"This app is awful and i can't believe anyone would develop something so crappy.
",1,0
"Galaxy Note II on Jellybean..
",1,0
"The last update is terrible.
",1,0
"Yeah, all these newer updates suck.
",2,0
"I mean, I'm happy to have fb on my phone regardless, but it never worked this crappy is all I'm trying to get at.
",2,0
"who doesn't love Facebook
",4,0
"I'll just use the web browser from now on.
",1,0
"It's an app for your phone.
",4,0
"And if its an issue then get rid of your phone.
",4,0
"But it will get better with time.
",4,0
"Bout done with facebook apps..
",1,0
"Please try to solve it!
",4,0
"This is a very bad update.
",1,0
"pretty happy.
",4,0
"I have shifted to Facebook app from friendcaster.
",4,0
"I'm going back to the mobile site!
",1,0
"I have to use the web version from my phone.
",2,0
"You guys suck at this.
",1,0
"If you have a version that's working on your phone stick with it.
",3,0
"Sucks I HATE THE NEW UPDATE.
",1,0
"My mobilw browser is 100 times faster.
",1,0
"Facebook needs to make this more simple rather load it up with wasted features.
",1,0
"Hope this gets sorted soon!
",2,0
"With each new update Facebook is getting worse and worse.
",2,0
"u charge to talk to Mr vain
",1,0
"Since your last two updates you have made fb on my phone useless thanks.
",1,0
"How about beta testing the next update before releasing it.
",3,0
"Subpar actions for such a large company.
",3,0
"Updated for bugs constantly.
",4,0
"Fire the devs because apparently they lack the knowledge to make a good product.
",1,0
"I've always had good luck with the app, but not anymore!
",4,0
"Is intuitive, functional and stable.
",4,0
"And the images open instantly!
",4,0
"Aft repeatedly update..
",3,0
"You guy really to improve!!!?
",3,0
"""network error"" every couple minutes.
",1,0
"dont care about seeing other apps.
",1,0
"Annoying app
",1,0
"12-13-12 update was great!
",1,0
"Love the new look.
",1,0
"Tired of waiting on this BS tiktok
",1,0
"Horrible update.
",1,0
"Needs A LOT of serious work!!
",1,0
"Please help me out, so frustrating!
",2,0
"do Not update to this version.
",2,0
"This is the waste update .
",1,0
"The older version is working good and it is speeder than this new version .
",1,0
"Get your ****ing act together guys!!""
",1,0
"It won't work ahh
",1,0
"Can you people at fb ever just do anything right?
",2,0
"People, DO NOT UPDATE!
",2,0
"the old version was way better
",1,0
"The first time I updated it ruined everything!
",1,0
"I update every time only in hopes one finally works and puts me back to the old version but I say never update if you havent yet.
",1,0
"Works fine just like it says
",4,0
"Good fr conecting to many many frnds.
",4,0
"Super annoying!
",1,0
"I hate this new update!
",1,0
"I've uninstalled and reinstalled several times!
",1,0
"Whatever you did please change it back, NOW!!
",1,0
"Not reinstalling again until somethings fixed!
",1,0
"This app SUCKS!
",1,0
"You update the app and make it worse.
",1,0
"This is excellent my friend
",4,0
"Before the last updated is better than the last one.
",1,0
"Pretty please a better update faster as possible.
",1,0
"This is terrible for the last few days Facebook has been acting extra terrible .
",2,0
"Utter shite.
",1,0
"Testing of updates needs improving before software is released.
",1,0
"Worst app in market.
",1,0
"Useful apps
",4,0
"Regardless though gotta hv my fb.
",2,0
"Very usefull and fast FB browser . :-)
",4,0
"Nice app but needs to be updated
",3,0
"stays updated, faster loading, pics dont freeze & they LISTEN TO THEIR USERS.
",1,0
"Simply crap.
",1,0
"The app is ok otherwise .
",2,0
"Fix and ill reinstall.
",2,0
"It's the worst won't run
",1,0
"bad version.
",1,0
"After installation it becom 30mb+ size .
",2,0
"So better try to fix this:-(
",3,0
"Pls give me the old version back.
",1,0
"This update is very good about other update
",4,0
"Timeline is so  great love the new app
",3,0
"For 2 days, I have not been able to use Facebook on my mobile.
",1,0
"Its not wrking 4 me eithr this is reali suck!
",2,0
"Another update, another mess.
",1,0
"was fine before last update
",2,0
"I am getting sick and tired of the app often not refreshing.
",3,0
"Improvement builds perfection.
",4,0
"And these guys are doing a great job.
",4,0
"I find myself accessing the regular site often to do things that should be simple to do here.
",2,0
"It saves battery and data.
",4,0
"other apps run faster when FB isnt always active.
",4,0
"Not on the app, or my phones web brownser.
",1,0
"This app STILL f***ing sucks.
",2,0
"Can you get a version that just plain works??
",1,0
"It isn't my connection!!
",2,0
"It's great nd fast to use on 2g network
",4,0
"Get it together Facebook seriously, please!
",2,0
"What in Christ's name have you moron developers done to FB
",1,0
"The new update is terrible.
",2,0
"I uninstalled and reinstalled twice with the same results.
",2,0
"Best baaghi balagan
",4,0
"Awesome app .
",4,0
"Its really a great application for android.
",4,0
"Much better than precious versions
",4,0
"After the first time I tell the app that I do not want to import my contacts I would prefer it not ask every freaking time I open the app up, its ef'in retarded.
",2,0
"I have always loved this app
",4,0
"Everyone is complaining about so FIX IT ALREADY because your new update didn't f***in do it!
",1,0
"I end up using my browser anyway most of the time.
",3,0
"Working Quite nice after new updates.
",4,0
"Fix are looking real nice.
",4,0
"I have to use friend caster.
",1,0
"Minus three stars.
",1,0
"New update seems to b faster.
",3,0
"Just stop this app if u can't make anything sensible.
",1,0
"This is absolutely insane.
",3,0
"Saves maybe half of your likes.
",1,0
"Why can't u guys get it together if u Wana compete w apple you really need to do a better job seriously they're version is 100 times better wonder if we all delete it would you make it better then hmmm
",1,0
"A lot of updates and never one good.
",1,0
"They are consistently bad.
",1,0
"Fix it or i hv to use fb from my phones browser.
",1,0
"you ruined it with the last update smh
",1,0
"Very easy way to check facebook on the go.
",4,0
"Since I upgraded the new upgrade on fb there's some things I realize I can't do anymore.
",2,0
"old version was better
",2,0
"Typical of everything Facebook really.
",2,0
"Its okay if you like facebook
",3,0
"I love staying connecting with the facebook app
",4,0
"Please do some fast,light and reliable application
",3,0
"Withdraw it and let people use a working solution - the previous version.
",1,0
"Bring back previous version.
",1,0
"Ever since the update this app is horrible.
",1,0
"when just before the update it worked fine.
",2,0
"The share feature is good!
",4,0
"Facebook emplyes get payed for nothing, couse that's what they do.
",2,0
"The worst since update!
",1,0
"This is a bunch of BS!
",1,0
"This version is very smooth
",4,0
"Concentrate on speed because speed matters.
",1,0
"Old version worked better but still EXTREMELY disappointed and annoyed.
",1,0
"It is much more faster to brows with default browser
",1,0
"Overall,  this application has a lot of problems due to straying from the working formula.
",2,0
"Poorest app , I ever operate, new update is not good, recommend not to download, I going to uninstall that, bakwas app.
",1,0
"Lame facebook, lame.
",1,0
"Hopefully the native app update comes soon.
",2,0
"It works on my phone (HTC wildfire s) with troubles
",4,0
"And web isnt working either.
",1,0
"At least it didn't push them into my google contacts this time.
",1,0
"I didn't like new facebook .....
",4,0
"this app needs improvement ASAP.
",1,0
"Doesnt deserve any star.
",1,0
"Its been like this for about a month now and still no fix.
",1,0
"Ok but updates should be improved
",4,0
"I won't install this again.
",1,0
"I recommend using this app never gives me problems..
",4,0
"getting really frustrated bout to delete fix soon please :-)
",1,0
"So much bugs and features missing compared to the mobile version.
",1,0
"I absolutely hate this app.
",1,0
"Mobile site sucks just as bad.
",1,0
"its always the best of alk sites!!!!!!
",4,0
"When are you ever going to update this mess?
",1,0
"Hope this gets fixed soon!
",3,0
"I don't usually have problems but this is my 1st time.
",1,0
"Update soon or ill delegate the whole thing
",1,0
"Dis app is good bt not best
",4,0
"I love facebook it is the best social site right now!!!
",4,0
"Cool, last update is better than before.
",4,0
"I love the new update of facebook now its really fast more update pls.
",4,0
"Theres some little bit bugs that need to fix but overall great app for me :)
",4,0
"this update is great as it's faster than the past and the interface is changed.
",4,0
"This live updating is awful!
",2,0
"So now i'm downgrading this app from 4 stars to 2 stars.
",2,0
"Come on with these crappy updates.
",2,0
"But recently its been garbage very disappointed
",4,0
"like it soo much <3 :)
",4,0
"I have tried both apps on my Smartfren Andro, cheap Android with 1 Ghz processor.
",4,0
"Facebook official app is more fast when we got notification, because this app use push.
",4,0
"tell me how that makes sense?
",4,0
"it didn't say that on my old phone (the LG Esteem) please fix 3 stars till fixed
",3,0
"Now come on I'm on high speed virgin wireless on a Nexus 10.
",3,0
"Rating refers to latest update.
",3,0
"Fix, please for Galaxy Note 1.
",3,0
"Will use full internet site till then.
",3,0
"You would think the FB app should be one of the best contributing apps in the Play Store.....
",4,0
"This is an awesome app.
",4,0
"no longer i need to use the regular Internet;)
",4,0
"I think there may be a bug or glitch in the last update.
",3,0
"The app basically keeps you connected and updated about your family and friends via Facebook.
",4,0
"You can do watever you like..
",4,0
"I gave u a bad review previously...
",4,0
"Excellnt application
",4,0
"I love the new pop-up post viewer and how the new posts on the feed are moved to the top rather than automatically updating the entire window.
",4,0
"More efficient and faster
",4,0
"It works so good on my tablet really happy!!!!!!!
",4,0
"Every time there is an update the app just goes further down hill.
",1,0
"Looking forward to more cool updates. :)
",4,0
"Its very good fr facebook users
",4,0
"for one of the top 5 apps downloaded I'm disappointed over and over again.
",2,0
"This ap sucks.
",1,0
"totally frustrating.
",1,0
"Used to love this app.
",4,0
"Much better since update
",4,0
"This update confessed me to rate it with 5 stars..
",4,0
"Hell of an app...
",2,0
"freaking its so glitchy!!
",2,0
"The old glitches are just being replaced by new glitches!
",2,0
"With every update there seems to be less things available to do on the phone.
",2,0
"Why change what was working fine?
",1,0
"Good App Until It's Updated !
",4,0
"May I know what's wrong with Facebook recently?!
",2,0
"I only really use the app for a quick way to upload pics but I like it fairly well
",4,0
"Communication king
",4,0
"Best app on google play...
",4,0
"This is the fourth time I install this app after long time.
",2,0
"If not because all my contacts are there I would not use the app.
",2,0
"Major Improvement
",3,0
"used to work flawlesly until the recent update which kinda busted the app...
",1,0
"Liked it better before
",1,0
"Not sure what else to do besides using my laptop.
",1,0
"Worked prior to update.
",1,0
"Worse then the real facebook.
",2,0
"Worked great for two days.
",1,0
"This update is awesome
",4,0
"Wonderful app wonderful thngs.
",4,0
"I am a regular fb user bt this version makes me think should I use fb this poorly?
",1,0
"Seems like every update is worse and worse.
",1,0
"I wish they would juat fix this app right and then quit messing with it.
",1,0
"Total junk, Facebook is worthless, updates don't do anything.
",1,0
"Why don't you actually fix something that will actually make Facebook work.
",1,0
"Worked better in iphone before.
",1,0
"One star just cause i have to leave one!
",1,0
"Update to my last review.
",2,0
"I dont like the old facebook
",4,0
"Terribly dissappointed...
",1,0
"It is the worst app
",1,0
"I've had this app for a year now and after all the negative comments and feedback, they still can't get it right.
",1,0
"Nice Improvement
",4,0
"I can comment on others and use on my pc.
",1,0
"Latest updates are a huge improvement on my phone, FB must have finally gotten some decent android devs!
",3,0
"I expect iPad levels of functionality on my Android tablet folks.
",3,0
"F.b. Seems to dictate want it wants now moving to Google
",1,0
"Therefore this facebook is horrible
",1,0
"I've tried uninstalling this app and reinstalling it with no luck.
",1,0
"I don't know who you hired but I could serially develop a better app.
",1,0
"Lay outs good....
",2,0
"Why is it this app gets worse and worse everytime its updated.
",2,0
"Worst update yet.
",1,0
"Such a stuped error in programing facebook !!!!
",1,0
"This is the fastest version of facebook u will ever see till date.
",4,0
"The new update has certainly made a lot changes including the new view of comments and also a very quick interface.
",4,0
"seems like developer problem.
",1,0
"I've uninstalled and re installed.
",1,0
"I have seen monkeys throwing crap at the zoo do a better job!
",1,0
"All other apps work fine and I need to close the FB app in the taskbar and reopen.
",2,0
"I love Facebook.
",4,0
"I be on facebook all day and night
",4,0
"You say you always improve it with your updates.
",1,0
"Your just keep creating more issues.
",1,0
"Goood app
",4,0
"I Love FaceBook<3
",4,0
"The ios app is 100% better this piece of crap....
",1,0
"Do you pay your testers in bananas and a back scratch?
",1,0
"Totally a first world problem...
",1,0
"But please address these issues, as I'm clearly NOT the only one with them
",1,0
"Pretty tired of dealing with it.
",1,0
"I like to use it a lot.
",4,0
"Seriously am frustrated with this update !
",1,0
"FIX IT or I'm deleting my Facebook .
",1,0
"Cuz my phone is the only way I can go on it !!
",1,0
"This app sucks!!!
",1,0
"It doesn't even work properly.
",1,0
"To easy do the chat
",3,0
"I hate this new update!
",1,0
"Its almost 2013 and this app is still going backwards its really crippled by 90 %!!!
",1,0
"too far from pc version but good
",4,0
"Upgrading to 4 stars.
",4,0
"Those are still planning to update, i reccommend that u shoudn't.
",2,0
"3 stars because this app is pretty good and fast.
",3,0
"Quite satisfied with last couple updates.
",3,0
"Facebook is da best
",4,0
"This update sucks man.
",1,0
"Make a functional app before anything.
",1,0
"Makes millions.
",1,0
"Fix it soon Many android's has the same prblm.
",1,0
"Hate this new Facebook.
",1,0
"Plz bring it back in the app this new thing is piece of shit it was not fast before but atleast it was functional
",2,0
"For a social media giant you would expect something that at least works.
",1,0
"Much better than old versions.
",3,0
"This is the worst update yet!!!
",1,0
"Instead of constant updates, how about making an app that actually works, on all platforms!
",1,0
"This update is a total waste of space.
",1,0
"Blows my mind!
",1,0
"No wonder this app has 1 million 1-star ratings.
",1,0
"Once worked great now sucks.
",2,0
"i hate that i cant change my cover photo on the app...
",1,1
"i have to go to the web for that and i cant organize my photos in certain albums only in the web!
",1,1
"i also can't change who views my information and stuff on my wall only in web...
",1,1
"this version crashes all the time.
",1,1
"it's slow little bit.
",4,1
"sd card storage need
",2,1
"it doesn't notify me of close friends updates.
",1,1
"i can't post any comments or status updates from my motorola razr
",1,1
"the app is slow and always hangs ...
",1,1
"it take a lot time in loading.
",3,1
"some times error in posting comment.
",3,1
"not able to download any pictures please fix these bugs immediately
",3,1
"this most recent update is extremely slow.
",1,1
"have to click on photo to view and ur lucky if it doesn't take 5 minutes.
",1,1
"pages freeze often.
",1,1
"i have to type my posts twice it keeps telling me ""post is null try again later""..
",1,1
"still having problems uploading sometimes, though.
",4,1
"takes forever time to reload..
",3,1
"it wont load any of my notifications when i click on them, pictures wont load, and my newsfeed wont refresh.
",1,1
"it does t even tell me there's an error.
",1,1
"it is the only way i can get the pictures people post to reappear on the timeline..
",3,1
"i'm scared of updating it but it's going slow wish me luck :/
",1,1
"was #1 battery user on my s3 even though i hadn't run the app in 3 days
",2,1
"performance is improved but kills battery fast.
",2,1
"everytime i go on to look at picture nothing shows up, just a grey picture...
",1,1
"now it is pointless cant see anything not even e cards...
",1,1
"the only pictures i can see are the mini profile pics beside there names on their statuses...
",1,1
"a lot of errors, i can't see pictures fix it please!!
",1,1
"never updates statuses..
",1,1
"won't upload any pictures!
",1,1
"friend finder needs to go wtf!
",1,1
"i can't even get the app to open anymore.
",1,1
"pls it was high time we got a good facebook app optimized for tabs.
",3,1
"the current fb app is not good at all for tabs with big screen.
",3,1
"the problem is with the way items display,pics are small,large empty space e.t.c the display generally not attractive.
",3,1
"slow as hell but i guess its alright!
",3,1
"notifications still suck, and doesn't show updates properly.
",2,1
"not to mention it force closes often...
",2,1
"this app is always so slow.
",1,1
"also every time i open it asks me if i want to search my email to find friends.
",1,1
"its okay except that when i scroll down and read statuses or posts it'll update and refresh but once it loads ten or more posts i can't keep scrolling down or like anything
",3,1
"i cant even login
",1,1
"now i cannot view any photos.
",3,1
"unable to change cover photo no option is available for this....
",4,1
"and also no option available for deleting a comment
",4,1
"network error, network error, alk the time on feeds page...
",1,1
"cant see any pics..
",1,1
"loading takes time even on 3g con it totaly sucks plz fix it asap!!!!!
",1,1
"i don't like the fact that im forced to view my friends posts as top stories when i much rather recent stories.
",1,1
"it won't let me delete comments made by others that i would lik to delete.
",2,1
"i cannot update my status.
",1,1
"occupies a lot of space
",3,1
"it told me that it needed an update before i continued using it and now it won't load any pictures :(
",1,1
"what's with the 13mb just for facebook, your just making the app slower and slower.
",3,1
"dosent load pics now
",3,1
"doesn't let me log in all the time.
",3,1
"takes forever to load.
",3,1
"doesn't show new notifications all the time.
",3,1
"why the hell can anyone access my android facebook account just by simply tapping on the ""sign up for facebook""
",3,1
"what the hell happened to privacy ???
",3,1
"said package was invalid  when i tried to download
",1,1
"you can't even delete comments you would like to remove off your own wall !!!!
",1,1
"poor in connectivity, very high memory usage.
",3,1
"slow and unresponsive.
",2,1
"i can't n haven't been able to to post or check anything for a long time!!!
",1,1
"how come no matter how many times i select i want the statuses shown by ""most recent"" and not ""top stories"" it still wants to show them the ""top stories"" first??
",4,1
"i can't update my status, check-in or photos on my fb wall.
",2,1
"always crashes, pls fix
",3,1
"either loads slower than molasses or doesn't load at all.
",1,1
"when i open it, whether on wifi or not, only first couple status load and then nothing.
",1,1
"was working great but now no pictures will open
",2,1
"it good app but i can't delete my comment in galaxy y pls update ^^
",4,1
"for facebook developer team, i recommend for the next update, please minimize the ram usage.
",2,1
"because facebook is use 60% of my ram free spaces.
",2,1
"this make my phone is lag.
",2,1
"logged out and now i can't log back in.
",2,1
"i go to look at app data and find out it was using 204mb of cache?!
",2,1
"takes 30minutes to load pictures.
",1,1
"app works great unless i am connected to wifi.
",2,1
"then it just endlessly sits on a loading screen.
",2,1
"complete and utter rubbish, no access to news feeds messages or notifications for weeks now,, sort it out!!!!
",1,1
"its superb app, there was a problem on loading page  on my samsung galaxy 5830i please solve anybody
",5,1
"can't see pictures and slow.
",1,1
"you can't edit your post once you comment and hit send. if you comment on someone's status and you make an error you can't fix it.
",2,1
"the font size facebook program in samsung galaxy note 10.1 is too small and do not have function to adjust font sizing.
",1,1
"slower and always need to force close.
",1,1
"i have had this app for a while but since the last update it won't load anything!
",1,1
"can barely even load my newsfeed!
",1,1
"now force closes all the time
",1,1
"lags phone
",1,1
"it works very well in my phone but it updates takes my sd card full.
",4,1
"i had to remove all updates because it would never load and could never connect, but now that the updates are gone it works perfectly
",2,1
"can not view any photos whatsoever.
",1,1
"no pictures would load and it would take forever for statuses to load.
",1,1
"well see they still haven't sorted the loading to this app...
",1,1
"have to either wait a stupid amount of time for updates or images to load or it just wont work.....
",1,1
"its good needs to able to change cover photos from my samsung galaxy s3 please next update
",3,1
"has crashed more times than i care to count - asus tf300t running android 4.1 please fix!!
",1,1
"i cant download any pic from here...
",4,1
"will not show pics just blank.
",1,1
"it works a bit slow and is not installable in mem.
",2,1
"card but uses phone memory thts a bad thing
",2,1
"i can post photos but i cant post status update.
",1,1
"connection sucks sometimes wont load photos with new update
",3,1
"after the last two updates i can no longer see pictures, it does load the feeds quickly but it isn't as good without being able to see all the pix
",3,1
"please add the option to save photo like in ios...
",4,1
"lacks many features of the regular facebook website and in addition has glitches such as loading the same 10 events one is attending over and over again rather than showing any more and differn events further in the future.
",3,1
"especially the notifications,aren't updating at all!
",1,1
"slow, unresponsive, and stories are mixed up even after hitting the ""most recent"" option.
",1,1
"when i click it it offs my cellphone or whatever!!
",1,1
"slower, force closes all the time, doesn't load pictures..
",1,1
"i cant post status here!
",1,1
"no image load
",1,1
"it doesn't update my fb feed since 31st jan.
",1,1
"i can force refresh and sometimes it works.
",1,1
"should include b'days
",4,1
"download gives a warning ""package file is invalid""
",1,1
"plz update this version to faster loading,it crashes many times...
",2,1
"all i want to do is check my notifications and messages..but i get stuck with a loading wheel that never goes away.
",2,1
"blank page takes a long time to load can't see my notifications
",1,1
"all the tym while chatting its going to hang and force stop what yo ra1 yaaar plzzz fix it
",2,1
"ever since i updated i can't upload any pics wth
",2,1
"just to slow all around 2 star app htc rezound
",2,1
"super irritating that photos and comments either don't load... or take forever to load.
",1,1
"it's slow unless you have wifi...
",2,1
"work like our gorment of pakistan vrry slow app -5 stars for this
",1,1
"every time i attempt to open it, my phone freezes and restarts.
",1,1
"it seems like every update facebook gets, the slower it gets.
",1,1
"it couldn't load images.
",3,1
"from when i updated fb app is getting slow and it slow down my system also please release a new update that will over come all poof these
",3,1
"sucks to slow gets stuck all the time.
",2,1
"this app is effin slow!!!!!!
",2,1
"takes forever to load & even longer to log out if u don't want it annoying u every 5 min& constanly using ur data, battery etc. i switch off the data, as this is the only way to really kill it.
",1,1
"pictures do not load, at all.
",1,1
"can't view any pictures
",3,1
"i can't post status anymore it says they post but don't plz fix droid raza
",1,1
"voice messaging is not working on my galaxy3
",3,1
"but it takes time to load please do it in next update than i will rate 5 star
",3,1
"worst app ever continuously forces close do not install this junk!!!!
",1,1
"the pics on my newsfeed don't show up.
",1,1
"actually no pics show up at all.
",1,1
"i cannot post my own status in this app and also couldnt check in.i
",1,1
"comments disappear, pictures don't load and i can no longer edit or delete comments.
",1,1
"now i can't open any links from my phone.
",1,1
"lags constantly, news feed loads so terribly slow, then a little bo pops up at the top under the status update and whatnot, telling me of new posts and once that gthes ten new updates or posts, i cannot like, comment nor even look a anything else not to mention the pictures don't even load.
",3,1
"freezing up daily horrible app
",1,1
"but there is no option for editing & removing tags.
",2,1
"takes long to load.
",2,1
"i'm constantly facing unreasonable load times, as well as constant freezing issues.
",1,1
"cant update my status, im a constant status updater now people are gonna start thinking i fell of this earth bc everytime i update and hit post it acts like its going too then bam nothing....
",1,1
"even after the update i still can not see any photos in news feed on my mobile device.
",4,1
"even if i click on the picture itself it still won't load.
",4,1
"i will bump it up to 5 stars when they can move it to my sd card!!!
",1,1
"it just needs something like you get to go offline and just read news feeds
",4,1
"it keeps force closing the only reason i still have the app is because its just a little faster than the internet
",1,1
"why does it suddenly stop working for days?
",1,1
"-pictures don't load when your looking through albums.
",1,1
"-i can't update my status.
",1,1
"-i can't comment on posts.
",1,1
"-network errors.
",1,1
"-""facebook is not responding""
",1,1
"pictures never load up
",1,1
"some time it take lots of tym to run the app......:(
",3,1
"fix the incredibly long download problems for a better rating.
",3,1
"photos don't upload and these updates are causing facebook to run slowly.
",1,1
"news feed won't update, pics won't load, no notifications, etc..... are the stocks down?
",1,1
"when i try to share images directly from fb to what's app or some other app, its not sharing some time and some time it works fine..
",3,1
"when it is possible to share images why cant the videos...?
",3,1
"i cannot share the video to some other apps like whats app, etc.. (when i can share the images to whats app)..
",3,1
"loading pictures or comments on pictures or posts either never loads or takes forever.
",2,1
"plus it doent update my changes, evan after refresh.
",2,1
"and sometimes refresh doesnt even work.
",2,1
"hey i can'log in properly.
",1,1
"it's slow, it keeps saying its updating and it won't let me see my news feed, and when i try and look at my friends pics it just says its loading, not to mention it freezes up all the time, i dnt like it ):
",1,1
"-no delete option like in the earlier version (like swipe and delete : missing)
",2,1
"-is very very moody, sometimes it is very fast and sometimes a pain.
",2,1
"-cannot retrieve photo errors have become very common now.
",2,1
"-no of likes are 98 even if there are 20000 likes.
",2,1
"only increase my memory
",5,1
"well it use to be no internet connection problems with my samsung galaxy now its picture problems!
",2,1
"i can't view pics that i or other people have just uploaded i can see all or some of the older pics including my timeline & profile pics but none of the new ones.
",2,1
"i also can't see video posts but if i click to on it view i can watch the videos.
",2,1
"takes forever to load anything....
",1,1
"i can never upload photos using this app.
",2,1
"the progress bar is always 0% with no title, and i can't make it go away without restarting my phone.
",2,1
"tired of it forcing close
",3,1
"this app takes up way too much memory on my phone.
",2,1
"keeps force closing all the time
",2,1
"slow to load n forces close htc hero, great if u run orig.
",1,1
"i told you that a dozen times already but thanks for the constant popup notification that can't be disabled ever.
",1,1
"still no sd card option.
",1,1
"takes up way too much space.
",1,1
"feed is delayed...
",4,1
"stupid app keep refreshing
",1,1
"force closes constantly, will not let me view comments.
",1,1
"my app has not worked right, the way i comment on anything/everything has been down graded and is not user friendly.
",1,1
"my phone is fritzing out since the upgrade.
",1,1
"i've always used facebook movie mobile, but lately i've been having problems with my timeline not refreshing with the current update.
",2,1
"it always reads ""network error."" this also has affected applications that i have connected to facebook.
",2,1
"when i open a picture in this app, it irritates me by opening previously opened picture ...
",4,1
"this app is so slow will not add my pics most of the time and crashes my phone alot i uninstall and re install allot but the next time i uninstall thats it not getting back on if i could i would give 0 stars
",1,1
"constantly force closes.
",1,1
"freezes, won't let me check in anywhere
",1,1
"my status won't ever upload and i can't tag any one....
",1,1
"it should have multi tabs ...
",3,1
"won't load anything when connected to wifi then it started not loading anything at all.
",1,1
"it's so painful when login facebook now.....
",2,1
"loading everything is so slooooooow.
",2,1
"this application was great before the last update, when i open a pic it opens a different pic.
",2,1
"since the last update i cant post any status...
",3,1
"for me to be able to post a status, i need to open a browser..
",3,1
"i use my phone almost  exclusivly to log into fb and not being able to delete or edit comments is unacceptable
",2,1
"doesnt load pictures.
",1,1
"keeps on force closing!!
",3,1
"always force closes when i try to log in to games thru facebook.
",2,1
"i get a forceclose every other time i open facebook now and it's driving me nuts...
",1,1
"then when i reopen it, it takes minutes to load everything and the pictures take about 5 minutes longer.
",1,1
"fix this thing, no network error , the app es near useless
",1,1
"i can't get any pics in the news feed.
",2,1
"each update becomes increasingly intrusive into your personal life.
",1,1
"can't turn off location tracking...
",1,1
"so sick and tired of getting network error messages when at the same time, facebook web works fine!
",1,1
"i always have to close the app from my multi-tasking so that the next time i open it, it will hopefully load my newsfeed.
",1,1
"pictures and new stories load pretty slowly.
",3,1
"my biggest pet peeve is that i can't ""like""
",3,1
"things 95% of the time, or it takes five or six taps to register the ""like.""
",3,1
"notifications frequently take me to something irrelevant.
",3,1
"this is constantly having problems loading comments.
",3,1
"i can almost never get them to show on pictures, status updates or anything else.
",3,1
"has anyone else been having issues with constant force close?
",1,1
"can't post since last update.
",1,1
"also, they need to make it so that you can hide posts from certain people like the website does.
",1,1
"the app is good & all, but some images in my news feed can only be previewed instead of opened.
",2,1
"occasionally, the app says that the image can't be opened & please try again later.
",2,1
"move to sd please
",1,1
"news feed shows no pics...
",1,1
"the only thing about the newer app i hate is the ""like"" and ""comment"" feature is broken.
",3,1
"i have installed and  uninstalled this several time to get an up to date time line....
",1,1
"slow, rarely loads anything - pages, photos, comments - nothing, constantly crashes.
",1,1
"i can't change my covert photo from my phone,  searching for anything is awful, i have to type , then delete, then retype, then it works.
",1,1
"loading pics and comments take much longer, i.don't like it.
",1,1
"serious bug dealing with notifications.
",1,1
"opening app from a notification after its been running in the background for a while results in endless wait loop.
",1,1
"never shuts down in the background and has no exit button.
",1,1
"reinstalled to get the share link back bit the churning following a notification is still awful.
",1,1
"still has issues with check-ins. :|
",3,1
"after the latest update, i have not been able to post status updates on the first try, even with strong 4g data or wifi.
",3,1
"generally speaking, the app seems much slower than previous versions.
",3,1
"i see ""unable to establish a secure connection"" errors often.
",3,1
"also it refreshes while i'm trying to read updates in my news feed and seems me to top of news feed page so i have to scroll and search for what i was reading.
",3,1
"facebook crashes at least three times a day on my galaxy s2.
",1,1
"i constantly clear data, but it still crashes...
",1,1
"cant post photos to certain albums, cant delete comments & sometimes when i try uploading photos, they say 'error and photo cannot be uploaded' or somethin :/
",3,1
"now it won't even load, just keeps saying error.
",1,1
"doesn't update correctly, freezes a lot.
",2,1
"needs fixed, doesn't show the comments or when i chose to look at pictures it doesn't load.
",2,1
"will not load this sucks try again :(""""
",1,1
"most recent didn't really show most recent feed, it still show top story.
",3,1
"scrolling lag from time to time.
",3,1
"slow loading after last update...
",2,1
"rarely refreshes news feed on the first try.
",2,1
"only shows up to 98 likes on a photo
",1,1
"i wish we could save pics from this app
",2,1
"does everything you would expect, still needs some work on the approvals for privacy confirmation process.
",2,1
"but the major issue i have is some background task is grinding my phone to a halt.
",2,1
"i cant delete comments anymore ever since i updated it ..
",4,1
"pointless to even have on my phone anymore can't even use it like i should be able to..
",1,1
"the new update has made it so i continually get network error or no internet connection which is just rubbish.
",3,1
"after updating my system shuts down, i get errors and i can't post anything.
",1,1
"will not refresh at all on my droid
",1,1
"far too slow never loads , cant see anything , 'crap' any time i refresh it goes straight onto my actual internet !!!
",1,1
"keeps crashing, forcing it to close.
",1,1
"also you carnt view pictures
",1,1
"yeah so this app ain't bad i use it more than the browser but that's gonna change, i was wondering why my phone memory was all gone so i decided to uninstall the updates now i got a load more memory, so until you can save this app to the memory card then i'm not using it.
",1,1
"won't even let me log in!
",1,1
"for some reason i cannot update my facebook status, leave comments, like things or perform any action on the mobile device that actually works.
",2,1
"keeps losing conection, therefore uninstalling updates
",1,1
"on my nexus seven tablet, nothing loads.
",3,1
