text,rating
"like the graphic
",5.0
"great free game but has a few glitches
",5.0
"lovv to play
",5.0
"i wouldve gave it five stars but there has been one glitch where there is a ledge and no turns
",4.0
"great  game
",5.0
"i cant go in the game n alot of memory used
",1.0
"nice graphic.
",5.0
"awesome game better then the first.
",3.0
"amazing game no lags run smoothly and it is one of the best games .
",5.0
"the heroe game is back
",5.0
"nice game
",5.0
"this is a 5 stars game.its amazing!
",5.0
"it's got tons of cool new things.
",4.0
"needs to fix crashing when using ""save me""
",4.0
"was waiting for it desperately.
",5.0
"i'm being addicted to this game.
",5.0
"realy great
",5.0
"as all said  sensitivity problem for collection of coins
",3.0
"i am using nexus 4 and i have put visual effects to full.
",5.0
"great game with awesome effects.
",5.0
"i have used for 3 days and i liked it very much.
",5.0
"thanks to whole team.
",5.0
"slow response, lags, control is not sensitive enough.
",2.0
"subway surfers is better for now.
",2.0
"vibrates 5 times then force close
",1.0
"not working in defy pls fix
",1.0
"but it lags too much and makes me lose
",3.0
"lg thrill will not go past load screen.
",1.0
"will give it more stars when it actually loads and i can play the darn thing.
",1.0
"therez an error in the game!
",1.0
"the game gives a challenge and somethink different from the first one!
",4.0
"excellent game and works superbly in my galaxy s advance without any lags.
",5.0
"but have some bugs.in level 8.hav to complete 5million club.but i hav done that a number of times in level 8.still it is displaying to complete 5 million club.pls fix this fast.
",5.0
"version 2 of temple run is full of adventure but is harder than previous version.
",3.0
"full time pass game and excellent                      _
",5.0
"awesome and addicting.
",5.0
"runs pretty good in n7
",5.0
"owsome game
",5.0
"hai love temple run2
",5.0
"wrth dwnloading nd playing.
",5.0
"its really bttr dan 1st part.!
",5.0
"awsum effects.
",5.0
"awsum graphics.!
",5.0
"these niggas can't hold me bac but this nigga got the wrong one boe this nigga ain't won't one
",5.0
"its fucking awesome.
",5.0
"its a great game but i have to tilt too much when the narrow paths come and in the rail cart on my galaxy s3.
",4.0
"better than previous one
",5.0
"powerup not working on touching it when the meter is full on sony lww ics
",1.0
"its a nice game with some new features but not as addictimg as the first one was
",4.0
"indefinably awesome.
",4.0
"however, id like if you reduce the pointless animatipns and replace them with more enjoyable features.
",4.0
"amazing just amazing tgis game made me forget of angry birds,fruit ninja,subwaysurfers,ect.
",5.0
"far better than previous one.
",5.0
"i know i may be the only one experiencing these problems, but here is a list of bugs i've noticed while playing: falling through the floor after a jump.
",4.0
"random lag, even on lowest setting, which causes the swipes to be unresponsive.
",4.0
"the special item upgrade meter in the top right corner in the special item selection screen actually costs 2 diamonds rather than 1.
",4.0
"very sluggish guiding when you tilt your phone.
",4.0
"those are the most prominent and reoccurring bugs i've noticed.
",4.0
"the game is cool like the first one.
",4.0
"however on my device it freezes sometimes when i try to use gems.
",4.0
"a good gam  a awesome game but not working in micromax ninja 3.
",5.0
"but working in samsung galaxy s3.
",5.0
"hoping for temple run 3
",5.0
"really awesome game.
",5.0
"awesome app xx
",5.0
"the best game in the world !
",5.0
"bad update
",3.0
"awesome game love it its better than the first one and the best  part is the mining cart
",5.0
"this game is awesome  i love this game
",5.0
"wiped out all the data after playing first time and ever since it force closes after the tutorial
",1.0
"awesome install
",5.0
"it is a great game workd flawless in my xxperia miro .
",5.0
"but quite little bit of lags but not so much .pls fix d issue.:-)
",5.0
"svery good fun and smooth gameplay
",5.0
"the game is great but it consumes a lot of battery life.
",1.0
"original got succeed to temple run 1, and version 2 has lived up and surpassed the original.
",5.0
"really great i play it all the time
",5.0
"i think i need more batteries for my phone
",5.0
"brilliant graphics and better than the original game a little laggy sometimes but thats my device not the game
",5.0
"i was really exited to play this game because i loved the first one but when ever i open the game and try to load it.
",1.0
"it sends me back to the home screen
",1.0
"addictive runner.
",5.0
"however don't think it'll last any longer than a month on my phone like most runners.
",5.0
"it'd free though so can't complain.
",5.0
"will not open on samsung galaxy.
",1.0
"but i want it to login in fb.
",5.0
"to know all my friends score.
",5.0
"subway surf.
",5.0
"great game, even more challenging then the first.
",5.0
"the sequel should have been better considering the beauty of tr1
",4.0
"i have given 5 stars for game bcoz i love temple run my problem is after download complete error coming invalid data pls fix this issue as soon as possible
",5.0
"well, this game is all you were expexting while playing the first part of temple run.
",4.0
"as the changes have been brought quite in a well manner, the power ups and the extra scoring features can be improved, which are actually confusing at a few moments.
",4.0
"amazing features
",4.0
"i like it so much,suprb game :-)
",5.0
"very nice game .
",5.0
"good jobs guys
",5.0
"the game is freezing, and runs slow!
",1.0
"smooth and flexible.
",5.0
"still a few glitches but all in all awesome game.
",4.0
"almost better than the original temple run!
",5.0
"only complaint would be that it sometimes gets ""stuck""
",5.0
"and lags a little which usually means you end up dying.
",5.0
"but the game is totally fun and addictive!
",5.0
"define the perfect game for smart phones.
",5.0
"thanx developers.
",5.0
"as in the tittle, the game won't even open on my phone, it just freezes and goes back to the home screen, disappointed !
",1.0
"great game good improvements
",5.0
"my kids and i love the newer version!
",5.0
"more challenging.
",5.0
"is a great game so far but.when i jump the person slides.plz fix.
",3.0
"zero lags!
",5.0
"its so fun i would give it 5 stars but it takes a long time to load.
",4.0
"can't stop playing! ;-)
",5.0
"won't start on my htc desire
",1.0
"this is so very beautiful game
",5.0
"when i tried to download it,it was already showing installed!when i added an account,it downloaded fully.then didnt start due to some ""error in package"".please address this issue.im a huge fan of temple run and it hurts me to give this review
",1.0
"i don't think it would need any more improvement.
",5.0
"it is a awesome game and will remain on the top
",5.0
"swipes seem to take a little time to react
",2.0
"very great game i ? it
",5.0
"great game, awesome graphics
",5.0
"funniest game ever
",5.0
"awsome game.
",5.0
"more fun
",5.0
"i would have gabe all 5 stars but the game has some glitches for example when i purchase any upgrade, my coins get reduced but i don't get any upgrades!
",3.0
"why u need phone call permission?
",4.0
"grt game
",5.0
"alot better then the first game
",5.0
"game is lagfree
",5.0
"download error 498 -.-""
",1.0
"doesnt work on my galaxytab but works beautifully on my iphone
",1.0
"i hav an lg thrill and whenever i open temple run 2 it backs out at the green imangi studios part ive redownloaded twice and still the same
",1.0
"if you do a backup of the app data, and then restore it after flashing another rom, you will lose everything forever.
",1.0
"even after restoring the cwm backup to the previous rom (as if nothing happened) it's still missing.
",1.0
"fuck you, imangi, fuck you. :/
",1.0
"not too sure is it just me or? as my coins are always different each time even if i did not upgrade anything.
",4.0
"and it always getting lesser and lesser.
",4.0
"so whats the point of gaining more coins?
",4.0
"really enjoyed this game!
",5.0
"better than the first one but i wish that you didn't have to start over all the time when you die.
",4.0
"a shame i can't turn the sound off in the settings.
",3.0
"i thought we'd grown out of that kind of ui.
",3.0
"there is a lot of lag issues on my samsung epic 4g.
",3.0
"i tried opening it was very excited but didn't open the only reason i gave it 3 stars is caz it takes hard work to make games my phone is lg optimus l3 plz fix it and i will rqte five stars
",3.0
"great game well worth the wait
",5.0
"great and added one star for the exiting button
",5.0
"ofcourse better than the first.
",5.0
"amazing visuals, amazing sound and amazing monkey!
",5.0
"awesome game, graphics are really polished up.
",5.0
"runs smooth on gs3 i think this could become similar to an adventure game as well changing and evolving environements and character development.
",5.0
"1.touch button always remain on 2.
",2.0
"on pressing save me hangs the game 3.
",2.0
"many time orientation reverses
",2.0
"better than previous one
",4.0
"love the new temple run!
",5.0
"way better than the older version!
",5.0
"dere r some bugs but m sure dey'll be debugged soon.
",5.0
"temple run 2
",5.0
"this game is so graphic i loce it!
",5.0
"the new temple run is a lot of fun, but really laggy on my phone
",4.0
"great visual, with great adventure,,.
",4.0
"this game is so dope it works perfectly on my phone you almost feel it when you hit yourself.you should download it you won't regret it .am an addict now
",5.0
"really nice game & i like it becoz it is a adventures game.hehehe
",5.0
"simply excellent game.wid gr8 new game features.
",5.0
"i found this game exhilarating and fum
",5.0
"everytime i open it up it crashes on me, i dont ecen get to play the game please fix it.
",1.0
"best game ever love it
",5.0
"it will cut out in the middle of a game and it wont save your score or coins but if you use any diamond during the game then it takes those away  besides that it is a perfect game
",3.0
"this game is so much fun!
",5.0
"love the game just cant play with all the lag.
",1.0
"tilt action doesn't work and i was really looking forward to playing this :(
",2.0
"addictive tho.and not much work being done!x
",5.0
"pretty addictive game, challenges give you more reason to play and to play in different ways!
",5.0
"mixture of all running games
",5.0
"i recommend it, its a very fun addictive game.
",5.0
"i did'nt think anything could top temple run but wow you have surpassed everything.
",5.0
"the graphics are superb, it is so addictive.
",5.0
"good game so far just a little confusing :))
",4.0
"excellent graphics work  compared to old versions.
",5.0
"i love this game.
",5.0
"can't stop playing .great game! !
",5.0
"graphics are awsome, way to step it from the first game!
",5.0
"sexy&hot
",5.0
"this game is awesome it is much better than regular temple run.
",5.0
"best game you can ever get it is the best of the best i absolutely love this game
",5.0
"what a nice game.
",5.0
"i like this game.
",5.0
"it's sooo good i love it is tricky but fun it's the best!  :)
",5.0
"lags a lot, if that ever gets fixed then it would be great!
",3.0
"not bad more to be improved compared to temple run brave on graffics
",4.0
"love it, different to the last one but kept the essentially good bits, lots of new features to keep us interested
",5.0
"please fix the screen resolution cos the menu, score is very big.
",1.0
"this game is sooo much funnn
",5.0
"harder than the first temple run, but more fun.
",5.0
"good to play on the galaxy s3.
",5.0
"its like the best infinite running game ever.
",5.0
"only thing that disturbs me is the low tilt senstivity.
",5.0
"hope you guys can fix that
",5.0
"is a very good game but it have too many bugs
",4.0
"enjoy playing it !
",5.0
"love the game.it rocks!
",5.0
"definitely a lot of glitches that need to be fixed
",3.0
"just downloaded it to my samsung sidekick and it doesn't start :(
",1.0
"where's the control sensitivity adjustment that was available in the first two?
",2.0
"the tilt and swipe are too sluggish as is.
",2.0
"not fun to play as is.
",2.0
"excellent fun
",5.0
"i like this temple run2  alot and although little bit difficult in playing
",4.0
"so addicting, even netter than the first
",5.0
"its ok but the only problem is that its a bit jutterish
",4.0
"thanks for making this free
",5.0
"this game is amazing it has awesome graphics and loads quickly my advise is to download it
",5.0
"will there be a temple run 3?
",5.0
"this game is awesome with no ad spam.
",5.0
"if u play it once u will not leave this game for a while
",5.0
"great game!
",5.0
"awe but the mine needs to go further and you need more characters.
",4.0
"great game but the gem save me glitch should be fixed.
",4.0
"funny how the glitch will take your gem count to a negative number.
",4.0
"nice graphics and smooth gameplay.
",4.0
"pls fix a bug where when the speed boost is over and i still speed up that much.
",4.0
"i enjoy this game.
",5.0
"i played temple run 1 also but this version make crazy.
",5.0
"you should make a temple run multiplayer one.
",5.0
"when i had this installed i was so happy to play it but then it wouldn't start up on my sidekick 4g just back out on the loading screen plz fix this.
",1.0
"amazing game
",5.0
"challenging with beautiful graphics.
",4.0
"a bit slow to load on my droid but other than that it's great!
",4.0
"this game is so much better than the first one the landscape is so awesome and the mine is a great new aspect
",5.0
"its a really fun game and has great feature
",5.0
"wit d latest graphics is ultimate game
",5.0
"this game is much better than number the first one
",5.0
"absolutely great
",5.0
"please take off that crappy magnetic pull when you fall off the cliff.
",4.0
"when i'm supposed to tilt to stay one one side of the ground and i don't in time, i jump so i have time to tilt in mid air but in this game you pretty much dive off on purpose without a chance.
",4.0
"its really annoying especially when you could have been saved.
",4.0
"great game !
",5.0
"fun to play, no exit button though
",5.0
"i love this game  best game ever
",5.0
"this is terrible i can't even see what  my ahead of my player all i see is him running.
",1.0
"my advise to any one who wants this game don't, its terrible stick with the first one.
",1.0
"i like this game!
",5.0
"this game makes me go crazy.!
",5.0
"i love this game sooo much and i play it every day and i love the little rochester in the cave i made it there twice
",5.0
"im using galaxy s. when i turn left or right in game then it doesnt turns fastly.
",4.0
"it is slow in turning left or right.
",4.0
"very fun but a lil chalenging though
",5.0
"much-much-much better than 1st edition.
",5.0
"great new graphics and tools
",5.0
"this is the most addictive game i ve ever played.
",4.0
"if your lookin for android games download this awsm but the tilt sensivity is too bad.
",4.0
"i like all of the cool new features and stuff but its very frustrating to me.
",5.0
"nice new twist on the old game.
",3.0
"lack of sensitivity settings forces me to almost turn my phone in its side making narrow paths almost impassable.
",3.0
"otherwise 5 stars.
",3.0
"one thing i noticed is that the sensitivity control has been removed .
",4.0
"and the game play isnt smooth enough .
",4.0
"kindly solve these issues in the next update .
",4.0
"when the monkey comes , it blocks most of the view ahead .
",4.0
"its rely awesome!
",5.0
"great game better than the first
",5.0
"very nice game you should download this game not other games
",5.0
"this game freakin rocks!
",1.0
"u might notice that ive given it 1 star amd thats because it wont fuckin open!
",1.0
"it plays smooth as sex the first startup but once i go back to my home screen it wont open again.
",1.0
"still skips like the first game.
",3.0
"cant react quickly because of it.
",3.0
"hopefully a new update will make it better.
",3.0
"its sooo coool.
",5.0
"everybody should rate it five stars.
",5.0
"if they would fix the force closes i would definitely give it give stars.
",4.0
"very fun but a little hard
",4.0
"its better than temple run 1
",5.0
"very fun game and better on all aspects but one.
",4.0
"we need a tilt sensitivity option, its not sensitive enough when trying to operate the mine car.
",4.0
"other than that its extremely fun and addictive.
",4.0
"great sequel, more challenging but more rewarding runs great on galaxy note 2.
",5.0
"this game is friggin awesome
",5.0
"i love this game
",5.0
"lags a bit on gs3 and sometimes if i exit from the  wrong screen, the game won't open again unless i force close.
",3.0
"definitely, this is the best from imangi studios.
",5.0
"smooth graphics.
",5.0
"tricky levels.
",5.0
"i am very much thrilled to play.
",5.0
"hats of imangi studios.
",5.0
"not working on micromax a25.but it shows that game is compatible.
",1.0
"i'm running android 2.6.3 on a google nexus one.
",3.0
"the game randomly clears my coin stash usually from about 3000 down to almost nothing.
",3.0
"else the most awesome game played till date
",5.0
"played for a little while but now the app wont even open up it just crashes
",1.0
"d graphics r awesum.
",5.0
"bettr than the frst part.
",5.0
"bt d sliding movements r not too sensitive.
",5.0
"hav to bend a lot.
",5.0
"bt othr  dan dat its soo cool.
",5.0
"hav fun.
",5.0
"super fun game!
",4.0
"great job guys!
",4.0
"for whatever reason it lags on my lg optimus l5 i'm not sure if its the phone or the game but please to fix it!
",4.0
"its addictive and better than the first
",5.0
"i'm totaly disappointed.i played this on my friends xperia u and everything was all right but when i installed on my.samsung galaxy chat everything in the game was zoomed.disappointed and uninstalling
",1.0
"best game ever in mobile
",5.0
"the game is awesome and keeps me wanting to play!
",5.0
"it says invalid url every time i try and download it
",1.0
"the day i have installed dis wonderful application.i cant resist my self to play it again nd again.
",5.0
"its okay it looks nice tho
",3.0
"great game, but it lags a lot.
",1.0
"this crap doesnt even work on my phone!
",1.0
"it sucks because i wanted ti try it out
",1.0
"its not downloading to my phone.
",1.0
"im getting an error
",1.0
"this game has excellent graphics, and no glitches.
",5.0
"i luv this game very fun
",5.0
"expected to be better than the 1st in ambience.but it's a but dull !
",4.0
"else a good game.
",4.0
"temple run two
",5.0
"love the new idea!
",5.0
"great entertainment
",4.0
"this is a great game
",5.0
"such a fun and addicting game so much better than the first love it five stars
",5.0
"nice game.
",5.0
"love it.absolutely love it.obsessed with it.
",5.0
"can we like transfer the characters that we had at temple run 1 then transfer our other data to temple run 2.everythings great but the tilt thingy
",3.0
"much more fun to play than the first tr. graphics are great
",5.0
"i love this game my friend had it first and when i had a go i loved it
",5.0
"bought the coin doubler for 5 dollar never got it
",1.0
"i cant make it far because it lags so bad
",2.0
"awesum then before.new graphics , levels and  thats wht create the game.
",5.0
"great  game!
",5.0
"even more addictive then the first!
",5.0
"needs tilt sensitivity controls
",4.0
"ok ok :-(
",3.0
"doesn't run, app opens & title screen opens then it shuts off
",1.0
"it's like temple run 1 but better!
",5.0
"fab-u-las
",5.0
"awesome.wicked.love it
",4.0
"needs a little bit more graphics optimization.
",4.0
"definitely a step up from the original.
",4.0
"great game.
",5.0
"even better than original
",5.0
"this game is outstanding, in life this is a must try!
",5.0
"awesome juz luv it plz upload some more characters.
",5.0
"download or th gorilla will haunt u forever xx
",5.0
"awesome i can't wait to see what yall come up with next
",5.0
"doesnt even open on samsung galaxy s 4g, please fix, i was looking forward to this game.
",1.0
"even better than temple run 1
",5.0
"really adictive but can be very hard but great.
",5.0
"awesome game.
",5.0
"love the additions to the new temple run!
",5.0
"great game!
",5.0
"this game is awesome!
",5.0
"it has amazing graphics and is super adicting.
",5.0
"it's not good because it won't work for htc desire its will download and wen u press open all it does is load and den it goes back in to the play store.
",1.0
"good game and great graphics  improvements from temple run 1
",5.0
"harika bir oyun herkese tavsiye ediyorum
",5.0
"i love this game
",5.0
"super addictive
",5.0
"has that old charm of temple run.
",5.0
"love these game ill love to play temple run brave but not for free :(
",5.0
"great game again.
",2.0
"need to be updated for sg3.
",2.0
"best game i have ever played.
",5.0
"the coins are always resetting and i cant buy anything!pls fix!
",3.0
"i absolute love this game my target is 4 million
",5.0
"awesome graphics,not saggy at all,very addictive.imangi studios,u did it again!
",5.0
"the game is a great way to pass some time
",5.0
"in anroid this game has released on 24th jan, 2013 but in ios it was already realeased before.
",2.0
"anroid has copied this game.
",2.0
"great game
",5.0
"pretty fun, but imo.there should be more powerup types.
",5.0
"works great its really awesome
",5.0
"somehow it's even better than the first one.
",5.0
"is way more fun than the first temple run. :)
",5.0
"simply say its super & awesome
",5.0
"its a great game but not compatible for my samsung galaxy ace pleassse make it for more devices!
",3.0
"i love this game !
",5.0
"the graphics are awesome and the new features make it even better.
",5.0
"when i play it, i kindof feel like i'm in a movie!
",5.0
"really awesome game.get addicted to it.can't live without playing it at least for 10 times daily.great work.keep it up guys.
",5.0
"superhit game but littale buffering
",5.0
"oh oh no comment
",5.0
"nice game
",4.0
"with a lot of more challenging obstacles to get through, i do fall in love with temple run 2 in only the first round.
",5.0
"awesome game!
",5.0
"yeaah i say that because i think it's a great game, more interesting than older version.
",4.0
"but i have some problem,  sometimes i have a lag when i play temple run2, the character only run in the same place (stuck) i hope you can give some update to fix the bug and i will give you 5 stars soon ~ thanks hehe :d nb: my phone sgs ii with 4.1.2 os official
",4.0
"amazing to play.
",5.0
"lot imprvd version wid btr graphics.
",5.0
"it runs very smootly and fast not even a simple hint of lag.
",4.0
"but they should've added a little more things in it to make it special like attacking the monster
",4.0
"it sukks it wont even runn
",1.0
"temple run 2 is a great game,  its actually very addicting i seem to be better at 2 than the first!
",5.0
"it is a great game.
",5.0
"ok,it's more good than temple run 1
",4.0
"infinite addiction.
",5.0
"reinstalled after removing
",5.0
"love the graphics!
",5.0
"if i was you guys i will get is it is soooooooo awsome
",5.0
"i just love this game.!
",5.0
"awesome game!<3<3<3<3
",5.0
"this is what u call an upgrade.
",5.0
"excellent series.keep it up
",5.0
"nice game
",5.0
"won't let me load.
",1.0
"force crash every time
",1.0
"visuals are stunning.
",5.0
"feels like a whole new dimension has been as added in.
",5.0
"very good much better than the firtsy one, the mine is very hard
",5.0
"it just won't work on the samsung infuse
",1.0
"flawless.thnx not single lag on htc sensation
",5.0
"very nice, fun and addicting game.more adventurers than the part 1 nice work
",5.0
"a significant upgrade over tr. has a few bugs, but i presume those get worked out.
",5.0
"i like this even more than the first.
",4.0
"i am so addicted nd if you just try it, you will be too!
",5.0
"awesum graphics.
",4.0
"on d downside tilting sensitivity is an issue.
",4.0
"loving temple run 2 .
",5.0
"its fun better than the first one you get to go on the crates and down the rope.
",5.0
"it keeps on going maybe literally forever.
",5.0
"or until your device goes dead :) but overall its a great game
",5.0
"just can't stop playing.
",5.0
"after a long time something that is gripping
",5.0
"awesome game
",5.0
"add an option on tilt sensitivity
",4.0
"it was excellent to play with more graphic n other.i like it
",5.0
"its perfect on my galaxy s 3 but on thos phone it works without any lag but isnt playable because of the resolution.pls make support for qvga.i will give 5stars
",4.0
"installed and played for awhile then when i tried to go back and play again it wouldn't even load.fix problem asap!
",1.0
"hahahaahahaha this game is awesome and the one who commented this comment is super awesome hekhek
",5.0
"awesum game.
",5.0
"u wil love it wen u wl play it.
",5.0
"hats of to temple run 2
",5.0
"i love the new temple run, but the tilt movements (tilt left and tilt right) are less sensitive than the first temple run.
",5.0
"other things like the graphic, obstacles, etc, are top notch.
",5.0
"it keeps me busy when i am free i start playing this game.
",5.0
"download this game this the best game.
",5.0
"it's such a nice game that i play only this game on my phone
",5.0
"i turned the sound and music all the way down, but it still makes running and clicking sounds.
",3.0
"seems like an annoying bug for me.
",3.0
"fun game, one problem.
",2.0
"game opens upside down, i have to totally turn my phone, but pretty fun
",2.0
"no glitches or bugs found.,. yet.
",5.0
"good work from imangi studios.much intresting from temple run.
",5.0
"awrsome game.
",5.0
"pretty fun and addictive beter than last temple run
",5.0
"fantastic n superior.
",5.0
"full marks guys !
",5.0
"fuckin awesome!
",5.0
"love the new power ups.
",5.0
"how you add a few more in updates
",5.0
"awesomly wndrfl game.
",5.0
"good graphics and game play.
",4.0
"but the way the view is shaking needs some getting used to, not everybody is going to be ok with that.
",4.0
"when you level up and get coins for leveling up, i have a galaxy s 3 i don't know if it is the same for any other phones, the coins vanish when you try to buy something with them.
",4.0
"this is a great game i would hate for a flaw like this to ruin users experience.
",4.0
"temple run was always my favourite mobile game, it required minimal brain activity thus making it a real fun game.
",4.0
"temple run 2 is a great game, don't get me wrong it's still a great game but misses some elements.
",4.0
"second you can't pick what achievments you want to do when, instead the game gives you a more linear approach which is nice for short term gaming but i still prefer aiming for the long turn goals.
",4.0
"but still a fun game
",4.0
"really v v v v.fabulous game.
",4.0
"very good game!:) download
",5.0
"nice update @syaukaniismail
",5.0
"kindly fix the lag, and sensitivity.
",5.0
"worth downloading !
",5.0
"it's even better than the first game!
",5.0
"very nice sleep
",5.0
"doesn't on my crappy phone, so ?
",1.0
"blame developers :)
",1.0
"goooood very niceeee
",5.0
"awesome way better than temple run
",5.0
"the graphics r gud .no lags & a perfect addicting game.
",5.0
"wonder full game .
",5.0
"ultimate i cant stop playing
",5.0
"so ill get a score of about 3,000,000 and then the game will start lagging when i perform an action.
",3.0
"the reason i'm writing this is because i was just playing and it began to lag and i ran into a tree that wasn't there seconds before.
",3.0
"well this is the coolest game in android, you dont need to pay to play, so cool.
",5.0
"love the game.
",5.0
"it actually works better than the original temple run on my galaxy s3.
",5.0
"great job!
",5.0
"temple run 2 is much better and exciting  than temple run
",5.0
"excellent nd good nd fun
",5.0
"owesome game
",5.0
"better than da first one
",4.0
"i like the graphics
",5.0
"game is real fun, besides the fact that my phone screen will turn black and pause the game.
",3.0
"it would complete but when i hop in the car things they don't when they're supposed to.
",4.0
"it is so different  game than temple run.
",4.0
"it is adventures game it is nice.
",4.0
"best app eveeeeeeeeer
",5.0
"i  love  temple run
",5.0
"im so addicted to it
",5.0
"on my motorola triumph i can download the game, but i can't play it every time i enter the game it force closes!
",1.0
"better graphics
",5.0
"i love the graphics but sensitivity is a little less.
",5.0
"its good but when i double tap to activate power up it doesn't work.
",4.0
"well improved and entertaining
",4.0
"love this game very addictive!
",4.0
"the game is really fun, but very laggy on my apparently ancient thunderbolt.
",3.0
"works great on my kindle though.
",3.0
"bringing more joy and is excellent and is better than other games
",5.0
"i love it , besides it glitches sometime:/
",4.0
"i love temple run 2.
",5.0
"all there is, is when you fall and make it on the map at the same time you keep tumbling.
",5.0
"nice games
",4.0
"great fun game
",5.0
"thanks for the game.:)
",5.0
"liked this game very much.
",5.0
"no lag at all which was the problem with temple run 1
",5.0
"not but the older version is better
",3.0
"much better grafics then the first and more options two thumbs way up
",5.0
"very addictive, with the small problem of framerate issues on highest quality on a nexus 7
",5.0
"would be a 5 star rating but when using save me it crashes and doesnt save any stats but only takes my gems , fix this and it will be 5 star love this game!
",3.0
"hate bugs
",3.0
"veeeeeeeery goooooood wah ge.
",5.0
"wah maza aa gae
",5.0
"very fun game.
",5.0
"i've been playing it every free time since i downloaded it.
",5.0
"it has great graphics and is super addictive!
",5.0
"great game just like the first one.
",5.0
"this is the best game i have ever played before in my entire life
",5.0
"temple run is back again with a new style that everybody should love.
",4.0
"it upgrades greatly over its predecessor by throwing in things like the mine shafts and actually bending courses so it doesn't seem like straight lines.
",4.0
"only reason it is not 5 stars is becauss every once in a while i know i swiped my screen and it doesn't register it and i end up dying.
",4.0
"well i love.the gane but fir some reason if i improve the visual effect and i exit out of the game it won't reopen.
",5.0
"it has glitches.n it's hangs n don't response to commands.
",2.0
"even better then before.seriosly amazing game ever in the world
",5.0
"i whould love the game if it didn't take so much memory.
",3.0
"gr8 game with better graphicw
",5.0
"this is a cool game bt need few more improvement in graphics
",5.0
"love this game
",5.0
"more addictive than mu smoking habit.
",5.0
"more improved more fun!
",4.0
"more challenging than the original but that's what makes it fun, glitches on my droid 3 so can't give 5 stars
",4.0
"this game is freaking awesome!
",5.0
"i am very happy to have such a great game that too is free n the best thing abt the game is that even though having such gr8 graphics it doesn't lags a bit.
",5.0
"loved it awesome work by creators
",5.0
"it runs very slow at the start.
",1.0
"and goes far far to fast later.
",1.0
"good but having couple problems like cash go back 2 zero when go over 2500
",3.0
"this game is soo amazing love it so much
",5.0
"gud 1  luv it wonderful gameing imangi studio
",5.0
"dont fit on my device display micromax a25 plz fix
",1.0
"every thing is great but 1 thing is utterly dissatisfying that is about the objectives.even if one has done that done that thing but it comes afterwards in next levels it is not shown as complete.u hv to do it all over again which is bad.so this needs to be seen.and 1 suggestion is that we should get to see atleast the next level objectives so that game can be planned and interest becomes more high fy.and 1 more thing every now and then while using save me the game crashes
",4.0
"sony xperia t
",5.0
"v.good except for lagging plz fix
",4.0
"enjoyin every bit of the graphics.
",5.0
"i love this game its jst ausum.
",5.0
"great update
",5.0
"superb.awesome.mindblowing game
",5.0
"the game is too good and have very good graphics .
",4.0
"but the tilt thing can be improvised .
",4.0
"needs a lot of effort .
",4.0
"but otherwise addictive .
",4.0
"its ok because its hard
",3.0
"i press on the app and i just shows me that green mark and then my phonr crashes .
",1.0
"although it won't matter to people having a phone worth 17k+ it still runs much better(i.e lesser lag) than temple run 1 on entry level smartphones like my xperia tipo but boy i love this game.
",5.0
"its a great game to pass the time but a little glich
",5.0
"cool game
",4.0
"wow it is awesome
",5.0
"starts to load then forcloses itself. :/
",1.0
"koka game aw
",5.0
"imangi they are just too good.first temple 1 and now with 2 they came up with brilliant idea.great locations.gorgeous graphics.simply 5 star
",5.0
"excellent game.but sometimes wont open up i have to reinstall
",4.0
"so addictive and alot more fun than the 1st 1
",5.0
"runs really smooth.
",5.0
"awesome graphics
",5.0
"amazing world i like it?
",5.0
"i love this game.the best ever.nice graphics and super quality.
",5.0
"very nice app
",5.0
"not works on htc desire
",1.0
"better than temple run.
",5.0
"cool graphics fast
",5.0
"temple run 2 is better than temple run 1 so download it now
",5.0
"great time killer.
",5.0
"loved the first version whn compared
",2.0
"epic games  really love it
",5.0
"i've been addicted to temple run for a while.
",3.0
"so, i was super stoked to see a sequel.
",3.0
"my only complaint is that it forces closed sometimes.
",3.0
"fix and i will gladly change my rating to 5 stars.
",3.0
"nice game to play
",5.0
"the screen is just to small how comes temple run 1 fits but temple run 2 don't fuk that
",1.0
"the word awesome- dictions for temple run 2.superb!
",5.0
"imangi studios.u just got ur biggest fan !
",5.0
"it is really good has all new cool savage :)
",5.0
"my highest score is 967432167 but i'll keep u updated ;-)
",5.0
"great game i love it
",5.0
"g8 game nice to play
",4.0
"a little more complicated bt very addictive which makes it worth my time
",5.0
"average game, nothing more
",4.0
"love itttt!
",4.0
"super entertaing game
",5.0
"this game rocks!
",5.0
"wont open up it just loads then force closes.
",3.0
"good game but there is a problem my coins are not being added after my runs
",5.0
"this is such a cool game!
",4.0
"but it is more difficult though, (but hey, that's what made it exciting nevertheless!) i just wish you'd bring back the sensitivity options in the setting tab, have a hard time playing when i need to tilt the phone to the sides.
",4.0
"i love this game, it's amazing, so much better than the old one x
",5.0
"super mast
",5.0
"cool game love this & 1 is cool too.
",5.0
"maybe i will add more rate if i could buy higher device :d
",3.0
"this game is so easy compared to the first one and lots of cool new features
",5.0
"its a fun game with great graphics, but it is missing a leader board so you can compare your score to your friends.
",4.0
"that missing feature and the occasional reset when trying to use the gem at the end of the game is why i took away a star.
",4.0
"love it bir cant collect coins when lying down
",4.0
"the worst part is always starting over if you don't have the jewels to save yourself.
",5.0
"great free app.
",5.0
